scene,question,answer,evidence,qa_type
50、INT. BEDROOM - DAY,What does Eve say about her reason for trying to meet Margo?,"She had to get in, to meet Margo, to say something, be somebody, make her like me.","EVE
I had to get in, to meet Margo! I had to say something, be somebody,
make her like me!",dialogue/beliefs
13、INT. BACKSTAGE - CURRAN THEATER - DAY,"In [13、INT. BACKSTAGE - CURRAN THEATER - DAY], How does Eve react to Margo's performance?",Eve is moved to tears and admires it repeatedly.,EVE: I could watch you play that last scene a thousand times and cry every time.,character states
50、INT. BEDROOM - DAY,What does Addison accuse Eve of regarding Karen?,Using his name and column to blackmail Karen into getting the part of 'Cora'.,"ADDISON
You used my name and my column to
blackmail Karen into getting you
the part of ""Cora"" - and you lied
to me about it!",dialogue/beliefs
61、INT. MARGO'S DRESSING ROOM - NIGHT,Why does Bill explain the definition of Theater to Eve?,To justify his decision to leave the Theater for Hollywood.,BILL: The Theater's for everybody... so don't approve or dis,causal/relational queries
21、INT. DINING HALL - SARAH SIDDONS SOCIETY - NIGHT,"In [21、INT. DINING HALL - SARAH SIDDONS SOCIETY - NIGHT], What is Margo's emotional state as described in the passage?",Foreboding about the party's outcome,"Even before the party started, I could smell disaster in the air...",character states
31、INT. RICHARDS' STUDIO APARTMENT - DAY,What actions does Lloyd perform when he enters the room?,"Lloyd slams the door, flings his hat away, strides in, peeling off muffler and overcoat.","Lloyd slams the door, flings his hat away, strides in, peeling off muffler and overcoat.",detailed description
51、INT. DINING HALL - SARAH SIDDONS SOCIETY - NIGHT,What does Eve say about her role in the Theater?,She considers herself an apprentice with much to learn.,I am an apprentice in the Theater and have much to learn from you all.,dialogue/beliefs
55、INT. DINING HALL - SARAH SIDDONS SOCIETY - NIGHT,What does Addison deWitt state about the old actor's speech?,It is not important to hear what the old actor says.,It is not important what you hear what he says.,dialogue/beliefs
48、INT. CORRIDOR - TAFT HOTEL - DAY,What does Eve say about needing a nap?,Plenty of time for a nice long nap - we rehearsed most of last night...,EVE: 'Plenty of time for a nice long nap - we rehearsed most of last night...',dialogue/beliefs
48、INT. CORRIDOR - TAFT HOTEL - DAY,What does Addison say about calling Eve a killer?,"He corrects himself, saying he meant champion and mixes boxing terms.",ADDISON: 'Did I say killer? I meant champion. I get my boxing terms mixed.',dialogue/beliefs
63、EXT. PASSAGE AND GATE - LAGUARDIA - NIGHT,When does Margo refer to Bill as six years old?,"During their conversation when she says, 'As of this moment you're six years old.'",MARGO: 'As of this moment you're six years old...',temporal references
59、EXT. MARGO'S DRESSING ROOM - CURRAN THEATER - NIGHT,Why do Karen and Eve pause when approaching the door?,Because they hear Margo's uninhibited guffaw.,An uninhibited guffaw from Margo makes them pause.,causal/relational queries
49、INT. EVE'S SUITE - TAFT HOTEL - DAY,What does Eve reveal about Lloyd's intentions?,Lloyd is leaving Karen to marry Eve.,EVE: 'Lloyd Richards. He's going to leave Karen. We're going to be married.',dialogue/beliefs
16、INT. MARGO'S BEDROOM - NIGHT,How does the screen transition when Bill's voice is heard?,The screen wipes down diagonally left to right.,"The SCREEN WIPES DOWN DIAGONALLY LEFT TO RIGHT, so that Margo remains in the lower right-hand diagonal of the screen and Bill is disclosed in the upper left.",detailed description
61、INT. MARGO'S DRESSING ROOM - NIGHT,Why does Bill believe they will make it despite Eve's doubt?,"He lied about the time, claiming they would make it easily.",BILL: I told you a lie. We'll make it easily. Margo's got no more conception of time than a halibut.,causal/relational queries
14、INT. MARGO'S DRESSING ROOM - NIGHT,What causes Birdie to comment on the wardrobe women's union?,She contrasts her own lack of union membership with their benefits.,Birdie mentions not having a union and describes wardrobe women's advantages.,causal/relational queries
30、INT. THEATER - CURRAN THEATER - DAY,What does Margo do when she enters the stage?,"She marches down the aisle, smiles a sickly, hopeful smile, and ignores Max.","Margo marches down the aisle with a steady pace. She passes Max smiles a sickly, hopeful smile. She ignores him as if he were a used paper cup.",detailed description
30、INT. THEATER - CURRAN THEATER - DAY,What does Max do when Margo returns to the stage?,He slumps in his seat and submerges further.,Max slumps in his seat. ... Max submerges further in his seat.,detailed description
13、INT. BACKSTAGE - CURRAN THEATER - DAY,"In [13、INT. BACKSTAGE - CURRAN THEATER - DAY], What is Eve's emotional state during the curtain calls?","Eve is emotional, with tears in her eyes and a hypnotic look.","EVE, that same hypnotic look... there are tears in her eyes.",character states
22、INT. MARGO'S BEDROOM - NIGHT,"In [22、INT. MARGO'S BEDROOM - NIGHT], What is Margo's emotional state regarding the party guests?","Annoyed, as she mentions the guests were a mistake.",MARGO: 'The only thing I ordered by mistake is the guests.',character states
54、INT. EVE'S HOTEL APARTMENT - NIGHT,What did the girl say was her purpose for being in the house?,To conduct a report on Eve's lifestyle.,GIRL: 'It was for my report.',dialogue/beliefs
12、INT. MARGO'S LIVING ROOM - DAY,When does Margo close her eyes blissfully?,After Birdie glares at her.,"Birdie glares first at her, then at Margo. Margo leans her head back, closes her eyes blissfully...",temporal references
1、INT. DINING HALL - SARAH SIDDONS SOCIETY - NIGHT,What does Addison deWitt state about the old actor's speech?,It is not important to hear what he says.,ADDISON'S VOICE ...It is not important what you hear what he says.,dialogue/beliefs
19、INT. MARGO'S BEDROOM - NIGHT,"In [19、INT. MARGO'S BEDROOM - NIGHT], What is Eve's emotional state when she is with Miss Channing?",Eve is happy and warm.,"Eve melts into warmth. She beams, sits on the bed.",character states
19、INT. MARGO'S BEDROOM - NIGHT,"In [19、INT. MARGO'S BEDROOM - NIGHT], How does Eve behave when she asks Karen for another favor?",Eve is hesitant and picks at the coverlet.,(hesitantly) ... picks at the coverlet,character states
22、INT. MARGO'S BEDROOM - NIGHT,"In [22、INT. MARGO'S BEDROOM - NIGHT], What is Birdie's role in the scene?",She assists Margo with her attire and manages party logistics.,"Birdie helps Margo with her dress, addresses the caterer, and handles the bartender's message.",character states
51、INT. DINING HALL - SARAH SIDDONS SOCIETY - NIGHT,Who does Eve credit with the larger share of the award?,Her friends in the Theater and the Theater itself.,The larger share belongs to my friends in the Theater - and to the Theater itself.,dialogue/beliefs
