doc_title,chunk_id,fact,scene_context
11、INT. CRAWFORD'S HOUSE - STUDY - NIGHT,doc_10_chunk_1,Lecter altered or destroyed most of his patient histories prior to capture.,
155、INT. DR. LECTER'S CELL AND CORRIDOR - NIGHT (DIM LIGHT),doc_154_chunk_0,The TV has been stationed so that Dr. Lecter cannot avoid seeing it.,"Corridor, TV positioned to be unavoidable for Dr. Lecter"
143、INT. DR. LECTER'S CORRIDOR - DAY,doc_142_chunk_11,Dr. Lecter agrees to look at the form.,
146、INT. FBI ACADEMY LIBRARY - NIGHT,doc_145_chunk_0,Dr. Lecter is the subject of a news photo dated 1980.,"FBI training room, Clarice viewing a microfilm monitor showing a 1980 news photo of Dr. Lecter"
180、INT. DR. LECTER'S CELL AND CORRIDOR - DAY,doc_179_chunk_0,"His other drawings, books, and bedding have been restored.",At his table
143、INT. DR. LECTER'S CORRIDOR - DAY,doc_142_chunk_21,Dr. Lecter refuses to perform the test for Clarice.,
143、INT. DR. LECTER'S CORRIDOR - DAY,doc_142_chunk_21,Dr. Lecter promises to give Clarice a chance for advancement.,
143、INT. DR. LECTER'S CORRIDOR - DAY,doc_142_chunk_17,The questionnaire is left in Dr. Lecter's tray.,Clarice leaves the questionnaire in Dr. Lecter's tray after their conversation.
183、INT. DR. LECTER'S CELL - DAY,doc_182_chunk_8,Dr. Lecter is silent in response to Chilton's request for an answer.,
"190、INT. AIR NATIONAL GUARD HANGER - MEMPHIS, TENNESSEE - DAY",doc_189_chunk_0,Dr. Lecter is restrained.,Prison guards checking Dr. Lecter's restraints.
180、INT. DR. LECTER'S CELL AND CORRIDOR - DAY,doc_179_chunk_11,Dr. Lecter is told that Clarice ran away from a ranch in Montana after living there for two months.,In a conversation with Clarice
"190、INT. AIR NATIONAL GUARD HANGER - MEMPHIS, TENNESSEE - DAY",doc_189_chunk_9,Dr. Lecter promises to inform the Senator if he recalls additional information.,
19、INT. DR. LECTER'S CELL AND CORRIDOR - NIGHT (DIM LIGHT),doc_18_chunk_0,The TV is positioned such that Dr. Lecter cannot avoid seeing it.,Corridor: TV positioned to force Dr. Lecter to view it.
"190、INT. AIR NATIONAL GUARD HANGER - MEMPHIS, TENNESSEE - DAY",doc_189_chunk_10,Dr. Lecter stops Senator Martin from continuing towards the car.,"Near a car, Senator Martin is about to depart."
201、INT. HISTORICAL SOCIETY ROOM - 5TH FLOOR,doc_200_chunk_1,Dr. Lecter is studying the Buffalo Bill case file.,Inside the cage
204、INT. SHELBY CO. COURTHOUSE - HISTORICAL SOCIETY ROOM -,doc_203_chunk_5,Dr. Lecter is handcuffed.,"Prison cell, handcuffing procedure"
204、INT. SHELBY CO. COURTHOUSE - HISTORICAL SOCIETY ROOM -,doc_203_chunk_9,"Dr. Lecter drives the cell door into Pembry, pinning him against the door frame.",Prison cell altercation
220、EXT. BARN - NIGHT,doc_219_chunk_0,Dr. Lecter is the rancher,"Barn interior, Clarice approaching, Dr. Lecter revealed as the rancher"
204、INT. SHELBY CO. COURTHOUSE - HISTORICAL SOCIETY ROOM -,doc_203_chunk_7,Dr. Lecter finds the keyhole of his cuffs.,Cell: Dr. Lecter uses a makeshift key to locate the keyhole of his cuffs.
44、INT. DR. LECTER'S CELL AND CORRIDOR - DAY,doc_43_chunk_0,"Dr. Lecter's other drawings, books, and bedding have been restored.",At Dr. Lecter's table during a sketching session.
270、INT. DORM HALLWAY - NIGHT,doc_269_chunk_0,The phone call with Dr. Lecter has been terminated.,"Phone call with Dr. Lecter, terminated by dial tone"
201、INT. HISTORICAL SOCIETY ROOM - 5TH FLOOR,doc_200_chunk_13,Dr. Lecter is studying Clarice intently.,"Clarice's flashback and return to present, Dr. Lecter observing her."
204、INT. SHELBY CO. COURTHOUSE - HISTORICAL SOCIETY ROOM -,doc_203_chunk_0,Dr. Lecter created a portrait of Clarice from memory.,"Dr. Lecter's cell, portrait of Clarice on table"
155、INT. DR. LECTER'S CELL AND CORRIDOR - NIGHT (DIM LIGHT),doc_154_chunk_9,"The cell has been stripped bare of all personal items including books, drawings, mattress, and toilet seat.",in Dr. Lecter's cell
216、EXT. SIX-LANE FREEWAY - NIGHT (ARC LIGHTS),doc_215_chunk_1,Dr. Lecter is inside the ambulance.,Ambulance on interstate with Memphis International Airport 2 miles away
268、INT. DORM HALLWAY - NIGHT,doc_267_chunk_0,Dr. Lecter speaks to Clarice via voice over.,"Hallway, Clarice at pay phone"
