doc_title,chunk_id,fact,scene_context
110、INT. LIVING ROOM - NIGHT - CONTINUOUS,doc_109_chunk_1,Kale takes possession of the butcher knife.,
113、INT. LIVING ROOM - DAWN,doc_112_chunk_0,Kale provides a video tape to a detective.,
103、EXT. ROOF - NIGHT - CONTINUOUS,doc_102_chunk_1,Kale successfully headbutts Giles during a physical confrontation on the roof.,
118、INT. COUNSELOR'S OFFICE - DAY,doc_117_chunk_0,Kale acknowledges that his father saved him.,Scene with Kale and a counselor where Kale reflects on a past event involving his father.
102、EXT. 2ND FL PORCH - NIGHT - CONTINUOUS,doc_101_chunk_3,Kale physically shoves Giles through a broken window into the hallway.,Scene following Giles exiting the porch: Kale charges and uses his body weight to push Giles back through the window.
105、EXT. ROOF - NIGHT - CONTINUOUS,doc_104_chunk_1,Kale successfully frees himself from Giles' choke-hold by stabbing him with the letter opener.,"Roof scene: During physical struggle with Giles, Kale uses a letter opener to break free."
37、EXT. KALE'S FRONT YARD - DAY - SHORT TIME LATER,doc_36_chunk_0,Kale installs a physical marker for a boundary using a screwdriver and string near his mailbox.,
101、INT. DAD'S OFFICE - NIGHT - CONTINUOUS,doc_100_chunk_3,Kale obtains a key that is used to unlock the porch door.,
101、INT. DAD'S OFFICE - NIGHT - CONTINUOUS,doc_100_chunk_3,Kale unlocks the porch door with the key.,
101、INT. DAD'S OFFICE - NIGHT - CONTINUOUS,doc_100_chunk_3,Kale opens the porch door and steps outside.,
106、EXT. GARAGE ROOF - NIGHT - CONTINUOUS,doc_105_chunk_0,"Kale successfully throws his racketball racket, causing it to strike Giles in the hand and knock the letter opener away.",Roof confrontation scene: Kale uses his racket as a projectile to disarm Giles.
106、EXT. GARAGE ROOF - NIGHT - CONTINUOUS,doc_105_chunk_0,Kale jumps from the roof into Ashley's pool.,"Roof confrontation scene: After disarming Giles, Kale jumps off the roof."
36、EXT. KALE'S BACK YARD - THE NEXT DAY,doc_35_chunk_0,Kale successfully reactivates the device on his ankle after it triggers a warning signal.,
36、EXT. KALE'S BACK YARD - THE NEXT DAY,doc_35_chunk_0,Kale sets up a tripwire mechanism using a garden gnome and kite string connected to a croquet mallet.,
7、INT. CLASSROOM - DAY - CONTINUOUS,doc_6_chunk_6,Kale physically strikes Senor Gutierrez.,
5、EXT. VACANT CLIFFSIDE PULLOFF/VIEWING AREA - EVENING - CONT,doc_4_chunk_4,Kale successfully maintains his grip on the outside of the door after his seatbelt is released.,
5、EXT. VACANT CLIFFSIDE PULLOFF/VIEWING AREA - EVENING - CONT,doc_4_chunk_4,Kale's seatbelt is released by Jeff during a physical intervention.,
33、EXT. KALE'S FRONT YARD - DAY - CONTINUOUS,doc_32_chunk_0,"Kale becomes entangled in the sprinkler system, resulting in his foot being temporarily trapped.",
33、EXT. KALE'S FRONT YARD - DAY - CONTINUOUS,doc_32_chunk_0,Kale successfully frees his foot from the sprinkler system.,
33、EXT. KALE'S FRONT YARD - DAY - CONTINUOUS,doc_32_chunk_0,The ankle bracelet worn by Kale changes from flashing red to emitting a green light.,
53、INT. KALE'S BEDROOM - EVENING - LATER,doc_52_chunk_0,Kale receives a collection of surveillance equipment from Ronnie.,
53、INT. KALE'S BEDROOM - EVENING - LATER,doc_52_chunk_0,Kale knows that Giles has lived in his current residence for about two or three years.,
42、INT. KALE'S BEDROOM - DAY,doc_41_chunk_0,Kale has constructed a TWINKIE TOWER in his room.,
42、INT. KALE'S BEDROOM - DAY,doc_41_chunk_0,Kale has created a geometric diagram representing his line-of-sight spying theory.,
42、INT. KALE'S BEDROOM - DAY,doc_41_chunk_0,Kale has performed mathematical calculations to support his spying theory.,
73、INT. KALE'S BEDROOM - EVENING - CONTINUOUS,doc_72_chunk_5,Kale kisses Ashley.,"Continued scene: After confessing his observations, Kale leans in and kisses Ashley."
111、INT. ENTRY HALL - NIGHT - CONTINUOUS,doc_110_chunk_3,Kale is physically overpowered and slammed against the staircase banister by Giles.,Entry hall confrontation: Giles attacks Kale after retrieving the butcher knife.
111、INT. ENTRY HALL - NIGHT - CONTINUOUS,doc_110_chunk_3,Kale is rescued by Julie when she intervenes and shoots Giles.,Entry hall confrontation: Julie shoots Giles to stop him from attacking Kale.
111、INT. ENTRY HALL - NIGHT - CONTINUOUS,doc_110_chunk_3,Kale is embraced by Julie and Ashley after the attack is stopped.,"Entry hall, immediately after Julie shoots Giles."
5、EXT. VACANT CLIFFSIDE PULLOFF/VIEWING AREA - EVENING - CONT,doc_4_chunk_5,Kale successfully climbs out of the SUV window with Jeff's assistance.,Scene during the SUV accident on the cliffside.
5、EXT. VACANT CLIFFSIDE PULLOFF/VIEWING AREA - EVENING - CONT,doc_4_chunk_5,Kale reaches his hand back down to Jeff in an attempt to help him escape.,Scene during the SUV accident on the cliffside.
105、EXT. ROOF - NIGHT - CONTINUOUS,doc_104_chunk_0,Kale is injured in the thigh by a letter opener thrown by Giles.,"Scene: On the roof, during physical confrontation with Giles."
105、EXT. ROOF - NIGHT - CONTINUOUS,doc_104_chunk_0,Kale falls to his knees after being struck by the letter opener.,"Scene: On the roof, during physical confrontation with Giles."
105、EXT. ROOF - NIGHT - CONTINUOUS,doc_104_chunk_0,Kale is restrained by Giles using a speaker wire wrapped around his neck.,"Scene: On the roof, immediately after being injured by the letter opener."
102、EXT. 2ND FL PORCH - NIGHT - CONTINUOUS,doc_101_chunk_4,Kale helps Ashley to her feet during the confrontation with Giles.,Scene following the attack: Kale physically assists Ashley after she expresses distress.
102、EXT. 2ND FL PORCH - NIGHT - CONTINUOUS,doc_101_chunk_4,Kale shares a smile with Ashley before she enters his room.,Scene following the attack: A moment of mutual understanding or reassurance is established between Kale and Ashley.
102、EXT. 2ND FL PORCH - NIGHT - CONTINUOUS,doc_101_chunk_4,Kale begins climbing the ladder to escape from Giles.,"Scene following the attack: After helping Ashley, Kale moves toward the ladder as Giles approaches the window."
75、INT. KALE'S BEDROOM - NIGHT - MOMENTS LATER,doc_74_chunk_0,Kale gives Ashley a printed-out picture of a long-stem red rose.,Scene: Kale enters quietly and hands Ashley a folded piece of paper containing a printed image of a rose.
87、INT. KALE'S BEDROOM - NIGHT - LATER,doc_86_chunk_4,The target character acknowledges understanding of Ronnie's decision not to intervene earlier.,
87、INT. KALE'S BEDROOM - NIGHT - LATER,doc_86_chunk_1,Kale observes a video image of Ronnie's dead body on his computer monitor.,
90、INT. KALE'S BEDROOM - NIGHT - CONTINUOUS,doc_89_chunk_1,Kale discovers a faded black stamp on the back of a woman's hand in a video frame.,
87、INT. KALE'S BEDROOM - NIGHT - LATER,doc_86_chunk_2,Kale discovers Ronnie's dead body in his closet.,"Scene: Kale's bedroom, after noticing clothes and a racketball trophy on the floor near the closet."
32、EXT. STREET - DAY - CONTINUOUS,doc_31_chunk_0,Kale overhears a statement revealing that he is restricted from leaving his house.,Street chase scene: Kale stops upon overhearing Brat #1's exclamation about not being able to leave the house.
32、EXT. STREET - DAY - CONTINUOUS,doc_31_chunk_0,Kale is wearing an ankle bracelet that emits a flashing red light.,"Street chase scene: Kale glances at his ankle bracelet, which is shown to be flashing red."
32、EXT. STREET - DAY - CONTINUOUS,doc_31_chunk_0,Kale returns to Ashley's yard after attempting to leave the area.,"Street chase scene: After seeing the red light, Kale cuts back through Ashley's yard and heads toward his house."
78、INT. DAD'S OFFICE - DAY - CONTINUOUS,doc_77_chunk_2,Kale has a black and white poster-size satellite photo of the neighborhood displayed on his wall.,
78、INT. DAD'S OFFICE - DAY - CONTINUOUS,doc_77_chunk_2,The satellite photo on Kale's wall includes a circled and fluorescent-labeled depiction of Giles' house.,
59、INT. KALE'S BEDROOM - NIGHT - CONTINUOUS,doc_58_chunk_7,Kale observes that Giles's back door is open.,Scene where Kale peers over the sill and sees Giles's back door.
59、INT. KALE'S BEDROOM - NIGHT - CONTINUOUS,doc_58_chunk_7,Kale reports witnessing an argument between Giles and the girl he brought home.,Scene where Kale describes the argument to Ronnie.
59、INT. KALE'S BEDROOM - NIGHT - CONTINUOUS,doc_58_chunk_7,Kale reports seeing Giles grab the girl during the argument.,Scene where Kale recounts the incident to Ronnie.
68、INT. DAD'S OFFICE - EVENING - MOMENTS LATER,doc_67_chunk_0,Kale activates the amplifier on his dad's bookshelf and increases the volume.,
68、INT. DAD'S OFFICE - EVENING - MOMENTS LATER,doc_67_chunk_0,Kale plays music from his I-POD that causes a loud burst of sound through the speaker.,
68、INT. DAD'S OFFICE - EVENING - MOMENTS LATER,doc_67_chunk_0,"Kale's action of playing music disrupts Ashley's party, causing it to come to a halt.",
8、INT. JUVENILE COURTROOM - DAY,doc_7_chunk_1,Kale is sentenced to three months of house arrest.,Courtroom scene: The judge delivers the sentence after Kale pleads guilty to assault-two.
8、INT. JUVENILE COURTROOM - DAY,doc_7_chunk_1,Kale pleads guilty to an assault-two charge.,Courtroom scene: The judge references Kale's guilty plea during sentencing.
76、INT. KALE'S BEDROOM - DAY - LATER,doc_75_chunk_0,Kale possesses a universal garage door remote that is still in its original packaging.,
76、INT. KALE'S BEDROOM - DAY - LATER,doc_75_chunk_0,Kale devises a plan involving at least two phases to obtain a garage door code.,
