doc_title,chunk_id,fact,scene_context
119、EXT. POND - THE MOON,doc_118_chunk_4,North formally appoints Jack Frost as a Guardian.,
25、INT. NORTH'S LIBRARY - DAY,doc_24_chunk_13,North moves to Jack's side next to the globe.,
102、EXT. STREETS OF BURGESS - NIGHT,doc_101_chunk_1,"North throws two snowglobes down to the ground, resulting in the emergence of an army of yetis and elves.",
25、INT. NORTH'S LIBRARY - DAY,doc_24_chunk_3,North takes credit for the idea of having Jack shoved in a sack and tossed through a magic portal.,
119、EXT. POND - THE MOON,doc_118_chunk_1,North initiates the official oath-taking ceremony for Jack.,"Scene where Jack is to become an official Guardian, following the gathering of the Guardians and presentation of the book."
102、EXT. STREETS OF BURGESS - NIGHT,doc_101_chunk_0,North unsheathes his scimitars in preparation for combat.,"Scene 121: As Pitch sends another wave of Nightmares toward the Guardians, North reacts by drawing his weapons."
13、INT. GLOBE ROOM - NIGHT,doc_12_chunk_10,North identifies Pitch as responsible for the current threat.,
13、INT. GLOBE ROOM - NIGHT,doc_12_chunk_10,North declares that there is a serious situation requiring attention.,
4、INT. NORTH'S WORKSHOP - DUSK,doc_3_chunk_1,North retrieves a miniature hammer from his work tools.,
52、EXT. ROOFTOP - NIGHT,doc_51_chunk_0,North successfully collects teeth and contributes them to Tooth.,
27、INT. NORTH'S OFFICE - A MOMENT LATER,doc_26_chunk_8,North explicitly identifies the wonder he puts into the world and protects in children as his center.,Scene outside North's office: North explains his purpose as a Guardian to Jack.
53、EXT. LAUNDROMAT - NIGHT - CONTINUOUS,doc_52_chunk_0,North replaces a tooth with a pair of candy canes and a few coins.,
35、INT. TOOTH PALACE - LAGOON - MOMENTS LATER,doc_34_chunk_8,The target character agrees to cooperate with the group's plan.,"Scene following negotiation at the dinner table, after receiving reassurance from Tooth and Sandy."
13、INT. GLOBE ROOM - NIGHT,doc_12_chunk_14,North is present when the moon's light refracts through the gem and casts light in the chamber.,
13、INT. GLOBE ROOM - NIGHT,doc_12_chunk_14,North observes the event of the gem refracting the moon's light and explicitly interprets it as the selection of a new Guardian.,
4、INT. NORTH'S WORKSHOP - DUSK,doc_3_chunk_2,North successfully completes an ice sculpture of a locomotive.,
4、INT. NORTH'S WORKSHOP - DUSK,doc_3_chunk_2,North places the finished ice locomotive on an ice track where it begins moving.,
61、EXT. EMPTY STREET - CONTINUOUS,doc_60_chunk_5,North decides to assist Sandy by redirecting the sleigh toward the swarm of Nightmare sand.,
118、EXT. POND - NIGHT,doc_117_chunk_0,North is present at the pond and intercepts Pitch's escape.,"Scene: Forest and pond area, during Pitch's flight from the Guardians."
118、EXT. POND - NIGHT,doc_117_chunk_0,"North physically blocks Pitch's path, causing Pitch to collide with him and fall.","Scene: Ice-covered pond, immediately after Pitch emerges from the forest."
57、INT. JAMIE'S BEDROOM - CONTINUOUS,doc_56_chunk_18,Sophie retrieves a snow globe from North's pocket.,Jamie's bedroom: Sophie takes a snow globe from North's pocket while he is asleep.
4、INT. NORTH'S WORKSHOP - DUSK,doc_3_chunk_0,North is seen operating a chainsaw to cut a block of ice.,
4、INT. NORTH'S WORKSHOP - DUSK,doc_3_chunk_0,North has a visible tattoo on his arm that reads 'NAUGHTY'.,
25、INT. NORTH'S LIBRARY - DAY,doc_24_chunk_10,North receives a large old book from a Yeti.,
25、INT. NORTH'S LIBRARY - DAY,doc_24_chunk_10,North opens the large old book after removing dust from it.,
25、INT. NORTH'S LIBRARY - DAY,doc_24_chunk_10,North is observed looking on with pride during the event in the room.,
3、EXT. NORTH POLE - DUSK,doc_2_chunk_0,North is the alias of Santa Claus.,Opening scene: The hidden fortress of North is revealed in a massive ice canyon.
3、EXT. NORTH POLE - DUSK,doc_2_chunk_0,North possesses a hidden fortress located in a massive ice canyon.,Opening scene: The fortress is revealed as the camera moves through clouds.
61、EXT. EMPTY STREET - CONTINUOUS,doc_60_chunk_2,North successfully defends against the attacking Nightmares using his scimitars.,THE SLEIGH: North stands and fights off oncoming Nightmares as they attack.
25、INT. NORTH'S LIBRARY - DAY,doc_24_chunk_7,North explicitly states that Jack is now a Guardian.,"Scene where Jack is informed about being a Guardian, following discussion about the naughty list."
25、INT. NORTH'S LIBRARY - DAY,doc_24_chunk_7,North declares that Jack's record on the naughty list is being overlooked and the slate is wiped clean.,"Scene where Jack asks about being on the naughty list, and North responds with a decision to forgive past infractions."
36、EXT. SHANGHAI ROOFTOPS - NIGHT,doc_35_chunk_1,North emerges from a chimney on a rooftop.,"Scene: Rooftops, during a pan across the cityscape."
36、EXT. SHANGHAI ROOFTOPS - NIGHT,doc_35_chunk_1,North participates in rapid movement between chimneys by jumping into one and shooting out of another.,"Scene: Rooftops, following the mention of a race."
32、INT. TOOTH PALACE - A MOMENT LATER,doc_31_chunk_0,North hands the reins to Jack during an encounter with a Nightmare.,"A vast chamber with pillars and wooden deposit boxes, during an attack by a Nightmare."
32、INT. TOOTH PALACE - A MOMENT LATER,doc_31_chunk_0,North draws his sword and successfully cuts a Nightmare in half.,"A vast chamber with pillars and wooden deposit boxes, during an attack by a Nightmare."
5、INT. NORTH'S GLOBE ROOM - CONTINUOUS,doc_4_chunk_4,North initiates an emergency protocol by activating the emergency lever.,"Scene 6: At the Globe, North activates the emergency lever, causing the Globe to pulse with energy."
5、INT. NORTH'S GLOBE ROOM - CONTINUOUS,doc_4_chunk_4,North announces the arrival of company and commands preparations.,Scene 6: North declares that they will have visitors and orders the elves to prepare.
69、INT. BUNNYMUND'S WARREN - DAY - MOMENTS LATER,doc_68_chunk_5,North retrieves an egg that was stuck in a whirlpool.,
69、INT. BUNNYMUND'S WARREN - DAY - MOMENTS LATER,doc_68_chunk_5,North observes an egg with a spiral pattern and moving legs.,
57、INT. JAMIE'S BEDROOM - CONTINUOUS,doc_56_chunk_2,North arrives at the location by climbing through a small window while carrying a large sack.,"Scene: Jamie's room, during a nighttime visit by the Guardians."
57、INT. JAMIE'S BEDROOM - CONTINUOUS,doc_56_chunk_2,North is accompanied by Sandman and Baby Tooth upon arrival.,"Scene: Jamie's room, during a nighttime visit by the Guardians."
47、INT. BEDROOM - NIGHT,doc_46_chunk_0,North is present at the window and interacts with Bunny by showing a tooth and grinning.,"Scene at Bunny's location: North appears at the window, holding up a tooth and laughing before leaping off."
47、INT. BEDROOM - NIGHT,doc_46_chunk_0,North leaps off the window ledge after showing the tooth to Bunny.,Scene at Bunny's location: North jumps from the window ledge after being seen with the tooth.
4、INT. NORTH'S WORKSHOP - DUSK,doc_3_chunk_5,North is in possession of a huge scimitar that he draws from its sheath.,"Scene: After the door is thrown open and the toy is broken, North draws a huge scimitar and heads out."
4、INT. NORTH'S WORKSHOP - DUSK,doc_3_chunk_5,North decides to leave the room immediately after being informed about the Globe.,"Scene: After the yeti communicates about the Globe, North leaps up and heads out."
100、EXT. CLAUDE AND CALEB'S HOUSE - NIGHT - CONTINUOUS,doc_99_chunk_0,North delivers a jolly greeting of 'Merry Christmas!' from off-screen.,"Scene 118: As snowflakes fall indoors and gifts appear at the twins' beds, North's voice is heard off-screen."
60、EXT. EMPTY STREET - CONTINUOUS,doc_59_chunk_5,North is asleep at the beginning of the scene while the sleigh is in flight.,"Scene: The sleigh is flying over City Hall, with North, Bunny, and Tooth aboard."
60、EXT. EMPTY STREET - CONTINUOUS,doc_59_chunk_5,North regains consciousness after the sleigh clips a ski on City Hall.,"Scene: The sleigh jolts violently after clipping a ski, waking North."
57、INT. JAMIE'S BEDROOM - CONTINUOUS,doc_56_chunk_4,"North reveals a sack larger than the others, establishing his possession of the largest bag of choppers.","Scene 64: North interrupts a comparison of bags by revealing a larger sack, asserting dominance in the display."
57、INT. JAMIE'S BEDROOM - CONTINUOUS,doc_56_chunk_4,North explicitly states that the situation is about Tooth and not a competition.,Scene 64: North intervenes to redirect focus from a rivalry to the matter concerning Tooth.
65、INT. NORTH POLE - GLOBE ROOM - DAY - MOMENTS LATER,doc_64_chunk_0,North acknowledges Jack's role in defeating Pitch by stating that Jack saved the Guardians.,"Scene 77: North comforts Jack after Sandy's death, recognizing Jack's contribution to the battle."
65、INT. NORTH POLE - GLOBE ROOM - DAY - MOMENTS LATER,doc_64_chunk_0,North physically comforts Jack by placing his hand on Jack's shoulder.,"Scene 77: In a moment of grief, North offers physical reassurance to Jack."
29、EXT. SLEIGH - FLYING THROUGH THE SKY - CONTINUOUS,doc_28_chunk_2,North knows a shortcut to the Tooth Palace.,Scene involving the use of a snow globe to create a vortex; North announces the shortcut before using the globe.
29、EXT. SLEIGH - FLYING THROUGH THE SKY - CONTINUOUS,doc_28_chunk_2,North possesses a snow globe that can create a portal to the Tooth Palace.,Scene involving the use of a snow globe to create a vortex; North uses the globe and an image of the Tooth Palace appears inside it before the portal opens.
