scene,question,answer,evidence,qa_type
13、INT. BUFFALO COURTROOM - DAY,What does the judge state about Henry's sentence?,The court sentences Henry Torne to four years in prison for Felony 1st Degree Armed Robbery.,JUDGE ...the court sentences Henry Torne to four years in prison for the crime of Felony 1st Degree Armed Robbery.,dialogue/beliefs
7、INT. HENRY'S HOUSE - MOMENTS LATER,"In [7、INT. HENRY'S HOUSE - MOMENTS LATER], What is Debbie's emotional state when she asks Henry if he still loves her?",Crestfallen,She's crestfallen.,character states
25、INT. MAX AND HENRY'S CELL - MORNING,What does Max claim about Henry's dream?,Your dream is your myth is your truth.,MAX: Don't forget. Your dream is your myth is your truth.,dialogue/beliefs
14、INT. PRISON CELL - DAY,Why does Max approve of Henry's crime?,Because he considers bank robbery clean and simple,MAX Good. Clean. Simple. I like it.,causal/relational queries
2、INT. TOLL BOOTH - MOMENTS LATER,When does the clock flip to 6:00?,After Henry downs the last of his coffee,A CLOCK flips to 6:00.,temporal references
31、INT. GARAGE - MINUTES LATER,What is the purpose of Joe's offer to Henry?,To recruit Henry as a distributor for Jin Chi.,You could become a distributor for Jin Chi.,causal/relational queries
52、INT. CAFE ORPHEUM - DAY,What is the significance of 'Actors on a tree' according to Julie?,"The director's joke commenting on American culture, portraying actors' faces as falling fruit.",He's making a comment on the American culture. Actors faces as falling fruit.,terminology/abbreviation/concept
31、INT. GARAGE - MINUTES LATER,Why does Joe thank Henry?,Because Henry did not give up Joe's name.,I just wanted to thank you. For not giving up my name.,causal/relational queries
50、INT. MAIN THEATRE - CONTINUOUS,What does Darek mean by 'listen' in the passage?,"An action, contrasting with passive hearing.",DAREK: 'To hear is to be weak. To listen is to be strong. To listen is an action.',terminology/abbreviation/concept
47、INT. VISITOR'S AREA - DAY,"In [47、INT. VISITOR'S AREA - DAY], What is Max's current situation?",Max is in jail.,MAX: 'I'm in Jail. That's what I say.',character states
15、INT. PRISON CELL - MORNING,How is Henry described after waking up?,Disoriented,Henry's disoriented.,detailed description
15、INT. PRISON CELL - MORNING,What action does the guard take upon seeing Henry in his bunk?,Bangs his baton against the bars of the cell,"A GUARD, seeing Henry still in his bunk, bangs his baton against the bars of the cell.",detailed description
46、INT. HENRY'S APARTMENT - DAWN,"In [46、INT. HENRY'S APARTMENT - DAWN], What is Henry's emotional state?",Reeling,"Henry's still in his clothes, lying on his bed, his mind reeling",character states
14、INT. PRISON CELL - DAY,Why does Max mention mistaken identity?,Because Henry denied committing the crime,HENRY But I didn't do it. MAX Ah. Mistaken identity...,causal/relational queries
"65、INT. THEATRE BACKSTAGE, DOWNSTAIRS - SAME TIME","In [65、INT. THEATRE BACKSTAGE, DOWNSTAIRS - SAME TIME], Where does Max follow Simon through?",a tight hallway of dressing rooms,Max follows Simon through a tight hallway of DRESSING ROOMS.,scene localization
43、INT. BATHROOM - MOMENTS LATER,When does Henry start peeing again?,After reading about the tunnel discovery,After a moment Henry starts peeing again,temporal references
1、INT. TOLL BOOTH - DAWN,"In [1、INT. TOLL BOOTH - DAWN], What is Henry's current physical state?",Neither asleep nor awake,He's neither asleep nor awake,character states
"63、EXT. ALLEY, BEHIND THE ORPHEUM - A MINUTE LATER","In [63、EXT. ALLEY, BEHIND THE ORPHEUM - A MINUTE LATER], Where does Henry say the tunnel ends?",the back door of the theatre,HENRY (CONT'D) And ends up somewhere in there.,scene localization
25、INT. MAX AND HENRY'S CELL - MORNING,What does Max say he has never missed in twenty-three years?,A hot bath.,MAX: The only thing I've ever missed in twenty three years is a hot bath.,dialogue/beliefs
17、INT. DINING ROOM - MOMENTS LATER,"In [17、INT. DINING ROOM - MOMENTS LATER], What is Henry's current situation according to Max?",He is in jail.,"MAX: Henry, you're in jail.",character states
