doc_title,chunk_id,fact,scene_context
159、INT. HUB,doc_158_chunk_0,Vosen orders the tech to investigate the cause of the asset's deviation.,Tech reports asset deviation to Vosen.
117、INT. DAY. CRI HUB,doc_116_chunk_0,Vosen orders to put it live.,Landy pacing
139、INT. VOSEN'S OFFICE -- DAY,doc_138_chunk_0,The safe door pops open.,"Vosen at his safe, using voiceprint and thumbprint to open it."
188、EXT. ROOFTOP -- CONTINUOUS *,doc_187_chunk_2,Vosen believes Nicky and Bourne are both dead.,"CRI HUB: After the message appears, Vosen and Landy believe Nicky and Bourne are dead."
224、INT. HUB -- DAY,doc_223_chunk_0,Vosen orders that Landy's phone be checked and asks if she is using it.,Wills reports Landy left the building; Vosen issues phone check order.
251、INT. DAY. VOSEN'S OFFICE,doc_250_chunk_0,Vosen placed the 'TREADSTONE: Blackbriar' folder into his safe.,Vosen's safe
239、EXT. TUDOR CITY,doc_238_chunk_0,Vosen is in the car.,"Agents are searching for Landy, Vosen remains in the car."
279、INT. VOSEN'S SUV -- DAY,doc_278_chunk_0,"Vosen orders the deployment of NYPD, FBI, DEA, and other federal assets.",Tactical command post after Bourne's car jump from the roof
264、INT. VOSEN'S SUV -- DAY,doc_263_chunk_0,Vosen explicitly orders the tactical team leader to repeat the message to the team.,
273、INT. VOSEN'S SUV -- DAY,doc_272_chunk_0,Vosen orders the target to be taken out.,"Target cornered, Vosen orders elimination."
141、INT. VOSEN'S OFFICE,doc_140_chunk_2,The file Vosen is holding is labeled 'Blackbriar: Lethal Action Protocol.',
41、INT. CONTINUOUS. NEW YORK HUB,doc_40_chunk_0,Vosen orders the activation of the asset.,Vosen orders asset activation following Wills' report of non-operational status.
150、INT. HUB,doc_149_chunk_0,Vosen orders the hotel's trunk line to be set up and all calls to be run through the current location with an iso on.,"Hotel room with Vosen, Wills, and Landy pacing; Vosen gives order for trunk line setup."
138、INT. HUB,doc_137_chunk_0,"Vosen issues a standing kill order on Jason Bourne, effective immediately.",Vosen's office
302、INT. HOSPITAL -- LATE AFERNOON,doc_301_chunk_0,Vosen owned a safe.,Bourne uses a card reader taken from Vosen's safe to enter a restricted elevator.
163、INT. HUB - DAY,doc_162_chunk_2,Vosen orders to send the asset after Daniels.,
163、INT. HUB - DAY,doc_162_chunk_2,Vosen refuses to discuss the matter immediately.,
171、INT. NEW YORK HUB -- ENCRYPED AREA -- CONTINUOUS *,doc_170_chunk_0,Vosen orders the cell to be barred and tied off.,Tech room during a tech alert
309、INT. HOSPITAL LOBBY -- LATE AFTERNOON,doc_308_chunk_0,Vosen commits to finding Landy.,"Lobby, after entering with agents"
51、INT. DAY. NEW YORK -- ENCRYPTED AREA -- CONTINUOUS,doc_50_chunk_0,Vosen orders the team to split up.,R81 EXT DAY. YORK ROAD
64、EXT. DAY. CONCOURSE,doc_63_chunk_0,Vosen orders the immediate extraction of the asset and the asset to cover the operation.,"Agents forming box, Vosen orders asset extraction and cover"
85、INT. HUB,doc_84_chunk_0,Vosen caused the death of the wrong man.,Room with screen showing Ross dead on concourse
100、INT. DAY. CRI HUB -- NEW YORK CITY,doc_99_chunk_1,Vosen orders a cross-check of secure cell phone usage for all with Blackbriar SCI clearance against calls in and out of Turin during the morning Ross was in Turin.,
100、INT. DAY. CRI HUB -- NEW YORK CITY,doc_99_chunk_5,"Vosen has ordered the RSO to take Neal Daniels into custody if he is at the Embassy, and to send a grab team to the Calle Norte safe house if he is not.",In a briefing room with a computer screen.
163、INT. HUB - DAY,doc_162_chunk_3,Vosen refuses to discuss the matter at the current time.,Office meeting with Landy
163、INT. HUB - DAY,doc_162_chunk_3,The document 'Blackbriar: Lethal Action Protocol' is presented.,Office meeting with Landy
57、INT. DAY. CRI HUB,doc_56_chunk_0,Vosen orders the entrances to be sealed.,"MET SURVEILLANCE: Area around Waterloo, Technician reports last sighting heading to the west entrance."
259、EXT. MIDTOWN WEST -- DAY,doc_258_chunk_0,Vosen orders the entire building to be searched.,"Vosen's SUV, DAY 240AA"
