doc_title,chunk_id,description,scene_context
136、INT. HUB,doc_135_chunk_0,Vosen can't believe it--,
220、INT. HUB,doc_219_chunk_0,Vosen moving across the floor.,
206、INT. OFFICE BUILDING ACROSS FROM CRI -- DAY,doc_205_chunk_0,Vosen puts the file back in the safe.,
163、INT. HUB - DAY,doc_162_chunk_1,"He pauses, deciding what course to take.",
103、INT. HUB,doc_102_chunk_0,Vosen paces back and forth.,"Hub, quieter than Waterloo scenes"
121、INT. CRI/GRID ROOM,doc_120_chunk_0,pacing impatiently around the speakerphone,
127、INT. HUB,doc_126_chunk_0,Vosen reads her 'Duress Challenge' identity check off the screen.,"At a computer screen, verifying Nicky's identity via duress challenge"
212、INT. HUB -- BACK ROOM,doc_211_chunk_0,Vosen rushes in--,
127、INT. HUB,doc_126_chunk_1,Vosen looks at the screen to check her response...,
201、INT. TANGIER MORGUE,doc_200_chunk_0,Vosen is shaving.,"VOSEN'S OFFICE, DAY 198DA"
210、INT. VOSEN'S OFFICE,doc_209_chunk_0,"Vosen jumps up, sprints toward the hub--",
141、INT. VOSEN'S OFFICE,doc_140_chunk_2,Vosen holds up the file we saw him pull out of his safe.,
139、INT. VOSEN'S OFFICE -- DAY,doc_138_chunk_0,Vosen goes to his safe.,
139、INT. VOSEN'S OFFICE -- DAY,doc_138_chunk_0,Then he puts his thumb into a print reader.,
139、INT. VOSEN'S OFFICE -- DAY,doc_138_chunk_0,"He pulls out a file marked ""Top Secret.""",
113、INT. DAY -- CRI HUB,doc_112_chunk_0,VOSEN watches...,Someone at front door
163、INT. HUB - DAY,doc_162_chunk_0,VOSEN looks up.,Tech reports asset back on course
163、INT. HUB - DAY,doc_162_chunk_0,VOSEN looks over at Landy....his wheels turning.,Wills reports breach from Nicky Parsons
125、INT. HUB,doc_124_chunk_0,"(beat, loud, to the entire hub)","Hub, Vosen asks about back-up arrival"
163、INT. HUB - DAY,doc_162_chunk_3,slams a document on the desk,During argument with Landy at a desk
119、INT. DAY -- CRI HUB,doc_118_chunk_0,already moving to the monitor.,
15、INT. DAY. CRI OFFICES -- NEW YORK CITY,doc_14_chunk_0,VOSEN steps out of the elevator and into his office,Office
23、INT. DAY -- CRI HUB,doc_22_chunk_0,VOSEN watches the feed.,
250、INT. DAY. VOSEN SUV,doc_249_chunk_0,VOSEN stunned....,
275、INT. VOSEN'S SUV -- DAY,doc_274_chunk_0,practically screaming into his handheld,
226、INT. HUB -- DAY,doc_225_chunk_0,Vosen leans in to the Hub's back monitoring room.,"Hub's back monitoring room, monitoring for calls"
25、INT. DAY. CRI HUB -- NEW YORK CITY,doc_24_chunk_0,VOSEN watches as ROSS takes phone call.,
18、INT. DAY -- CRI HUB,doc_17_chunk_0,steps out from DATA ROOM...addresses the HUB,HUB
18、INT. DAY -- CRI HUB,doc_17_chunk_0,points at the big screen on the wall,HUB
147、INT. DAY -- CRI HUB,doc_146_chunk_0,VOSEN is in the middle of giving the kill order.,"Hub, Landy and Cronin enter, Vosen giving kill order."
239、EXT. TUDOR CITY,doc_238_chunk_0,Vosen is still in car.,"Landy walks, agents are everywhere looking for her."
287、INT. HUB,doc_286_chunk_0,Vosen reacts,
311、INT. SECURITY ROOM -- LATE AFTERNOON,doc_310_chunk_0,Vosen enters.,
224、INT. HUB -- DAY,doc_223_chunk_0,Vosen looks at Wills....,After Wills informs Vosen that Landy left the building.
224、INT. HUB -- DAY,doc_223_chunk_0,"Vosen's suspicion building, though he can't quite put his finger on what he suspects...",After Wills informs Vosen that Landy left the building.
230、EXT. CRI BUILDING -- DAY,doc_229_chunk_0,Vosen and AGENTS come running out of the front door.,"Front door of a building, group exiting"
304、INT. VOSEN'S SUV -- LATE AFTERNOON,doc_303_chunk_0,Vosen points.,"A block south of the hospital, stuck in traffic"
188、EXT. ROOFTOP -- CONTINUOUS *,doc_187_chunk_2,VOSEN and LANDY believe NICKY and BOURNE are both DEAD,CRI HUB: message appears and Vosen and Landy believe Nicky and Bourne are dead
17、INT. DAY. CRI DATA ROOM (was,doc_16_chunk_0,VOSEN and WILLIS listen to the phone call.,During a phone call
17、INT. DAY. CRI DATA ROOM (was,doc_16_chunk_0,VOSEN turns.,During a phone call
138、INT. HUB,doc_137_chunk_0,"Vosen stares at Landy. A beat, then she walks out.",
138、INT. HUB,doc_137_chunk_0,"VOSEN Issue a standing kill order on Jason Bourne, effective immediately.",Vosen's office
138、INT. HUB,doc_137_chunk_0,VOSEN on the phone.,Vosen's office
189、INT. DAY. HUB -- CRI -- NEW YORK,doc_188_chunk_0,packs his briefcase,Desh code on screen showing BOTH OBJECTIVES ACHIEVED
189、INT. DAY. HUB -- CRI -- NEW YORK,doc_188_chunk_0,Turns to WILLS,Desh code on screen showing BOTH OBJECTIVES ACHIEVED
39、INT. CONTINUOUS. CRI HUB -- NEW YORK CITY,doc_38_chunk_0,VOSEN studies the monitors.,
262、INT. VOSEN'S SUV -- DAY,doc_261_chunk_0,Vosen and Wills race West on 41st.,Racing west on 41st Street with Wills.
259、EXT. MIDTOWN WEST -- DAY,doc_258_chunk_0,As Vosen races across town.,"Inside Vosen's SUV, racing across town"
47、INT. DAY. CRI HUB -- NEW YORK,doc_46_chunk_1,Annoyed now.,"Bus stop, surveillance operation"
96、INT. DAY. POSH HOTEL -- NEW YORK CITY,doc_95_chunk_4,Off VOSEN...,
292、INT. VOSEN'S SUV -- DAY,doc_291_chunk_0,into cell phone,
292、INT. VOSEN'S SUV -- DAY,doc_291_chunk_0,to driver,
45、INT. CONTINUOUS. NEW YORK HUB,doc_44_chunk_0,thinking it over as he watches the image of ROSS.,
100、INT. DAY. CRI HUB -- NEW YORK CITY,doc_99_chunk_1,Cross check the secure cell phone usage of everyone with Blackbriar SCI clearance against all calls in and out of Turin during the morning Ross was there,
98、INT. DAY -- CRI HUB,doc_97_chunk_2,VOSEN watches...,
100、INT. DAY. CRI HUB -- NEW YORK CITY,doc_99_chunk_2,VOSEN stares daggers at her.,
41、INT. CONTINUOUS. NEW YORK HUB,doc_40_chunk_0,watching,
41、INT. CONTINUOUS. NEW YORK HUB,doc_40_chunk_0,(beat),
96、INT. DAY. POSH HOTEL -- NEW YORK CITY,doc_95_chunk_1,handing her surveillance photos of Bourne in Paris,
289、EXT. CRASH SITE -- DAY,doc_288_chunk_0,It sinks in for Vosen...oh...shit...,CRI agent informs Vosen about false birthday for Bourne.
96、INT. DAY. POSH HOTEL -- NEW YORK CITY,doc_95_chunk_0,Vosen's sitting.,"Restaurant, Vosen seated at table as Landy arrives."
96、INT. DAY. POSH HOTEL -- NEW YORK CITY,doc_95_chunk_0,"Vosen looks at her, surprised.","Restaurant, Vosen reacts to Landy's refusal to order."
51、INT. DAY. NEW YORK -- ENCRYPTED AREA -- CONTINUOUS,doc_50_chunk_0,VOSEN looking at the screens. Pointing...,"R81 EXT DAY, YORK ROAD"
31、INT. DAY. NEW YORK HUB,doc_30_chunk_0,VOSEN watches as the feed from the SILVER VAN comes through.,Watching the Silver Van feed
72、INT. DAY -- CRI HUB,doc_71_chunk_0,"VOSEN watches, transfixed",Watching a screen as Bourne takes out agents and grabs Robb
134、INT. HUB,doc_133_chunk_0,Vosen reacts...,"Vosen and Landy crossing street, Madrid police cars arrive the wrong way."
293、INT. VOSEN'S SUV -- LATE AFTERNOON,doc_292_chunk_0,steely eyed,Racing uptown
293、INT. VOSEN'S SUV -- LATE AFTERNOON,doc_292_chunk_0,dials a number,Racing uptown
62、INT. DAY. CRI HUB -- NEW YORK,doc_61_chunk_0,pacing,Middle of the concourse
309、INT. HOSPITAL LOBBY -- LATE AFTERNOON,doc_308_chunk_0,Vosen and CRI agents rush into the lobby.,"Lobby, agents rush in"
228、INT. DAY. CRI HUB,doc_227_chunk_0,VOSEN confers with WILLS.,
228、INT. DAY. CRI HUB,doc_227_chunk_0,VOSEN paces anxiously.,
314、INT. OFFICE -- LATE AFTERNOON,doc_313_chunk_0,Vosen enters the room.,Room
314、INT. OFFICE -- LATE AFTERNOON,doc_313_chunk_0,"Then spins, gun up",Corridor
100、INT. DAY. CRI HUB -- NEW YORK CITY,doc_99_chunk_4,WILLS and VOSEN notice their response.,"The HUB, employees impressed by LANDY"
218、INT. HUB -- BACK ROOM,doc_217_chunk_0,Vosen realizes,
218、INT. HUB -- BACK ROOM,doc_217_chunk_0,rushing out,
232、INT. VOSEN'S SUV,doc_231_chunk_0,Vosen and agents race to Tudor city.,Racing to Tudor city
54、INT. DAY. NEW YORK HUB,doc_53_chunk_0,staring,
98、INT. DAY -- CRI HUB,doc_97_chunk_0,VOSEN lead LANDY and CRONIN into the room,"Room, Vosen leading Landy and Cronin into the room"
