doc_title,chunk_id,fact,scene_context
17、INT. OFFICE,doc_16_chunk_1,Mickey instructed Gruber to make a phone call.,
69、INT. COURTHOUSE CORRIDOR - DR. THOMPSON - DUSK,doc_68_chunk_1,Mickey leaves the courtroom after the trial concludes.,Courtroom exit scene following the trial.
69、INT. COURTHOUSE CORRIDOR - DR. THOMPSON - DUSK,doc_68_chunk_1,Mickey decides to return to the office after leaving the courtroom.,Courtroom exit scene following the trial.
85、INT. GALVIN'S OFFICE - DAY,doc_84_chunk_2,"Mickey possesses a confidential legal document from the law firm Concannon, Barker, White.",
85、INT. GALVIN'S OFFICE - DAY,doc_84_chunk_2,Mickey reviews a detailed report on Joseph Galvin that includes notations on his haunts and habits.,
40、INT. CIGAR - COURTHOUSE CORRIDOR - DAY,doc_39_chunk_0,Mickey attempts to locate and speak with the obstetric nurse Mary Rooney at the hospital.,Scene outside the courtroom: Mickey informs Galvin he tried to contact Mary Rooney at the hospital.
40、INT. CIGAR - COURTHOUSE CORRIDOR - DAY,doc_39_chunk_0,Mickey possesses a newspaper and shows it to Galvin.,Scene outside the courtroom: Mickey hands or offers the newspaper to Galvin after mentioning Mary Rooney.
31、INT. LAW LIBRARY - NIGHT,doc_30_chunk_0,Mickey obtains the patient's admittance form indicating the patient ate nine hours prior to admittance.,Library scene: Mickey and Galvin are reviewing legal documents at a law library table.
31、INT. LAW LIBRARY - NIGHT,doc_30_chunk_0,Mickey asserts that the admittance form contradicts the sister's testimony about the timing of the patient's last meal.,Library scene: Mickey and Galvin are discussing inconsistencies in the evidence.
90、INT. EASTERN SHUTTLE PLANE - NIGHT,doc_89_chunk_0,Mickey informs Galvin about the woman's past employment with one of Concannon's partners in New York.,Scene during flight home: Mickey shares information obtained from Johnnie White at the Bar Association.
90、INT. EASTERN SHUTTLE PLANE - NIGHT,doc_89_chunk_0,Mickey states that a mistrial has been declared in the case.,Scene during flight home: Mickey confirms the legal outcome of the trial to Galvin.
8、INT. GALVIN'S OFFICE ANTEROOM - NIGHT,doc_7_chunk_3,The target character physically intervenes by knocking the drink out of Galvin's hand and slapping him multiple times.,
8、INT. GALVIN'S OFFICE ANTEROOM - NIGHT,doc_7_chunk_3,"The target character explicitly ends their prior pattern of tolerating Galvin's behavior, declaring it unsustainable and final.",
8、INT. GALVIN'S OFFICE ANTEROOM - NIGHT,doc_7_chunk_3,The target character provides Galvin with a case that is described as a moneymaker and sufficient to support him if handled correctly.,
