id,scene,question,answer,evidence,qa_type
1,19、庄园亭子，夜，内,棠宁对辜献忠说了什么？,你这一回钥匙先干为敬，不就嫌我不干不净了。,棠宁：长官，你这一回钥匙先干为敬，不就嫌我不干不净了。,dialogue/beliefs
2,13、庄园走廊/亭子，日，外,棠真和林翩翩为何停止嬉闹？,王夫人等人出现,王夫人等人走出走廊看到亭子下的棠真、林翩翩，两人立马停止嬉闹。,causal/relational queries
3,39、棠家客厅，日，内,辜献忠请菩萨回来后多久请走了？,不到半年,我先生把菩萨请回来的时候，就每天神神秘秘地说菩萨会保佑他赚钱，结果才不到半年，他就把菩萨请走了,temporal references
4,19、庄园亭子，夜，内,辜献忠如何介绍自己？,在下九品芝麻官，人称风流不下流的淫海小清流。,辜献忠：各位长官好，县长、议长夫人们打扰了，在下九品芝麻官，就是人称风流不下流的淫海小清流。,dialogue/beliefs
5,2、电视台导播室，夜，内,主持人在新闻中提到的核心请求是什么？,救救她，请救救她,主持人： 为您插播一条最新消息， 救救她， 请救救她， 是的， 盛棠开发的董事长棠真口  口声声说的就是救救她这三个字,dialogue/beliefs
6,18、庄园墙壁边，夜，外,棠真为什么呆呆地看着Marco？,因为她喜欢他,她眼里是喜欢,causal/relational queries
7,79、棠家房子走廊，日，内,棠余月影掀开红布后，鱼头的嘴有什么特征？,插满子弹,鱼头的嘴25《血观音》剧本整理：剧本君里插满子弹。,detailed description
8,26、马场，日，外,"在[26、马场，日，外]中, 林议员夫人对棠真的状况有何反应？",关心并质问Marco的参与,林议员夫人：这样啊，Marco怎么没有帮你？,character states
9,57、医院病房，日，内,"在[57、医院病房，日，内]中, 林翩翩此时的身体状态如何？",躺在病床上，戴着氧气面罩，刚醒来,林翩翩躺在病床上，她带着氧气面罩，面罩上有些雾气，她慢慢醒来,character states
10,59、棠家后院画房，日，内,"在[59、棠家后院画房，日，内]中, 棠真在做什么？",将红线绑在Marco的脚上,棠真坐在他身旁，将一个红线绑在他的脚上。,character states
11,9、乡下庄园门口，日，外,棠余月影如何回应家逵母亲的感谢？,没有啦，家逵的文章写得好，我只是随便打一个电话给赵总编。,棠余月影：没有啦，家逵的文章写得好，我只是随便打一个电话给赵总编。,dialogue/beliefs
12,24、高尔夫球场，日，外,"在[24、高尔夫球场，日，外]中, 林议员夫人的情绪状态如何？",气定神闲,县长夫人：林夫人气定神闲,character states
13,47、医院院子，日，外廖队长和棠真走着。,"在[47、医院院子，日，外廖队长和棠真走着。]中, 棠真在对话中的情绪状态如何？",犹豫,棠真停住脚步，犹豫后，看向廖队长。,character states
14,74、警局办公室，夜，内,Marcoo在审问时做了什么？,看着日记本并低声哭泣,Marco看着日记本，低声哭泣起来。,detailed description
15,26、马场，日，外,"在[26、马场，日，外]中, 棠真在回答林议员夫人时表现出什么状态？",犹豫且沉默,棠真犹豫着沉默。,character states
16,36、棠家庄园后院画房，日，内,"在[36、棠家庄园后院画房，日，内]中, Marco回忆中的悲剧发生在何处？",林翩翩家,Marco的脑海里闪过当晚林翩翩家里的悲惨画面,scene localization
17,"53、地检署门外,：夜，外","在[53、地检署门外,：夜，外]中, 棠宁为何突然哭起来？",因母亲未带药且被卷入麻烦,棠宁：没有啦，其实我妈出门的时候没有带药，我给她送过来啦。我就劝她不要跟这些人混在一起了，笨死了，惹了一身麻烦了吧…,character states
18,1、电视台导播室，夜，内,"在[1、电视台导播室，夜，内]中, 导播室的电脑屏幕上播放着什么片段？",棠真的打电话的片段,导播室的电脑屏幕上播放着棠真的打电话的片段,objects/props
19,17、庄园走廊，夜，外,为什么棠真在寻找他？,因为Marco不会来,林翩翩：Marco不会来了啦。,causal/relational queries
20,75、街道，夜，外,棠宁如何安置棠真的手？,将棠真的手放在自己的腰间。,棠宁拉着棠真的手放在自己的腰间。,detailed description
21,25、野外小房子，日，外）］ | 26、马场，日，外,在雨中追赶受惊的马时，棠真的情绪状态是什么？,棠真感到孤独和焦虑，表现出强烈的情感依赖。,棠真在马突然跑开后立刻起身追赶并呼喊‘mo mo酱’，此前她曾低声说‘寂寞…我很寂寞’，显示其内心孤独；在雨中持续追马的行为体现出她对马的情感依赖和焦虑状态。,character states
