doc_title,chunk_id,description,scene_context
20、INT. CORPORATE APARTMENT - EVENING,doc_19_chunk_1,"Cal takes Molly's face in his hands, starts tearing up.",
18、INT. BAR - LATER,doc_17_chunk_1,Cal takes this in.,
18、INT. BAR - LATER,doc_17_chunk_9,Cal stops drinking from the wimpy red straw.,
18、INT. BAR - LATER,doc_17_chunk_8,Cal goes to answer,
18、INT. BAR - LATER,doc_17_chunk_8,Cal stops himself,
18、INT. BAR - LATER,doc_17_chunk_6,Cal takes this in. He STANDS.,"Bar, Jacob confronts Cal about his wife."
18、INT. BAR - LATER,doc_17_chunk_7,Cal sits.,
21、EXT. SHOPPING MALL - CONTINUOUS ACTION,doc_20_chunk_0,"Cal pulls into the parking lot, grabs a space.",parking lot
17、INT. BATHROOM - LATER,doc_16_chunk_0,Cal pees.,"Restroom, urinal area"
17、INT. BATHROOM - LATER,doc_16_chunk_0,Cal does a friendly 'I'm peeing next to you' nod.,"Restroom, urinal area"
13、INT. CORPORATE APARTMENT - MOMENTS LATER,doc_12_chunk_0,"Cal SIGHS, un-enthused.","Depressing, empty, beige place"
13、INT. CORPORATE APARTMENT - MOMENTS LATER,doc_12_chunk_0,"Cal looks down, embarrassed.","Depressing, empty, beige place"
18、INT. BAR - LATER,doc_17_chunk_2,He raises a finger at the Bartender.,
11、INT. BAR - LATER,doc_10_chunk_1,Something catches Cal's eye across the bar.,"Bar, Cal notices something across the bar"
11、INT. BAR - LATER,doc_10_chunk_1,"Cal takes him in for a long beat, turns back to the bartender, and decides","Bar, Cal reacts to Jacob Palmer"
18、INT. BAR - LATER,doc_17_chunk_4,He's now showing pictures from his wallet to the Bartender.,"Bar, Cal showing pictures to bartender"
18、INT. BAR - LATER,doc_17_chunk_4,"Cal turns, sees Jacob.","Bar, after sharp whistle, Cal turns to see Jacob"
14、INT. OFFICE - AFTERNOON,doc_13_chunk_0,"Cal sits at his desk, doing paperwork.","Office, Cal at desk, boss enters"
14、INT. OFFICE - AFTERNOON,doc_13_chunk_0,"Cal stands, EXITS.","Office, after Cal says he must buy furniture"
19、EXT. THE WEAVER BACKYARD - DAY (ONE WEEK LATER),doc_18_chunk_2,Cal turns awkwardly.,"Driveway, after shared smile ends"
19、EXT. THE WEAVER BACKYARD - DAY (ONE WEEK LATER),doc_18_chunk_5,Cal finally turns and looks at her.,"At the house, during a conversation with Tracy"
19、EXT. THE WEAVER BACKYARD - DAY (ONE WEEK LATER),doc_18_chunk_5,"Cal turns, gets in the U-HAUL, and backs out... And immediately crashes into the neighboring FENCE.","At the house, departing in a U-Haul"
20、INT. CORPORATE APARTMENT - EVENING,doc_19_chunk_5,Cal musses Robbie's hair.,During a conversation with Robbie
19、EXT. THE WEAVER BACKYARD - DAY (ONE WEEK LATER),doc_18_chunk_0,"Cal EXITS the back door, carrying a BOX.","Driveway, Cal loading U-Haul and taking last look at backyard."
19、EXT. THE WEAVER BACKYARD - DAY (ONE WEEK LATER),doc_18_chunk_0,He loads it into the U-haul,"Driveway, Cal loading U-Haul and taking last look at backyard."
19、EXT. THE WEAVER BACKYARD - DAY (ONE WEEK LATER),doc_18_chunk_0,takes a last look back at: HIS BACKYARD,"Driveway, Cal loading U-Haul and taking last look at backyard."
19、EXT. THE WEAVER BACKYARD - DAY (ONE WEEK LATER),doc_18_chunk_1,Cal looks up,"Backyard, Tracy calls Cal's name (O.S.)"
