doc_title,chunk_id,description,scene_context
107、INT. APC,doc_106_chunk_5,"Ripley sits behind Newt, putting her arm around her.",
119、INT. MED LAB ANNEX - OPERATING ROOM,doc_118_chunk_2,Ripley's expression becomes sober. She brushes damp hair back from the child's pale forehead.,
120、INT. MED LAB,doc_119_chunk_1,Ripley points at the stasis cylinders containing the face-hugger specimens.,
113、INT. OPERATIONS,doc_112_chunk_2,"Ripley indicates Newt, who salutes Hudson smartly.",
101、EXT. APC,doc_100_chunk_0,"Ripley works the shifters, pivoting the massive machine.","On a ramp, during a vehicle collision and fire"
107、INT. APC,doc_106_chunk_2,Ripley faces Burke squarely and she's not pleased.,
111、EXT. APC - LANDSCAPE - STATION,doc_110_chunk_4,"Ripley follows Newt's look to the AP station looming in the twilight, the burning drop-ship wreckage jammed into its basal structure.","Outside at twilight, observing the AP station with burning wreckage."
119、INT. MED LAB ANNEX - OPERATING ROOM,doc_118_chunk_3,Ripley begins pulling blankets up an tucking them in around her tiny body.,
121、INT. MED LAB ANNEX,doc_120_chunk_2,"Ripley's fury is peaking, now that the frustration and rage finally have a target to focus on.",
111、EXT. APC - LANDSCAPE - STATION,doc_110_chunk_1,She grabs Newt and sprints for cover,During the APC explosion
121、INT. MED LAB ANNEX,doc_120_chunk_5,She turns away and strides out.,
102、INT./EXT. APC 104-,doc_101_chunk_4,Ripley hits full throttle.,APC driving away from station after crushing an abomination.
102、INT./EXT. APC 104-,doc_101_chunk_4,Her grip is white knuckled.,APC driving away from station after crushing an abomination.
107、INT. APC,doc_106_chunk_3,Ripley stares at his like he's a particularly disagreeable fungus.,
116、INT. SECOND LEVEL CORRIDOR,doc_115_chunk_1,"Ripley pauses for a moment, regarding him quizzically.","In the complex, after Hicks offers the emergency beeper."
121、INT. MED LAB ANNEX,doc_120_chunk_1,stepping on him,
119、INT. MED LAB ANNEX - OPERATING ROOM,doc_118_chunk_5,Ripley nods slowly.,
119、INT. MED LAB ANNEX - OPERATING ROOM,doc_118_chunk_5,"She turns, reaching for a PORTABLE SPACE HEATER sitting nearby, and slides it closer to the bed. She switches it on.",
120、INT. MED LAB,doc_119_chunk_4,Ripley ponders the ramifications of Bishop's analysis.,
120、INT. MED LAB,doc_119_chunk_4,Ripley feels the fabric of her self-restraint tearing.,
120、INT. MED LAB,doc_119_chunk_4,She slaps the intercom switch.,
102、INT./EXT. APC 104-,doc_101_chunk_3,Ripley recoils.,
102、INT./EXT. APC 104-,doc_101_chunk_3,She reacts instinctively.,
102、INT./EXT. APC 104-,doc_101_chunk_3,Slams both sets of brakes with all her strength.,
104、INT. APC,doc_103_chunk_1,"Ripley joins Hicks who is bent over Gorman, checking for a pulse.",Hicks checking Gorman's pulse
104、INT. APC,doc_103_chunk_2,"Ripley opens Gorman's tunic, revealing a bloodless purple puncture wound.",
104、INT. APC,doc_103_chunk_4,Ripley and Vasquez lock eyes.,tiny metallic space
104、INT. APC,doc_103_chunk_4,Ripley doesn't want it to be 'I told you so',tiny metallic space
102、INT./EXT. APC 104-,doc_101_chunk_2,Ripley fights the controls,APC collides with control-room out-building
127、INT. MED LAB,doc_126_chunk_1,Ripley looks at her watch.,
121、INT. MED LAB ANNEX,doc_120_chunk_0,Ripley and Burke have squared off.,"Small observation chamber, glass partition to medlab"
121、INT. MED LAB ANNEX,doc_120_chunk_4,Ripley snaps.,
121、INT. MED LAB ANNEX,doc_120_chunk_4,"She slams him against the wall, surprising herself and him, her hands gripping his collar.",
121、INT. MED LAB ANNEX,doc_120_chunk_4,"She steps back, shaking, and looks at him with utter loathing, as if the depths of human greed are a far more horrific revelation than any alien.",
1、INT. NARCISSUS,doc_0_chunk_3,her face in peaceful repose,"Inside capsule, Ripley in peaceful repose."
104、INT. APC,doc_103_chunk_0,"Ripley, still running on the adrenalin dynamo, spins out of her seat into the aisle.",in the vehicle
104、INT. APC,doc_103_chunk_0,Feeling a tug at her pants leg she looks down.,in the vehicle
