doc_title,chunk_id,fact,scene_context
21、INT. LIVING ROOM - 221B BAKER STREET - NIGHT,doc_20_chunk_4,John H. Watson pays the cabbie two-and-six to take custody of Gabrielle.,
12、INT. DRESSING ROOM - NIGHT,doc_11_chunk_19,Watson is actively participating in a celebratory party by dancing with multiple ballerinas.,"Scene during the party: Watson is dancing to rapidly accelerating balalaika music, visibly enjoying himself."
23、INT. LIVING ROOM - 221B BAKER STREET - NIGHT,doc_22_chunk_9,The target character assumes responsibility for providing medical attention to the woman.,
23、INT. LIVING ROOM - 221B BAKER STREET - NIGHT,doc_22_chunk_9,The target character insists on protecting the woman due to a prior attempt on her life.,
23、INT. LIVING ROOM - 221B BAKER STREET - NIGHT,doc_22_chunk_5,John H. Watson removes the violin from the table at Mrs. Hudson's request.,
23、INT. LIVING ROOM - 221B BAKER STREET - NIGHT,doc_22_chunk_5,John H. Watson states that the woman is Belgian and from Brussels.,
39、INT. LIVING ROOM - 221B BAKER STREET - DAY,doc_38_chunk_7,John H. Watson locates the missing glove.,Scene: Inside a room where Watson searches under the couch and retrieves the glove.
5、INT. LIVING ROOM - EVENING,doc_4_chunk_1,John H. Watson is documenting the latest Holmes adventure for Strand Magazine.,
46、EXT. INVERNESS STATION - DAY,doc_45_chunk_0,Watson supervises the baggageman while luggage is loaded onto a hand-cart.,Scene: At the train station platform after the Highland Express departs.
23、INT. LIVING ROOM - 221B BAKER STREET - NIGHT,doc_22_chunk_3,The target character deduces that the woman is not wearing a corset while helping her up the stairs.,
23、INT. LIVING ROOM - 221B BAKER STREET - NIGHT,doc_22_chunk_3,The target character identifies that the woman is married based on her ring.,
23、INT. LIVING ROOM - 221B BAKER STREET - NIGHT,doc_22_chunk_3,The target character determines that the woman is foreign based on her accent.,
31、INT. LIVING ROOM - DAY,doc_30_chunk_5,The target character identifies the potential to find a clue to the woman's identity.,
31、INT. LIVING ROOM - DAY,doc_30_chunk_5,The target character examines the contents of the suitcase.,
31、INT. LIVING ROOM - DAY,doc_30_chunk_5,The target character removes a framed photo of a man from the suitcase.,
63、INT. HOTEL ROOM - NIGHT,doc_62_chunk_7,The target character offers a revolver to Holmes.,
23、INT. LIVING ROOM - 221B BAKER STREET - NIGHT,doc_22_chunk_1,The target character identifies that Gabrielle had been the victim of a deliberate attack prior to entering the water.,
23、INT. LIVING ROOM - 221B BAKER STREET - NIGHT,doc_22_chunk_1,The target character observes and notes the coagulation of blood on Gabrielle's head wound.,
23、INT. LIVING ROOM - 221B BAKER STREET - NIGHT,doc_22_chunk_1,The target character requests Holmes to retrieve his medical bag.,
39、INT. LIVING ROOM - 221B BAKER STREET - DAY,doc_38_chunk_0,John H. Watson is scheduled to accompany Holmes to Victoria Station at 7:30 in the evening.,
39、INT. LIVING ROOM - 221B BAKER STREET - DAY,doc_38_chunk_0,John H. Watson is involved in the plan to escort Gabrielle to the boat-train.,
23、INT. LIVING ROOM - 221B BAKER STREET - NIGHT,doc_22_chunk_0,The target character assists Gabrielle by seating her in a chair by the fireplace.,
