doc_title,chunk_id,fact,scene_context
"110、EXT. MOUNTAIN, CAVE ENTRANCE",doc_109_chunk_4,Muntz declares that Carl and Russell are no longer intruders and are now guests.,Cave entrance: Muntz makes declaration to dogs
1、INT. MOVIE THEATRE - CONTINUOUS,doc_0_chunk_4,The National Explorers Society accuses Muntz of fabricating the skeleton.,Newsreel sequence
1、INT. MOVIE THEATRE - CONTINUOUS,doc_0_chunk_4,Muntz's portrait is removed from a wall of paintings of other famous explorers.,Newsreel sequence
118、EXT. MOUNTAIN - NIGHT - CONTINUOUS,doc_117_chunk_5,Muntz's dirigible lowers overhead.,approaching the labyrinth entrance
"110、EXT. MOUNTAIN, CAVE ENTRANCE",doc_109_chunk_3,Muntz is charmed.,
1、INT. MOVIE THEATRE - CONTINUOUS,doc_0_chunk_0,Muntz designed the lighter-than-air craft.,"small town theater, newsreel"
1、INT. MOVIE THEATRE - CONTINUOUS,doc_0_chunk_0,Muntz is Carl's idol.,"small town theater, newsreel"
"155、INT. DIRIGIBLE, TROPHY ROOM",doc_154_chunk_0,Muntz is bitten on the leg by Dug.,"Trophy room, during the escape of Carl, Dug, and the bird"
"166、EXT. DIRIGIBLE, TOP - DAY",doc_165_chunk_1,Muntz appears on top of the dirigible with a rifle.,"Dirigible sequence, Muntz appears with rifle"
"4、INT. DILAPIDATED HOUSE, LIVING ROOM - CONTINUOUS",doc_3_chunk_1,Newspaper clippings about Charles Muntz are taped to the wall.,Carl's room: newspaper clippings about Charles Muntz taped to the wall.
"161、INT. DIRIGIBLE, TROPHY ROOM",doc_160_chunk_0,Muntz is knocked off balance,On the dirigible during the chase
1、INT. MOVIE THEATRE - CONTINUOUS,doc_0_chunk_6,Muntz is on a mission to clear his name.,"Dirigible lifting off, newsreel announcement"
"2、EXT. SMALL TOWN NEIGHBORHOOD, 1930'S - DAY - CONTINUOUS",doc_1_chunk_0,Charles Muntz is piloting his famous dirigible.,Title card sequence
