scene,question,answer,evidence,qa_type
第44场,宫二提到的处事原则是什么？,宁可一思进，莫在一思停。,宁可一思进，莫在一思停。,dialogue/beliefs
第50场,在[第50场]中，宫二认为宫家武学为何不应绝？,武学千年，烟消云散的事见得少，凭什么宫家的就不能绝？,宫二：武学千年。烟消云散的事，我们见得还少吗?凭什么宫家的就不能绝？,dialogue/beliefs
第14场,"在[第14场]中, 宫二的性格状态如何？",眼睛里只有胜负，没有人情世故,你的脾气啊就是爹年轻的时候，眼睛里只有胜负，没有人情世故。,character states
第17场,三爷对宫二的劝告内容是什么？,得饶人处且饶人，听天意,得饶人处且饶人，二姑娘，很多事情不是看人事，而是听天意,dialogue/beliefs
第43场,宫二对父亲提出了什么条件？,让女儿看见一盏亮着的风灯,你要是你想的和女儿想的一样，你就让女儿看见一盏亮着的风灯吧。,dialogue/beliefs
第41场,在[第41场]中，宫二认为取宫家东西需要什么条件？,必须是宫家的人,宫家的东西至金至贵。要取。必须得是宫家的人。,dialogue/beliefs
第43场,宫二如何表达对父亲的试探？,以风灯为象征验证心意相通,爹，你知道女儿心里想的是什么么？你要是你想的和女儿想的一样，你就让女儿看见一盏亮着的风灯吧。,dialogue/beliefs
第40场,五爷认为最大的仇恨是什么？,欺师灭祖,这仇太大了，欺师灭祖,dialogue/beliefs
第46场,宫二说了什么？,我只能进。不能停。,雪地。宫二：我只能进。不能停。,dialogue/beliefs
第15场,宫羽田为何说江湖事与宫二无关？,她已定亲，该当大夫尽孝,你是定了亲的人了，江湖的事，和你没关系，当个好大夫，平平安安的。,causal/relational queries
第48场,叶问如何踢击踢馆领头人？,叶问用一脚踢开领头人，随后收回脚等待其站起，最后再踢飞他。,叶问一脚踢开踢馆领头人。叶问收回脚，没有再踢，而是等他站起。叶问:这还有一脚呢。踢馆人被叶问一脚踢飞，玻璃碎了一地。,detailed description
第40场,五爷提到谁继承了老爷子的六十四手？,宫二,你的六十四手也是老爷子手把手交的,dialogue/beliefs
第42场,宫二对未婚夫说了什么？,别打听我的消息，没有消息就是消息，你再找个人吧。,宫二 别打听我的消息，没有消息就是消息，你再找个人吧。,dialogue/beliefs
第22场,"在[第22场]中, 马三和他女儿的武艺传承是什么？",马三得到刚劲，女儿得到柔劲，是六十四手的唯一传人。,马三得到了他的刚劲，女儿得到了他的柔劲，是六十四手的唯一传人。,character states
第26场,"在[第26场]中, 宫二的情绪状态如何？",遗憾和未完成感,可惜见不到众生。这条路，我没走完。,character states
第27场,"在[第27场]中, 盒子里有什么？",二小姐的头发烧成的灰,这是她发愿前，剪下的自己的头发烧成的灰。姑娘说你和她相识了半辈子，实则你不知她，她不知你。看了这东西，你就能明白她。叶先生，宫家没人了，我把二小姐交给你了。（递盒子。）,objects/props
第61场,在[第61场]中，宫二如何处理自己的头发？,剪下一截并烧成灰,宫二剪下一截自己的头发，烧成灰。,detailed description
第5场,叶问的旁白表达了什么观点？,人生四季中，四十岁前都是春天,如果人生有四季的话。我四十岁之前都是春天。,dialogue/beliefs
第15场,宫羽田为何带宫二进入金楼？,想求个始终，让她看自己如何退下,这次让你下来，是想求个始终。让你看看，爹是怎么退下来的。,causal/relational queries
第30场,"在[第30场]中, 孩子处于什么状态？",被吓得哭闹不休,孩子被吓得哭闹不休,character states
第17场,宫二认为父亲的遗言是什么？,为了让宫二有好日子过,我的爹的话，是为了让我有好日子过,dialogue/beliefs
第25场,"在[第25场]中, 叶问的武术理念是什么？",千古无同局,叶问：千古无同局。,character states
第51场,叶问如何表达对宫家的态度？,谁要来指教的，我随时恭候,谁要来指教的，我随时恭候,dialogue/beliefs
第13场,在[第13场]中，为什么丁连山认为无法回到东北？,东北被日本人占据，处于太阳旗下。,现在的东北是日本人的天下，在太阳旗下，能容得下我这只鬼？,causal/relational queries
第13场,宫羽田为什么说等炉子里容得下新柴就回去？,丁连山需要合适的时机，火候到了才能回去。,做羹，要讲究火候，火候不到，就众口难调，火候过了，事情就焦。,causal/relational queries
第59场,"在[第59场]中, 宫二回忆中练六十四手的地点是哪里？",东北雪林,在东北雪林练六十四手,scene localization
第24场,三天前谁坐在这个位置？,宫二的父亲,三天前，我爹就坐在这个位置。,temporal references
第41场,老姜要求谁让开？,除了马三其他人都让开,老姜：除了马三其他人都给我让开。,dialogue/beliefs
第50场,在[第50场]中，叶问为何认为宫家六十四手不该烟消云散？,宫家六十四手是一座高山，不该就这样烟消云散。,叶问：宫家六十四手是一座高山，不该就这样烟消云散。,dialogue/beliefs
