scene,question,answer,evidence,qa_type
寺庙广场，日，外,导游提到的君王儿子的故事内容是什么？,君王儿子被法师预言杀父，被农妇收养后起义杀君王。,导游画外音(外语)：相传很早以前，这里的君王生了一个儿子，有法师说儿子长大会杀死父亲，君王无奈打算将儿子饿死荒野，一个好心的农妇收养了这个孩子，孩子长大后率众起义杀死了君王。,dialogue/beliefs
2、一组镜头 牢房，日，内,李维杰为什么敲开马桶？,为了钻下去逃离牢房,李维杰走到蹲便式马桶旁，用工具敲开马桶，他钻了下去。,causal/relational queries
26、      平平卧室，夜，内,"在[26、      平平卧室，夜，内]中, 平平的情绪状态如何？",低声啜泣，表现出不安,平平低声啜泣,character states
墓地，夜，外,"在[墓地，夜，外]中, 李维杰在什么地方蹲着沉思？",宋泽恩的墓地前,李维杰蹲在宋泽恩的墓地前，抽着根烟，他蹲下身子沉思。,scene localization
22、      乡间小路，日，外,素察如何回应平平的请求？,素察笑着威胁要发视频。,素察笑着：你不去啊？好啊，好。那我就只好把视频发出去了。,detailed description
寺庙院子，日，外,僧人建议如何赎罪？,建一座鸽子飞不到顶的大塔,僧人告诉他要赎罪，只有建一座鸽子飞不到顶的大塔。,dialogue/beliefs
33、      李维杰家仓库，夜，内,"在[33、      李维杰家仓库，夜，内]中, 阿玉在对话中表现出什么情绪？",愤怒和绝望,阿玉猛地甩了素察一巴掌。阿玉和平平抱在一起。,character states
12、      李维杰家客厅，日，内,平平如何评价父亲？,小气鬼！文盲！什么都不懂！,平平：葛朗台。李维杰看向平平：谁？平平：小气鬼！文盲！什么都不懂！,dialogue/beliefs
下水管道，日，内,"在[下水管道，日，内]中, 李维杰在什么地方爬行？",阴暗潮湿的下水管道中,李维杰爬行在阴暗潮湿的下水管道中。,scene localization
9、警局走廊，日，外,拉韫如何描述离奇案件的本质？,世界上压根就没有什么离奇的案子。,仔细研究过一千个案子，你就会发现，这世界上压根就没有什么离奇的案子。,dialogue/beliefs
墓地，夜，外,"在[墓地，夜，外]中, 李维杰在何处沉思？",宋泽恩的墓地前,李维杰蹲在宋泽恩的墓地前，沉思。,scene localization
39、      一组镜头 坟地，夜，外,"在[39、      一组镜头 坟地，夜，外]中, 阿玉在墓前做什么？",双手合十并道歉,阿玉站在坟墓前，双手合十。阿玉：恩叔，对不起。,character states
16、      饭店，日，外,李维杰如何回应桑坤的质问？,递蚕豆并笑,李维杰递给桑坤一些蚕豆，笑着说：吃点蚕豆。,detailed description
寺庙，日，外,李维杰对僧人说了什么？,我来布施。,李维杰(外语)：我来布施。,dialogue/beliefs
16、      饭店，日，外,李维杰对老人说了什么？,建议去做伤情鉴定,李维杰走到老人身旁，凑近了说：老先生，你呢，带着孙子到医院去做伤情鉴定。,detailed description
17、      宴会厅，夜，内,拉韫在卧室对素察做了什么？,给素察染血的手敷药,拉韫在给素察染血的手敷药。,detailed description
8、警局办公室，日，内,"在[8、警局办公室，日，内]中, 拉韫在对话中处于什么行为状态？",身躯向前探去，露出面目,拉韫的身躯向前探去，露出面目。,character states
18、      卧室，夜，内,都彭为什么打素察？,他差点弄瞎别人的眼睛，学校已经把他开除了。,都彭：他差点弄瞎别人的眼睛，如果不是我的面了，学校已经把他开除了。,dialogue/beliefs
4、警局办公室，日，内,拉韫要求小黑做什么？,说吧，整件事的经过。,拉韫：说吧，整件事的经过。,dialogue/beliefs
墓地，日，外,"在[墓地，日，外]中, 李维杰滑燃火柴时位于何处？",荒郊野外的土坑旁,李维杰滑燃一根火柴，看到一旁的尸体模样，竟然是那黄毛的模样！！！,scene localization
