scene,question,answer,evidence,qa_type
14.婚礼现场|内|日,在[14.婚礼现场|内|日]中，袁华即兴赋诗的内容是什么？,只身赴宴鸡毛装，都是同学装鸡毛,只身赴宴鸡毛装，都是同学装鸡毛,detailed description
20.酒店奢华洗手间|内|日,"在[20.酒店奢华洗手间|内|日]中, 夏洛在洗手间的情绪状态如何？",暴躁、狼狈、自怜,夏洛突然暴躁的捶墙发泄，踹马桶。...夏洛抚摸着自己脖子上被马冬梅抓的血印子，不禁自怜。,character states
42.夏洛家楼下-街上|外|黄昏,夏洛的歌曲结束时发生了什么？,马冬梅推着自行车望着夏洛家窗户,42a.马冬梅推着自行车望着夏洛家窗户，灯火中映出夏洛弹琴的身影。,temporal references
48.学校礼堂|内|日,夏洛在演唱中提到的口号是什么？,东亚病夫的招牌已被我一脚踢开,（只唱歌曲高潮部分，“东亚病夫的招牌已被我一脚踢开”,dialogue/beliefs
20.酒店奢华洗手间|内|日,"在[20.酒店奢华洗手间|内|日]中, 夏洛呕吐后做了什么动作？",擦干嘴巴，看着镜子中的自己,夏洛擦干嘴巴，余光中看见洗手台的镜子反射出的自己吓了一跳,character states
13.教室里|内|日,"在[13.教室里|内|日]中, 夏洛在何处唱《伤心太平洋》？",元旦联欢会舞台,夏洛在元旦联欢会舞台上唱《伤心太平洋》。,scene localization
29.操场大柳树下|外|日,"在[29.操场大柳树下|外|日]中, 袁华此时的情绪如何？",懊恼,袁华：我好懊恼,character states
9.酒店大堂|内|日,画外音表达了什么观点？,我要穿的最帅气，成为全场最能配的上邱雅的男人。,画外音：虽然今天的主角不是我，但我要穿的最帅气，成为全场最能配的上邱雅的男人。,dialogue/beliefs
7.校园操场|外|日,夏洛在升旗仪式上如何被嘲笑？,裤子被升起，穿着内裤哭,升旗仪式升起夏洛的裤子，迎风飘扬，夏洛穿着内裤在操场上哭,detailed description
36.夏洛家客厅|内|日,夏洛开始自弹自唱时，夏洛妈和王姨在做什么？,他们面面相觑并悄悄推开房门,夏洛妈和王姨面面相觑，夏洛妈悄悄推开房门,temporal references
17.豪车|内|日,"在[17.豪车|内|日]中, 小舅子的脸上有什么痕迹？",脸上印着一个巴掌印,脸上印着一个巴掌印,character states
12.豪华酒店|内|日,夏洛为什么在同学会上不合群？,他一直在筹备演唱会,夏洛：我一直在筹备我的演唱会，实在是太忙了。,causal/relational queries
61.北操场台阶上|外|日,"在[61.北操场台阶上|外|日]中, 夏洛看到马冬梅捡起向日葵时，马冬梅所在的地点是哪里？",领操台,夏洛在领操台远远的看到了马冬梅捡起向日葵的背影,scene localization
16.豪华酒店|内|日,"在[16.豪华酒店|内|日]中, 夏洛当时的情绪状态如何？",喝多且紧张,夏洛已然喝多。夏洛（紧张的打断王老师）,character states
19.酒店楼梯-走廊|内|日,"在[19.酒店楼梯-走廊|内|日]中, 夏洛在逃跑时处于什么状态？",慌乱,夏洛跌跌撞撞从安全通道跑向酒店二层,character states
6.酒店大堂|内|日,画外音中提到的藏起来的人是谁？,邱雅,然而我心里却一直偷偷藏着一个人，她的名字叫邱雅。,dialogue/beliefs
10.某奢侈品店|内|日,"在[10.某奢侈品店|内|日]中, 夏洛此时正在做什么？",整理新衣服胸前的鸡毛,夏洛站在镜子前，整理着新衣服胸前的鸡毛。,character states
8.酒店大堂|内|日,夏洛的视线落在什么物品上？,新郎的易拉宝,夏洛的视线落在新郎的易拉宝上,detailed description
33.校长室门口|内|日,"在[33.校长室门口|内|日]中, 袁华当时的情绪状态如何？",犹豫,犹豫片刻,character states
62.楼顶天台|外|日,夏洛如何评价冬梅的嗓门？,说个话跟放炮似的,夏洛：那大嗓门说个话跟放炮似的,dialogue/beliefs
