doc_title,chunk_id,description,scene_context
"117、INT. LOBBY, ""WINTER PALACE,"" RUSSIA - NIGHT,",doc_116_chunk_1,Benjamin finds himself looking at her,
"125、INT. KITCHEN - ""WINTER PALACE"" - RUSSIA - DAYBREAK,",doc_124_chunk_1,"Benjamin, left with that thought...",
"123、INT. KITCHEN, ""WINTER PALACE,"" RUSSIA - BEFORE DAWN,",doc_122_chunk_1,Benjamin and Elizabeth sitting quietly drinking their tea.,
"126、INT. DINING ROOM, ""WINTER PALACE,"" RUSSIA - NIGHT,",doc_125_chunk_2,Benjamin sits in the empty dining room... the kiss left on his lips,
"128、INT. ""WINTER PALACE,"" RUSSIA - ANOTHER LATE NIGHT,",doc_127_chunk_1,BENJAMIN No. Not many. At least none on a Sunday.,
"108、EXT. HARBOR SOMEWHERE - NIGHTFALL,",doc_107_chunk_0,"Benjamin, sitting on a cleat, reading her letter...",The tug on its way in for the night
"134、INT. LOBBY, ""WINTER PALACE,"" RUSSIA - LATE NIGHT,",doc_133_chunk_0,"Benjamin goes behind the registration desk, taking an empty room key off a hook",
"106、EXT. ATLANTIC OCEAN - DAY,",doc_105_chunk_0,Benjamin standing on the bow of the old tug as it sloughs through a fog on the high seas... ready to see the world.,
"122、INT. LOBBY, ""WINTER PALACE,"" RUSSIA - DEAD OF NIGHT,",doc_121_chunk_0,"Benjamin padding downstairs... slowing... happy to see Elizabeth, in her bathrobe, sitting in the empty lobby, waiting for him...",
"121、INT. KITCHEN, ""WINTER PALACE,"" RUSSIA - DAYBREAK,",doc_120_chunk_0,Benjamin remains standing for a moment...then shuts the light off behind him.,"After Elizabeth Abbott leaves, Benjamin is in a room with a light that he turns off."
"118、EXT. MURMANSK HARBOR, RUSSIA - DAY,",doc_117_chunk_0,"Benjamin on the tug, but it's less fun now, not much adventure, just hard work... Fighting the snow and the wind, they tow a large freighter into port...",
"120、INT. ""WINTER PALACE,"" RUSSIA - LATE NIGHT,",doc_119_chunk_5,BENJAMIN Did he?,
"120、INT. ""WINTER PALACE,"" RUSSIA - LATE NIGHT,",doc_119_chunk_5,BENJAMIN (smiles) He must have known something.,
"117、INT. LOBBY, ""WINTER PALACE,"" RUSSIA - NIGHT,",doc_116_chunk_2,Benjamin doesn't say a word.,
"117、INT. LOBBY, ""WINTER PALACE,"" RUSSIA - NIGHT,",doc_116_chunk_2,He watches her saunter along the hallway... the way drunks do... endeavoring to keep her dignity...,
"143、EXT. TUGBOAT, ATLANTIC OCEAN, SOMEWHERE - NIGHT,",doc_142_chunk_2,Benjamin's the only one around to hear him,
"141、INT. LOBBY, ""WINTER PALACE,"" RUSSIA - EARLY MORNING,",doc_140_chunk_2,"I grew up cooking, sir. I'll take the job, if I'm not too old to serve.",
"116、INT. ""WINTER PALACE,"" RUSSIA - NIGHT,",doc_115_chunk_0,"We see Benjamin sitting with Captain Mike, their crew, and a mixture of other seamen, Russians and other ethnics, all speaking different languages, sitting and standing around tables cluttered with bottles and glasses","BAR off the lobby, crowded with seamen and crew members."
"136、INT. HALLWAY, ""WINTER PALACE,"" RUSSIA - LATE NIGHT,",doc_135_chunk_0,He quietly unlocks an empty room door,"Dark hallway, moving towards an empty room."
"136、INT. HALLWAY, ""WINTER PALACE,"" RUSSIA - LATE NIGHT,",doc_135_chunk_0,as he follows her into the room,"Dark hallway, moving towards an empty room."
145、INT. THE GALLEY - TUGBOAT - NIGHT,doc_144_chunk_0,"Benjamin serving them, silently eating dinner, rolling with endless rolling Ocean.",
"146、EXT. TUGBOAT, ATLANTIC OCEAN -- ANOTHER NIGHT,",doc_145_chunk_0,We see Benjamin and the crew watching the ship on the tow line run out some thousand feet behind them...,
"117、INT. LOBBY, ""WINTER PALACE,"" RUSSIA - NIGHT,",doc_116_chunk_0,Benjamin waiting for the small caged elevator to take him to his room.,
"117、INT. LOBBY, ""WINTER PALACE,"" RUSSIA - NIGHT,",doc_116_chunk_0,"He gets in, the elevator operator about to shut the grill door...",
"117、INT. LOBBY, ""WINTER PALACE,"" RUSSIA - NIGHT,",doc_116_chunk_0,Benjamin looks over at her...,
"137、INT. ""WINTER PALACE,"" RUSSIA - ANOTHER DAY,",doc_136_chunk_0,"Benjamin, in his peacoat, and stocking cap, snow on him, hurries into the hotel from work... He runs to the elevator, the doors just closing.",
"137、INT. ""WINTER PALACE,"" RUSSIA - ANOTHER DAY,",doc_136_chunk_0,It opens. He goes inside.,
"132、INT. ""WINTER PALACE,"" RUSSIA - ANOTHER LATE NIGHT,",doc_131_chunk_0,"Benjamin in a suit and tie, as handsome as we've seen him steps out.",The elevator doors open in the lobby.
"132、INT. ""WINTER PALACE,"" RUSSIA - ANOTHER LATE NIGHT,",doc_131_chunk_0,"She walks with him, champagne bottle in hand, through the empty lobby...",The elevator doors open in the lobby.
"151、EXT. TUGBOAT, ATLANTIC OCEAN - NIGHT,",doc_150_chunk_3,He looks in Benjamin's old eyes.,
"120、INT. ""WINTER PALACE,"" RUSSIA - LATE NIGHT,",doc_119_chunk_2,He finds a large honey jar... and seeing some dead flies in with the sweet syrup he asks...,
