doc_title,chunk_id,text,scene_context
"101、INT. THE HOSPITAL ROOM, NEW ORLEANS - DAY, PRESENT",doc_100_chunk_3,"""... With Captain Mike's crew on
the ""Chelsea""...""",
"133、EXT. MURMANSK, RUSSIA - DEAD OF NIGHT,",doc_132_chunk_1,What mistakes?,
"137、INT. ""WINTER PALACE,"" RUSSIA - ANOTHER DAY,",doc_136_chunk_0,Hold it...,
"124、INT. VARIOUS BEDROOMS - DEAD OF NIGHT,",doc_123_chunk_0,Elizabeth and I would talk through the night until just before dawn...,
"105、EXT. TUGBOAT, AT SEA -- DUSK,",doc_104_chunk_0,...and Pleasant Curtis who never said a word to anyone... except to himself...,
"120、INT. ""WINTER PALACE,"" RUSSIA - LATE NIGHT,",doc_119_chunk_1,"I was going to make some
tea...would you like some?",
"104、EXT. DOCK SOMEWHERE - DAY,",doc_103_chunk_0,"There was John Grimm, who fit his name... from Belvedere, South Dakota...",
"126、INT. DINING ROOM, ""WINTER PALACE,"" RUSSIA - NIGHT,",doc_125_chunk_2,It was the first time a woman had ever kissed me. It's something you never forget.,
"117、INT. LOBBY, ""WINTER PALACE,"" RUSSIA - NIGHT,",doc_116_chunk_0,"Plain as paper,",Elevator scene: Benjamin speaks to Elizabeth Abbott while riding in a caged elevator.
"113、INT. HOSPITAL ROOM, NEW ORLEANS - DAY, PRESENT",doc_112_chunk_1,"Murmansk is on the Barrent Sea, the only ice-free ocean port in the Soviet Union...",
"136、INT. HALLWAY, ""WINTER PALACE,"" RUSSIA - LATE NIGHT,",doc_135_chunk_0,She was the first woman who ever loved me.,
"120、INT. ""WINTER PALACE,"" RUSSIA - LATE NIGHT,",doc_119_chunk_7,The Mississippi River.,"Scene: On a ship or during a meeting, Benjamin speaks to Elizabeth Abbott about America."
"138、INT. ELEVATOR, ""WINTER PALACE,"" RUSSIA - LATE DAY,",doc_137_chunk_0,We saw each other every night... we always used the same room...,
"120、INT. ""WINTER PALACE,"" RUSSIA - LATE NIGHT,",doc_119_chunk_0,I'm sorry... I can't sleep...,"Scene: In a hotel lobby at night, Benjamin speaks to Elizabeth Abbott, who is sitting alone in her bathrobe."
"131、INT. DINING ROOM - ""WINTER PALACE"" - LATE NIGHT,",doc_130_chunk_0,It took me a long time to go to sleep.,In the empty dining room after Elizabeth Abbott leaves; monologue reflecting on the encounter.
