scene,question,answer,evidence,qa_type
60.王子神油店夜内,程勇何时说今晚请客喝酒？,在发完钱并和黄毛对话之后,程勇异常开心：不客气，勇哥今晚请客喝酒，公司搞团建。,temporal references
61.酒吧夜内,酒吧经理为什么跳钢管舞？,因被程勇挑衅而被迫表演,程勇：我他妈今天就要看你跳...酒吧经理似乎是非常生气：你给我等着啊,causal/relational queries
72.神油店夜内,程勇为何拒绝张长林的提议？,因为张长林威胁要报警并指出卖药风险高,张长林：你现在就去报，警察到处查这个药呢，你还报警，自投罗网啊，兄弟，干我们这行没想象那么简单。像你这样卖顶多半年肯定被抓，判个十年二十年的，挣那么多钱有用吗？,causal/relational queries
69.警察局日内,在[69.警察局日内]中，程勇为何询问卖假药的刑罚？,他可能想了解自身行为的法律后果,程勇：他要抓起来判多少年啊？,causal/relational queries
24.程勇家日内,"在[24.程勇家日内]中, 程勇在讨论卖药时的情绪状态如何？",狐疑和犹豫,程勇狐疑：我把药带回来，你确定能帮我卖出去吗？程勇犹豫了一下。,character states
66.教堂日内,男的为什么威胁报警？,他母亲吃程勇的药出问题,问题是我妈妈吃你们的药出的问题。,causal/relational queries
17.医院日内,"在[17.医院日内]中, 程勇在请求王主任时表现出什么情绪？",紧张与惊惧,程勇有些紧张与惊惧地凑过来,character states
77.车间日外,"在[77.车间日外]中, 程勇提到的印度药是谁在卖？",张长林,程勇：印度药不是张长林在卖吗,objects/props
32.程勇家夜内,"在[32.程勇家夜内]中, 吕受益在对话中表现出什么状态？",胆怯,吕受益胆怯：勇哥，我上次跟你说介绍病人给你认识的，买药是犯法的。,character states
19.烧烤摊夜外,"在[19.烧烤摊夜外]中, 程勇的情绪状态如何？",无奈且若有所思,程勇无奈地喝着苦酒...拿着小卡片若有所思,character states
4.     养老院外日外,"在[4.     养老院外日外]中, 程勇当前的行为状态是什么？",从车上拿被子走向养老院,程勇从车上拿被子下来走向养老院。,character states
15.王子神油店日内,程勇为什么拒绝吕受益的请求？,担心走私药物被抓,程勇：走私药物抓到要判刑的，你知道吧,causal/relational queries
72.神油店夜内,张长林为什么要求程勇转让药品渠道？,因为张长林认为程勇卖药能赚很多钱，想合作,张长林：像你这样卖，一年一百来万，你把这个药的渠道给我，我给你两年的钱,causal/relational queries
10.律师事务所日内,程勇对前妻说了什么？,你自己没张嘴啊，找个人来帮你讲话。,程勇态度不耐烦：你自己没张嘴啊，找个人来帮你讲话。,dialogue/beliefs
7.     浴池日内,程勇对程小澍说了什么？,我是你爹啊，手拿开，小鸡鸡长大了吗。,程勇：我是你爹啊，手拿开，小鸡鸡长大了吗。,dialogue/beliefs
21.王子神油店夜内,"在[21.王子神油店夜内]中, 程勇在寻找吕受益电话时的状态如何？",匆忙且使用手电筒,黑暗之中，程勇匆忙地打着手电筒，经过一番寻找程勇找到吕受益的电话。,character states
35.餐馆夜内,吕受益在听到程勇的话后做了什么？,猛地抬起头来仿佛想起什么事情,吕受益猛地抬起头来仿佛想起什么事情,detailed description
22.药店日内,"在[22.药店日内]中, 医生对程勇询问违禁药的态度如何？",警告的,医生用警告的态度开口：你别问药效怎么样，这种药是违禁药，如果私自服用，很多医生会拒绝治疗。,character states
7.     浴池日内,程小澍对程勇说了什么？,爸爸，疼,程小澍：爸爸，疼,dialogue/beliefs
46.彭浩家夜内,彭浩面对程勇时表现出什么态度？,死猪不怕开水烫的样子,彭浩一副死猪不怕开水烫的样子。,detailed description
