doc_title,chunk_id,fact,scene_context
11、INT AIRPORT - DAY,doc_10_chunk_3,Alyssa is at home.,Phone call at home
16、INT SKEE-BALL ARCADE - DAY,doc_15_chunk_9,Alyssa notices Holden sulking.,Holden sulks and Alyssa notices.
16、INT SKEE-BALL ARCADE - DAY,doc_15_chunk_2,Alyssa's throw hits one of the circles.,Alyssa and Holden are throwing balls at circles.
29、INT HOCKEY RINK - NIGHT,doc_28_chunk_11,Alyssa is still in the game.,"On the ice during a hockey game, with a fight occurring between players."
29、INT HOCKEY RINK - NIGHT,doc_28_chunk_0,Alyssa is enjoying the hockey game.,Bleachers at a hockey game
29、INT HOCKEY RINK - NIGHT,doc_28_chunk_8,Alyssa is engaged in the game.,"On the ice, during the game."
26、INT HOLDEN'S BEDROOM -NIGHT,doc_25_chunk_5,Alyssa gave Holden the picture.,Holden's Apartment (falling-in-love montage)
29、INT HOCKEY RINK - NIGHT,doc_28_chunk_12,Alyssa fumes.,On the ice
38、INT BAR - NIGHT,doc_37_chunk_6,Alyssa's darts always hit the board.,At the dart board
25、INT ALYSSA'S LIVING ROOM - NIGHT,doc_24_chunk_0,Alyssa is finishing an issue of 'Idiosyncratic Routine'.,All-girl gathering: finishing 'Idiosyncratic Routine' issue
38、INT BAR - NIGHT,doc_37_chunk_18,Alyssa exits the scene to the night.,Alyssa exits to the night after saying goodbye to Holden.
38、INT BAR - NIGHT,doc_37_chunk_3,Alyssa is left alone at the table with Holden.,"Restaurant booth, after Banky and Hooper exit."
39、INT. STUDIO - DAY,doc_38_chunk_20,Alyssa relents to the crowd's demand to sing.,"Bar venue, crowd demands Alyssa sing."
39、INT. STUDIO - DAY,doc_38_chunk_3,Alyssa was told by Hooper that Holden would not be interested in the club shindig.,Club phone call
32、INT DINER - NIGHT,doc_31_chunk_24,Alyssa gave Holden a picture,
32、INT DINER - NIGHT,doc_31_chunk_24,Alyssa hangs up the phone,
42、INT. M-TV EXEC'S OFFICE - DAY,doc_41_chunk_7,Alyssa Jones is the creator of the comic book 'Idiosyncratic Routine'.,
4、INT BAR - NIGHT,doc_3_chunk_3,Alyssa is left alone at the table with Holden.,"Restaurant booth, after Hooper and Banky exit"
45、INT AIRPORT - DAY,doc_44_chunk_3,Alyssa is at home.,Alyssa's home
27、INT OFFICE - DAY,doc_26_chunk_0,Alyssa Jones has a senior year photo in the 1988 Middletown North yearbook.,"Banky shows Holden the 1988 Middletown North yearbook, page 48."
27、INT OFFICE - DAY,doc_26_chunk_0,The 1988 Middletown North yearbook lists Alyssa Jones with the nickname 'Finger Cuffs'.,"Banky shows Holden the 1988 Middletown North yearbook, page 48."
5、INT. STUDIO - DAY,doc_4_chunk_3,Alyssa was informed by Hooper that Holden would not be interested in the club shindig.,Phone call in a club
40、INT. HER-STERECTOMY - LATER,doc_39_chunk_19,Alyssa invited Holden and Banky to the location.,"Booth scene, 1:30 AM, as Holden and Banky depart."
34、INT COMIC BOOK SHOW - DAY,doc_33_chunk_5,Alyssa is seated at a separate signing table.,signing table
5、INT. STUDIO - DAY,doc_4_chunk_20,Alyssa agrees to sing on stage.,"At a stage area, following a crowd demand for Alyssa to sing."
52、INT DINER - NIGHT,doc_51_chunk_5,Alyssa decides that Holden will hang the painting.,INT CAR - NIGHT 24
5、INT. STUDIO - DAY,doc_4_chunk_4,Alyssa was invited by a third party.,
55、EXT ROADSIDE - NIGHT,doc_54_chunk_0,Alyssa is hitchhiking on the road.,"Rainy road, Alyssa hitchhiking"
60、INT HOLDEN'S BEDROOM -NIGHT,doc_59_chunk_5,Alyssa gave Holden a picture.,Holden's Apartment
55、EXT ROADSIDE - NIGHT,doc_54_chunk_3,Alyssa is kissing Holden.,By the side of the road
59、INT ALYSSA'S LIVING ROOM - NIGHT,doc_58_chunk_0,"Alyssa is finishing an issue of 'Idiosyncratic Routine' with the help of Tory, Nica, Dalia, and Jane.",All-girl gathering: working on 'Idiosyncratic Routine' issue
63、INT HOCKEY RINK - NIGHT,doc_62_chunk_11,Alyssa remains in the game.,On the ice during a hockey game
63、INT HOCKEY RINK - NIGHT,doc_62_chunk_0,Alyssa is enjoying the hockey game.,Bleachers at a hockey game
61、INT OFFICE - DAY,doc_60_chunk_0,Alyssa Jones has a senior year photo in the 1988 Middletown North yearbook.,Holden and Banky examine the 1988 Middletown North yearbook.
61、INT OFFICE - DAY,doc_60_chunk_0,The 1988 Middletown North yearbook lists the nickname 'Finger Cuffs' under Alyssa Jones' name.,Holden and Banky examine the 1988 Middletown North yearbook.
63、INT HOCKEY RINK - NIGHT,doc_62_chunk_8,Alyssa is actively participating in the game.,"On the ice, during a game."
5、INT. STUDIO - DAY,doc_4_chunk_19,Alyssa refuses to answer the question.,
67、INT STUDIO - NIGHT,doc_66_chunk_9,Alyssa explicitly refuses Holden's request.,"At the couch, during a conversation where Holden makes a request."
57、INT STUDIO - DAY,doc_56_chunk_0,Alyssa is out cold.,"Banky enters the kitchenette and passes by Holden and Alyssa, who are asleep."
10、EXT. RIVERFRONT PARK - DAY,doc_9_chunk_11,Alyssa's tongue is huge.,Swing: Alyssa demonstrates tongue to Holden
68、INT COMIC BOOK SHOW - DAY,doc_67_chunk_7,Alyssa has her own comic book in her possession.,"At a table, during a conversation with Holden."
9、INT. STUDIO - DAY,doc_8_chunk_0,Alyssa is present at the door.,at the door
66、INT DINER - NIGHT,doc_65_chunk_24,Alyssa gave Holden a picture.,Holden at drawing table
