id,scene,question,answer,evidence,qa_type
1,十一 缘了,在[十一 缘了]中，为什么何云青需要尽快抄完经？,因为乐娘想把他变成第二个老张,听法师说，乐娘就是想把云青兄变成第二个老张。,causal/relational queries
2,四 惊艳,"在[四 惊艳]中, 乐娘在见何云青时的情绪状态如何？",羞涩且恭敬,半掩着脸孔...娇滴滴地唤...低头陪礼,character states
3,十 故梦,"在[十 故梦]中, 乐娘被逐出经略府后，她的身体状况如何？",伤重不支，奄奄一息,乐娘被逐出经略府，伤重在地下拖爬，终于不支倒在地下奄奄一息。,character states
4,二 远涉,为何秦凤路驻军几乎全军复没？,西夏王率众倾巢而出,西夏王看出了破绽，率众倾巢而出，这秦凤路的驻军几乎全军复没。,causal/relational queries
5,四 惊艳,"在[四 惊艳]中, 乐娘的身份是什么？",王妈的女儿，何云青的学生,这位就是我那孩子。你以后就跟着何公子念书,character states
6,一 受命,"在[一 受命]中, 何云青在何处看到巨大的木柱和佛像？",海印寺的殿中,走进殿中，映入何云青眼帘的是，可以合围的巨大木柱嵌在厚实的大石板上，壁间放满了大大小小的佛象,scene localization
7,二 远涉,何云青为何要打听崔参军？,惠明师父有信要交给崔鸿至,惠明师父有封信叫我带给你。,causal/relational queries
8,十一 缘了,老张为什么变成半人半鬼的样子？,被乐娘掐住脖子导致的,从那天起，他就变成这个半人半鬼的样子。,causal/relational queries
9,一 受命,"在[一 受命]中, 何云青在何处看到长而高耸的台阶？",海印寺,夕阳的光象一条蛇，游走在海印寺宽大的走廊上，长而高耸的台阶生出许多明暗的变化,scene localization
10,七 赶集,村落的屋舍有何特点？,屋舍俨然地坐落在山谷里，黑色的瓦房,屋舍俨然地坐落在山谷里，黑色的瓦房配合着山林的逸趣,detailed description
11,九 封印,何云青醒来时天色如何？,天已经大亮了,何云青睡眼惺忪地张开眼睛，看天已经大亮了，猛地跃起。,temporal references
12,七 赶集,何云青离开时如何走的？,尾随着崔鸿至赶走山间小径,何云青尾随着崔鸿至赶走山间小径,detailed description
13,序,"在[序]中, 落第举子为何抄写文字？",为了谋生,东抄抄、西写写，混个嚼谷儿,character states
14,三 止泊,"在[三 止泊]中, 小青的身份是什么？",王妈的丫环,王家的丫环，我叫小青,character states
15,三 止泊,"在[三 止泊]中, 王妈在经略府担任什么职务？",大管家,以前是经略府的大管家,character states
16,八 恨晚,"在[八 恨晚]中, 崔鸿至与何云青在何处遇到吹箫的少女？",靠近村庄的小路上,靠近村庄的小路上，崔鸿至与何云青匆勿赶路。忽然又听到一阵凑美的箫声，何云青抬头看见小路的大石头上坐着吹箫的少女,scene localization
17,十一 缘了,为什么老张在遭遇乐娘之后神志不清，变成了后来的样子？,因为乐娘在经略府内突然掐住老张的脖子，使他在挣扎中无法挣脱，最终被掐倒地，导致神志不清。,乐娘猛然掐住老张的脖子，任他挣扎也无法挣脱，老张最终被掐倒地，从此神志不清。,causal/relational queries
18,六 露緣 | 七 赶集 | 十一 缘了,在何云青决定启程返回山中时，他的神情如何？,他的神情凝重，似乎正在思索着什么。,何云青决定启程后一路前行，神情凝重，似在思索。,character states
19,十一 缘了,在依云与乐娘化作的依云对峙时，先到的依云表现出怎样的心理状态？,先到的依云表现出焦急和警觉的心理状态，她急于让何云青服下灵芝，并在另一个依云出现后立即识破其身份，催促何云青逃离。,先到的依云进门就催促何云青服药，见另一个依云出现立刻指认为乐娘所化，并迅速将经书和念珠塞给何云青让他逃离。,character states
20,十 故梦 | 十一 缘了,在归还经书后，何云青返回山中时的神情状态如何？,何云青返回山中时神情凝重，似在思索着什么。,他一路前行，脚步不停，神情凝重，似在思索着什么。,character states
21,六 露緣 | 七 赶集 | 八 恨晚,在前往荷花池的路上，何云青为何感到心神不宁？,因为何云青对乐娘动了心，但婚事来得突然，一夜之间定下终身，使他作为惯于自由的穷书生难以接受，因而感到茫然无措。,他确信自己对乐娘动了心，但婚事突然，一夜定终身，让他作为自由惯了的书生感到茫然无措。,character states
22,十 故梦 | 十一 缘了,在何云青决定离开时，他的神情是怎样的，反映了他什么样的心理状态？,何云青神情凝重，反映了他内心正在深思和感悟的心理状态。,何云青在返回山中时神情凝重，似在思索着什么。,character states
23,十 故梦 | 十一 缘了,依云在被喇嘛揭穿身份后，表现出怎样的内心状态？,依云在被揭穿后神情复杂，流露出对过去图谋的动摇，并在被命令断绝与何云青往来时身体微颤，显露出内心的挣扎。,依云低头不语，神情复杂，流露出对过往图谋的动摇；她站在原地，身体微颤，似在挣扎。,character states
24,六 露緣 | 九 封印 | 十一 缘了,为什么何云青在归还经书后选择返回山中？,因为喇嘛告诉他乐娘会在他抄完经书后下杀手，他意识到自己身处险境，因此决定离开。,依云告知何云青乐娘等他抄完经书后便会杀害他，使他产生恐惧并决定离开。,causal/relational queries
25,五 战鼓 | 十一 缘了,在何云青决定返回山中时，他的神情如何表现？,何云青神情凝重，似在思索着什么。,他一路前行，脚步不停，神情凝重，似在思索着什么。,character states
26,八 恨晚 | 十一 缘了,在依云与老张的身影消散后，何云青面对喇嘛合掌行礼时表现出怎样的心理状态？,何云青表现出惊骇与悲痛交织的心理状态。,依云和老张化为灰烬后，何云青悲声呼唤依云的名字，看到崔鸿至和老张的尸首化作清烟时惊骇地喊出‘崔兄！’，随后在喇嘛合掌行礼时默默递上经书，神情沉重。,character states
27,十 故梦 | 十一 缘了,为什么韩经略在依云死后立即下令关押乐娘？,因为韩经略认为乐娘可能与依云的死有关，且乐娘此前已被冷落，有作案动机。,韩经略在得知依云坠坑身亡后勃然大怒，立即下令关押乐娘并命人审讯，最终乐娘招认将其推入深坑。,causal/relational queries
28,五 战鼓 | 十一 缘了,在何云青决定返回山中时，他的神情如何？,何云青神情凝重，似在思索着什么。,何云青一路前行，脚步不停，神情凝重，仿佛正在思考重要事情。,character states
29,八 恨晚 | 六 露緣 | 九 封印 | 十一 缘了,为什么依云选择在何云青被乐娘照顾后立即带他逃离？,因为依云知道乐娘在何云青抄完经书后会对他下杀手，所以必须在他处于危险前带他离开。,依云告诉何云青，乐娘等他抄完经书后便会下杀手。,causal/relational queries
30,九 封印 | 五 战鼓 | 十一 缘了,乐娘在红烟弥漫时的身体状态如何？,乐娘在红烟弥漫时眼前迷雾笼罩，身形踉跄，表现出惊慌和失去平衡的状态。,红烟弥漫四周，乐娘惊叫一声，眼前迷雾笼罩，身形踉跄，攻势就此瓦解。,character states
31,十一 缘了 | 九 封印 | 十 故梦 | 十一 缘了,在两个依云对峙时，何云青为何没有立即听从先到依云的催促逃离？,何云青因为眼前出现两个一模一样的依云而震惊迟疑，无法判断谁是真正的依云，所以没有立即逃离。,何云青因眼前变故而迟疑不决，目光转向崔鸿至求助。,character states
