scene,question,answer,evidence,qa_type
"11、INT. INTERPOL CENTRAL BRIEFING ROOM, PARIS - EVENING",What is 'The false Lawsuit' according to Ackerman?,A money laundering scheme using two companies where one files a lawsuit against the other.,Pearce sets up two companies: one is a Casino in Arizona for example and the other is a shell company in the Cayman Islands. The Cayman Islands company files a lawsuit against the casino.,terminology/abbreviation/concept
42、EXT. BALCONY - DAY,Why did Frank land in the lap of the Burly Welshman?,He misjudged the distance between the balconies.,He misjudged the distance,causal/relational queries
"24、EXT. BALCONY, DANIELI HOTEL - DAY",How does Cara behave after Frank goes inside to answer the door?,"She remains immobile, holding her breath while waiting and listening.","Cara remains alone on the balcony, immobile, as if holding her breath. She's waiting... listening.",detailed description
42、EXT. BALCONY - DAY,Why did Frank slip on the balcony?,He stepped on spilled coffee.,slips on the spilled coffee,causal/relational queries
"46、EXT. RIVA DEGLI SCHIAVONI, VENICE - DAY",Why does Frank double back towards the lagoon?,He sees the men still in pursuit,"He doubles back towards the lagoon. Looking back, he sees the men still in pursuit.",causal/relational queries
39、INT. DOGE'S SUITE - MORNING,Why is Cara stunned?,She sees Frank in the shower.,She sees him. Cara is so stunned she simply stands there.,causal/relational queries
19、EXT. VENICE TRAIN STATION - MORNING,"In [19、EXT. VENICE TRAIN STATION - MORNING], What is Frank's emotional state when he approaches Cara?",He is anxious about missing her.,I was afraid I'd missed you.,character states
"3、INT. BRASSERIE, GARE DE L'EST - DAY","In [3、INT. BRASSERIE, GARE DE L'EST - DAY], What is the Younger Waiter's behavioral state when Cara sets fire to the letter?",Alarmed,"The YOUNG WAITER hurries over, alarmed.",character states
"22、INT. STAIRCASE HALL, DANIELI - DAY",Why is Frank dazed with delight and amazement?,Because he is awed by the hotel's grandeur.,"The passage describes the 'ravishing, open central hall' and 'great, ornate staircase' that beckon.",causal/relational queries
73、EXT. PIAZZA SAN MARCO - EVENING,What does the Englishman say about the girl?,You're a brave and loyal girl. I'm in awe of you.,"THE ENGLISHMAN
You're a brave and loyal girl.
I'm in awe of you.",dialogue/beliefs
13、EXT. MAIN GATE OF THE VILLA - MOMENTS LATER,"In [13、EXT. MAIN GATE OF THE VILLA - MOMENTS LATER], What is Ackerman's emotional state?",Patient and composed,Ackerman betrays no impatience and nods,character states
"75、INT. BEDROOM, ""SAFE HOUSE"" - CONTINUOUS",What does the Englishman state about his concerns?,"My only concern is for those who cross you, my love.","My only concern is for those who cross you, my love.",dialogue/beliefs
39、INT. DOGE'S SUITE - MORNING,Why does Frank investigate Cara's bedroom?,He hears the shower and notices the door is ajar.,He hears the sound of water running in the shower. He glances over at the door ajar...,causal/relational queries
4、INT. GARE DE L'EST STATION - MOMENTS LATER,"In [4、INT. GARE DE L'EST STATION - MOMENTS LATER], What is Cara's emotional state when she watches Frank Taylor?",Thinly veiled contempt,Cara watches him with thinly veiled contempt.,character states
34、EXT. BALCONY - NIGHT,When is the video camera revealed?,After Cara and Frank's kiss,REVEAL the lens of a PALM-SIZED VIDEO CAMERA peering out from behind a vendor's cart in the street below.,temporal references
"75、INT. BEDROOM, ""SAFE HOUSE"" - CONTINUOUS",What does Cara say about the other person's behavior?,That's because you leave everything up to me.,That's because you leave everything up to me.,dialogue/beliefs
"24、EXT. BALCONY, DANIELI HOTEL - DAY",What does Frank do when Cara asks if he's all right with the sofa?,His face falls and he tries to cover his reaction.,His face falls. He tries to cover up his reaction.,detailed description
"45、EXT. RIO DEL VIN CANAL, VENICE - DAY","In [45、EXT. RIO DEL VIN CANAL, VENICE - DAY], Where does Frank end up after running up hidden stairs?",The roof of a shop on Riva Degli Schiavoni,Running up hidden stairs he finds the roof of a shop on the Riva Degli Schiavoni...,scene localization
41、INT. CARA'S BEDROOM - MOMENTS LATER,When is the meeting scheduled according to the decoded message?,Tomorrow 11 Caffe Pesaro,Frank decodes the message to reveal 'Tomorrow 11 Caffe Pesaro',temporal references
30、INT. DEMIDOV'S HOTEL ROOM - DAY,"In [30、INT. DEMIDOV'S HOTEL ROOM - DAY], What is Demidov's relationship with Alexander Pearce?","He trusted Alexander Pearce, who betrayed him.",I put my trust in Alexander Pearce. He betrayed that trust.,character states
"72、INT. BEDROOM, ""SAFE HOUSE"" - CONTINUOUS",What does Cara question about the recipe?,She questions the necessity of another recipe.,"CARA Do we really need another ""recipe""?",dialogue/beliefs
18、INT. TRAIN AISLE - MOMENTS LATER,"In [18、INT. TRAIN AISLE - MOMENTS LATER], What is Frank's physical condition as he moves through the aisle?",He is struggling to move down the aisle.,Frank struggles down the aisle,character states
"69、INT. DINING AREA, PEARCE'S ""SAFE HOUSE"" - LATER",What does Cara admit to being?,a criminal,"Okay, I'm a criminal.",dialogue/beliefs
"28、EXT. PRIVATE LANDING STRIP, VENICE - DAY",What details describe the man exiting the plane?,Hand-tailored Italian suit and shoes costing more than some cars,The man who steps off the plane is dressed in a hand-tailored Italian suit and shoes that cost more than some cars.,detailed description
6、INT. ORIENT EXPRESS - AFTERNOON,What does Frank say after tearing the zipper?,I'm... sorry.,"FRANK
I'm... sorry.",dialogue/beliefs
29、EXT. VENICE - DAY,What is the camera moving toward?,the penthouse of an ultra-high end business hotel,CAMERA floats over the rooftops toward the penthouse of a ultra-high end business hotel.,detailed description
"20、EXT. VENICE, GRAND CANAL - DAY","In [20、EXT. VENICE, GRAND CANAL - DAY], What is Frank's emotional state?",Afraid to wake up,"Frank, clutching the railing beside her, afraid to wake up.",character states
I/E. DOGE'S SUITE/BALCONY - RESUME,"In [I/E. DOGE'S SUITE/BALCONY - RESUME], What is Cara's current behavioral state?",She is still kissing Frank.,"Still kissing, Cara leads Frank back into the hotel room...",character states
"56、INT. TERRACE FLAT, PADUA - EVENING","In [56、INT. TERRACE FLAT, PADUA - EVENING], What object did Domenico find at the hotel?",A shell casing,I found a shell casing,objects/props
"46、EXT. RIVA DEGLI SCHIAVONI, VENICE - DAY",What causes Frank to fall off the roof?,The silenced shot hitting the roof tile nearby,A silenced shot hits roof tile nearby and throws him off balance. He FALLS...,causal/relational queries
44、INT. SERVICE STAIRCASE - SECONDS LATER,Why is Frank panting as he exits the side door?,Because he ran harder than he ever has in his life,Frank pants as he pushes out a side door...,causal/relational queries
33、INT. DOGE'S SUITE - NIGHT,When does Frank follow Cara outside?,After she opens the balcony doors,She throws open the French doors to the balcony,temporal references
6、INT. ORIENT EXPRESS - AFTERNOON,What does Cara say when she needs assistance?,I think I'm going to need your help.,"CARA
I think I'm going to need your help.",dialogue/beliefs
