doc_title,chunk_id,description,scene_context
111、INT. STAIRWELL -- SAME,doc_110_chunk_5,Sykes recognizes him and in a blink has a gun under his chin.,
111、INT. STAIRWELL -- SAME,doc_110_chunk_2,(taps her gun),
49、INT. HORIZON HOTEL AND CASINO -- SAME,doc_48_chunk_5,Sykes grimaces.,
111、INT. STAIRWELL -- SAME,doc_110_chunk_1,(nodding),
39、INT. NOMAD HOTEL AND CASINO -- LOBBY -- MORNING,doc_38_chunk_5,"Sykes, embarrassed, nudging Watters",
108、INT. PENTHOUSE -- SAME,doc_107_chunk_0,"Sykes, stumbling toward Ivy.","Penthouse level, FBI tactical agents entering and surrounding the scene"
28、INT. CHOW SHACK BUFFET -- MORNING,doc_27_chunk_1,"Sykes seems a put off by the proximity, ignores it for the moment.","South shore, a gathering"
54、INT. NOMAD HOTEL AND CASINO -- LOBBY -- SAME,doc_53_chunk_5,Sykes kisses her middle finger.,Elevator
108、INT. PENTHOUSE -- SAME,doc_107_chunk_1,Sykes and Ivy slip out the exit.,"Penthouse, after Agent rushes into Penthouse"
49、INT. HORIZON HOTEL AND CASINO -- SAME,doc_48_chunk_9,"Sykes, grabbing her bag, dropping spare clips inside and starting for the door.",
49、INT. HORIZON HOTEL AND CASINO -- SAME,doc_48_chunk_6,Sykes says nothing for a moment,
111、INT. STAIRWELL -- SAME,doc_110_chunk_6,Ivy and Sykes resume their trek down the stairs.,Stairwell exit on eighteen
28、INT. CHOW SHACK BUFFET -- MORNING,doc_27_chunk_4,"Sykes squirms under Watters lascivious gaze, but manages",
39、INT. NOMAD HOTEL AND CASINO -- LOBBY -- MORNING,doc_38_chunk_3,pulls away,At a counter
39、INT. NOMAD HOTEL AND CASINO -- LOBBY -- MORNING,doc_38_chunk_3,looks uneasily at the counter woman,At a counter
28、INT. CHOW SHACK BUFFET -- MORNING,doc_27_chunk_0,Sykes and Watters enter FRAME,"Tahoe's First and Finest Buffet, Sykes and Watters enter the frame"
48、INT. NOMAD HOTEL SUITE -- DAY,doc_47_chunk_0,"stowing a Glock 9mm, tweaking the earpiece/mic combo",
48、INT. NOMAD HOTEL SUITE -- DAY,doc_47_chunk_0,"pulls her earpiece, adjusts something, re-inserts it",
49、INT. HORIZON HOTEL AND CASINO -- SAME,doc_48_chunk_1,"Sykes checks her reflection, makes sure her holsters aren't peeking out, weapons adequately conformed to her curves.",
103、INT. ELEVATOR -- SAME,doc_102_chunk_0,standing now,Elevator arriving at penthouse level
22、INT. DINER -- NIGHT,doc_21_chunk_0,"Sykes sets her fork down, wipes her hands on a napkin.","During a meal, as the group discusses a plan."
76、INT. HALLWAY -- FOURTEENTH FLOOR -- SAME,doc_75_chunk_0,"Sykes, trying to pry the elevator doors open.",
102、INT. HORIZON HOTEL -- FOURTEENTH FLOOR HALLWAY -- SAME,doc_101_chunk_1,"she spots the call girl, face obscured, lying dead from a headshot in the hallway...her heart sinks...and she assumes the worst: Sykes is dead.","Hallway, spotting dead call girl"
28、INT. CHOW SHACK BUFFET -- MORNING,doc_27_chunk_3,"Sykes and Watters look at one another, wordless exchange, then",
63、INT. HORIZON HOTEL -- TOP FLOOR -- SAME,doc_62_chunk_1,Sykes looks up to see the elevator has reached her floor.,"Elevator at her floor, security lockdown"
63、INT. HORIZON HOTEL -- TOP FLOOR -- SAME,doc_62_chunk_1,Sykes looks at the elevator doors in front of her,"Elevator at her floor, security lockdown"
62、INT. NOMAD HOTEL -- UPPER FLOOR -- SAME,doc_61_chunk_0,"Georgia Sykes, concerned, finger to her ear, picking up something off her IFB earpiece",
104、INT. PENTHOUSE HALLWAY -- SAME,doc_103_chunk_0,"Sykes standing there, barely clothed, wet with blood, gun in her hand","Near elevator, Darwin about to strike Ivy with sledgehammer"
77、INT. HORIZON HOTEL -- TOP FLOOR -- SAME,doc_76_chunk_0,"getting some separation on the elevator doors, pulling her 9mm, using it like a crowbar","Elevator doors, during a shootout after Israel's death."
91、INT. ELEVATOR CAR -- SAME,doc_90_chunk_0,"leans against the wall, gun up, listening--",
49、INT. HORIZON HOTEL AND CASINO -- SAME,doc_48_chunk_4,adjusting her outfit,"Watters scanning across the way, SYKES adjusting outfit"
28、INT. CHOW SHACK BUFFET -- MORNING,doc_27_chunk_2,"non-responsive, staring","Padiche's dialogue, Watters and Sykes non-responsive"
54、INT. NOMAD HOTEL AND CASINO -- LOBBY -- SAME,doc_53_chunk_6,"Sykes waits a beat, then reaches for the call button to signal another car.","Station, prostitutes approaching"
78、INT. ELEVATOR CAR,doc_77_chunk_1,"Sykes wades forward, wary, Glock vise-gripped.",Inside an elevator
78、INT. ELEVATOR CAR,doc_77_chunk_1,"Sykes, glancing from Carruthers to Acosta.",Inside an elevator
83、INT. ELEVATOR CAR -- FOURTEENTH FLOOR -- SAME,doc_82_chunk_0,"Sykes, holding Carruthers' FBI credentials after patting him down.",Elevator
83、INT. ELEVATOR CAR -- FOURTEENTH FLOOR -- SAME,doc_82_chunk_0,She doesn't notice that power has been restored to the elevator.,Elevator
96、INT. PENTHOUSE HALLWAY -- SAME,doc_95_chunk_12,She resumes her assault.,"Fourteenth floor, pulverized."
54、INT. NOMAD HOTEL AND CASINO -- LOBBY -- SAME,doc_53_chunk_4,"Georgia Sykes stares back, bad vibes trickle up her back.","Elevator, Tremor Brothers in elevator"
54、INT. NOMAD HOTEL AND CASINO -- LOBBY -- SAME,doc_53_chunk_4,She holds a moment. Doesn't board.,"Elevator, Tremor Brothers in elevator"
54、INT. NOMAD HOTEL AND CASINO -- LOBBY -- SAME,doc_53_chunk_4,Sykes wants to shoot him in the face.,"Elevator, after Darwin mimics a blowjob"
96、INT. PENTHOUSE HALLWAY -- SAME,doc_95_chunk_4,"Pulling extra clips from her handbag, securing them under her garter belt, dumping her heels in favor of hose.",Elevator shaft
96、INT. PENTHOUSE HALLWAY -- SAME,doc_95_chunk_8,"Sykes, Glock ready to rock, about to move.",Elevator during a violent confrontation
85、INT. ELEVATOR CAR -- FOURTEENTH FLOOR,doc_84_chunk_1,"Sykes begins patting him down, moving dangerously close to that sleeve, her neck hovering right above that spot",
85、INT. ELEVATOR CAR -- FOURTEENTH FLOOR,doc_84_chunk_1,She pulls Acosta's bogus ID...,
97、INT. ELEVATOR CAR,doc_96_chunk_0,"Sykes, riding up, wounded, vulnerable, trying to reach the control panel to stop the car.","Elevator, attempting to stop the elevator"
97、INT. ELEVATOR CAR,doc_96_chunk_0,She keys her now useless IFB.,"Elevator, attempting to stop the elevator"
