id,scene,question,answer,evidence,qa_type
1,20、小黑屋，夜，内,"在[20、小黑屋，夜，内]中, 白雪梅的当前状态如何？",赤裸缩在墙角，两眼呆滞发呆,白雪梅赤裸着身体缩在墙角，两眼呆滞的望着一个地方发呆。,character states
2,15、小黑屋，日，内,"在[15、小黑屋，日，内]中, 黄德贵对白雪梅的请求有何态度？",强硬且威胁,黄德贵：只要你留下，我会对你好的。白雪梅瞬间变了脸：那不可能。黄德贵：那你把七千块钱还给我，我放你走。,character states
3,25、小黑屋，日，内,白雪梅为什么骂黄德贵的母亲？,因为黄德贵母亲提到家里为娶她花了钱并强迫她入洞房,黄德贵母亲：我家为娶你花了这么多钱，你总不能不入洞房吧！,causal/relational queries
4,25、小黑屋，日，内,黄德贵为什么打母亲？,因为母亲劝架阻止他继续殴打白雪梅,黄德贵母亲进来劝架：德贵，算了。黄德贵继续打：想得美。,causal/relational queries
5,33、教室，日，外,黄德贵对黄德诚说了什么？,你嫂子把手腕儿给割了。,你嫂子把手腕儿给割了。,dialogue/beliefs
6,15、小黑屋，日，内,"在[15、小黑屋，日，内]中, 白雪梅的情绪状态如何？",哀求和恐惧,白雪梅沉默了一会儿走到黄德贵面前：大哥，我晓得你是好人，求求你放了我吧。白雪梅蹲下来笑着祈求：大哥，你放了我吧，我会感激你一辈子的，求求你了。,character states
7,40、小黑屋，日，内,陈春丽为什么劝白雪梅想开点？,因为她自己也曾被卖到此地并遭受虐待,我跟你一样，都是被卖到这儿来的。四年前刚来的时候我也跟你一样，后来我男人打得我实在是受不了了,causal/relational queries
8,18、小黑屋，夜，内,"在[18、小黑屋，夜，内]中, 白雪梅在被按倒时有何反应？",挣扎反抗，踹了黄德贵一脚,白雪梅挣扎反抗，踹了黄德贵一脚,character states
9,9、黄德贵家，日,"在[9、黄德贵家，日]中, 白雪梅被关押时的情绪如何？",恐慌并试图求救,白雪梅挣扎着大喊：他们真的不是我家里人。他们真的不是我家里人。（敲着门大喊）放我走啊！,character states
10,44、小黑屋，夜，内,白雪梅为什么没有发出声音？,她被黄德贵摆布着,白雪梅将头扭向一侧，两眼呆滞，也没有发出任何声音，完全被黄德贵摆布着。,causal/relational queries
11,18、小黑屋，夜，内,"在[18、小黑屋，夜，内]中, 白雪梅最后处于什么状态？",不再反抗，只顾哭泣,白雪梅被扒个精光，不再反抗，只顾哭泣,character states
12,60、黄德贵家，日，外,四个人分成两路的目的是什么？,去追白雪梅。,四个人分成两路去追白雪梅。,causal/relational queries
13,36、医院走廊，日，外,黄德诚为什么需要去外科？,他割手腕了。,黄德诚：割手腕儿了。,causal/relational queries
14,9、黄德贵家，日,"在[9、黄德贵家，日]中, 白雪梅的身份是什么？",被黄德贵父亲买来当媳妇的女子,我掏了七千块钱把你买给我儿子做媳妇了。,character states
