doc_title,chunk_id,description,scene_context
11、INT THE WHITE WALL,doc_10_chunk_12,FLAN freezes.,
11、INT THE WHITE WALL,doc_10_chunk_15,"FLAN Oh, please.",
11、INT THE WHITE WALL,doc_10_chunk_45,Flan holds up a slide,
11、INT THE WHITE WALL,doc_10_chunk_50,FLAN hands PAUL the money.,
11、INT THE WHITE WALL,doc_10_chunk_18,"FLAN sits at the counter, transfixed.",
11、INT THE WHITE WALL,doc_10_chunk_28,FLAN I haven't read it in years.,
11、INT THE WHITE WALL,doc_10_chunk_51,FLAN You see how easy it is.,
11、INT THE WHITE WALL,doc_10_chunk_10,Flan (to Ouisa) What should we do?,
11、INT THE WHITE WALL,doc_10_chunk_11,FLAN opens the wine.,BACK IN THE KITTREDGE'S KITCHEN
11、INT THE WHITE WALL,doc_10_chunk_20,FLAN runs into the living room and returns with a vase of flowers.,"Inside a home, during the preparation for a dinner gathering."
11、INT THE WHITE WALL,doc_10_chunk_6,FLAN turns to a NEWCOMER.,MILLBROOK CLUB BAR
11、INT THE WHITE WALL,doc_10_chunk_41,"FLAN walks GEOFFREY to the elevator, leaving OUISA and PAUL alone.",Back in the Kittredge's hall
11、INT THE WHITE WALL,doc_10_chunk_21,FLAN Isn't he from Jamaica? There's a taste of--,
11、INT THE WHITE WALL,doc_10_chunk_21,FLAN I am astonished!,
11、INT THE WHITE WALL,doc_10_chunk_24,FLAN Blunt question. What's he like?,
11、INT THE WHITE WALL,doc_10_chunk_24,FLAN I'm not a star fucker.,
1、INT KITTREDGE'S APARTMENT LIVING ROOM DAWN,doc_0_chunk_1,FLAN and OUISA run between the hall and the living room.,"The Fifth Avenue apartment, red and cozy, where FLAN and OUISA are checking for signs of a break-in or disturbance."
11、INT THE WHITE WALL,doc_10_chunk_40,That's very important. It has to be in our contracts. We are humans.,
11、INT THE WHITE WALL,doc_10_chunk_40,Forget it. It was only an evening at home.,
12、EXT THE APARTMENT BUILDING/CENTRAL PARK NIGHT,doc_11_chunk_4,"THE CAMERA moves onto FLAN's face, sleeping.",
1、INT KITTREDGE'S APARTMENT LIVING ROOM DAWN,doc_0_chunk_2,FLAN is shaking.,
1、INT KITTREDGE'S APARTMENT LIVING ROOM DAWN,doc_0_chunk_2,FLAN points out the painting by saying 'There it is!',"Living room, after a painting is discovered to be missing from the wall."
12、EXT THE APARTMENT BUILDING/CENTRAL PARK NIGHT,doc_11_chunk_1,FLAN is asleep on his side of the bed.,BACK IN THE MASTER BEDROOM
1、INT KITTREDGE'S APARTMENT LIVING ROOM DAWN,doc_0_chunk_6,Flan picks up an ornate Victorian inkwell capped by a silver beaver and looks at it with great objectivity.,
1、INT KITTREDGE'S APARTMENT LIVING ROOM DAWN,doc_0_chunk_6,Flan wants to know if anything's gone.,
13、INT AIRPLANE HANGAR,doc_12_chunk_0,FLAN happily sits in the bright vast empty space at a slide carousel projecting slides of paintings into the air.,
14、EXT PINK SKY DAWN,doc_13_chunk_10,Make sure they leave. By the back door.,Elevator scene with The Hustler and Paul.
11、INT THE WHITE WALL,doc_10_chunk_53,FLAN putting on pajamas,"Scene at home, preparing for bed."
11、INT THE WHITE WALL,doc_10_chunk_53,FLAN looks out the window onto the park,"Scene at home, after conversation with Ouisa."
13、INT AIRPLANE HANGAR,doc_12_chunk_1,"FLAN turns to see A TEACHER, in her forties, very pure and happy, hanging beautiful and brilliantly colored children's drawings in the air.",
11、INT THE WHITE WALL,doc_10_chunk_37,"FLAN, GEOFFREY, OUISA are very moved.",
11、INT THE WHITE WALL,doc_10_chunk_37,FLAN hopes your muggers read every word.,
11、INT THE WHITE WALL,doc_10_chunk_37,FLAN Where will you stay?,The dining room opens into the living room.
11、INT THE WHITE WALL,doc_10_chunk_46,FLAN flicks on his computer.,"FLAN'S OFFICE, as FLAN, OUISA, and PAUL go down the hall."
11、INT THE WHITE WALL,doc_10_chunk_46,FLAN holds up the slide.,"FLAN'S OFFICE, while discussing a Cezanne painting with OUISA and PAUL."
11、INT THE WHITE WALL,doc_10_chunk_38,Flan takes Paul's arm and leads him down the hall into their daughter's bedroom.,Scene: Flan and Ouisa lead Paul to their daughter's bedroom for the night.
11、INT THE WHITE WALL,doc_10_chunk_38,Flan says there's an alarm by the bed.,"Scene: In their daughter's bedroom, preparing Paul to sleep."
11、INT THE WHITE WALL,doc_10_chunk_19,FLAN adjusts the rheostat to dim the lights in the chandelier.,"The dining room, as OUISA opens the double doors to the room."
11、INT THE WHITE WALL,doc_10_chunk_19,FLAN sweeps the bill things off the table onto a chair.,"The dining room, after OUISA tells him not to look at the sewing machine."
11、INT THE WHITE WALL,doc_10_chunk_22,FLAN laughs.,
11、INT THE WHITE WALL,doc_10_chunk_22,"FLAN, OUISA and GEOFFREY look at each other.",
11、INT THE WHITE WALL,doc_10_chunk_22,FLAN stands.,
11、INT THE WHITE WALL,doc_10_chunk_22,FLAN says hello.,
14、EXT PINK SKY DAWN,doc_13_chunk_0,FLAN mumbles in his sleep and rolls over.,"THE KIZTREDGE'S MASTER BEDROOM DAWN, FLAN and OUISA are in bed as the camera pulls back from the window."
14、EXT PINK SKY DAWN,doc_13_chunk_12,FLAN picks up an ornate Victorian inkwell capped by a silver beaver.,
14、EXT PINK SKY DAWN,doc_13_chunk_12,FLAN pets his dog.,
11、INT THE WHITE WALL,doc_10_chunk_44,FLAN runs into THE LIVING ROOM.,
11、INT THE WHITE WALL,doc_10_chunk_44,FLAN picks up the slide carousel and kisses it.,
11、INT THE WHITE WALL,doc_10_chunk_44,FLAN Figure it out. He doesn't have the price of -a dinner but he can cough up two million dollars and the Japs will go ten!,
1、INT KITTREDGE'S APARTMENT LIVING ROOM DAWN,doc_0_chunk_5,FLAN runs past OUISA down the hall back to the living room.,"Scene: Inside the house, after OUISA appears in the doorway of the office."
1、INT KITTREDGE'S APARTMENT LIVING ROOM DAWN,doc_0_chunk_5,FLAN looks on an antique table crowded with framed family photographs going way back in time and all kinds of mementoes.,"Scene: In the living room, after returning from the hallway."
1、INT KITTREDGE'S APARTMENT LIVING ROOM DAWN,doc_0_chunk_7,FLAN remembers something and buries his face in his hands.,
1、INT KITTREDGE'S APARTMENT LIVING ROOM DAWN,doc_0_chunk_7,"FLAN stops, frightened suddenly, listening.",
1、INT KITTREDGE'S APARTMENT LIVING ROOM DAWN,doc_0_chunk_7,FLAN Hello?,
1、INT KITTREDGE'S APARTMENT LIVING ROOM DAWN,doc_0_chunk_7,FLAN I think we could tell if someone else was here.,
15、INT A LIMOUSINE MORNING,doc_14_chunk_0,FLAN's rind is boggled.,THE KITTREDGE'S LIVING ROOM MORNING
1、INT KITTREDGE'S APARTMENT LIVING ROOM DAWN,doc_0_chunk_4,FLAN opens the door from the hall into THE OFFICE.,Scene: FLAN enters the office from the hall.
1、INT KITTREDGE'S APARTMENT LIVING ROOM DAWN,doc_0_chunk_4,FLAN checks - the slide projector is there.,Scene: FLAN enters the office from the hall.
1、INT KITTREDGE'S APARTMENT LIVING ROOM DAWN,doc_0_chunk_4,FLAN opens and closes cabinet drawers.,Scene: FLAN enters the office from the hall.
16、EXT CURBSIDE KENNEDY AIRPORT,doc_15_chunk_0,FLAN says: Yes. It sounds a wonderful idea.,KITTREDGE'S LIVING ROOM
