id,scene,question,answer,evidence,qa_type
1,27、INT. THRONE ROOM - DAY,"In [27、INT. THRONE ROOM - DAY], What happens to Iain's heart after Ravenna places her hand on his chest?","It starts to hammer, then bursts, causing him to drop dead",His HEART START TO HAMMER -- LOUDER AND LOUDER... until his heart finally bursts and he drops dead,detailed description
2,39、EXT. DECIMATED VILLAGE - DAY.,"In [39、EXT. DECIMATED VILLAGE - DAY.], What is Snow White's emotional state upon encountering the ruined village?",Distressed,gazing past tears at the devastation,character states
3,25、INT. QUEEN'S BATHING ROOM - DAY.,"In [25、INT. QUEEN'S BATHING ROOM - DAY.], What does Ravenna do with the dead songbirds in the bowl?","Dips fingers into a bowl of dead songbirds, plucks out a tiny heart, and eats it.","She dips her fingers into a bowl of DEAD SONGBIRDS, plucks out a tiny heart and eats it as she listens, not happy.",detailed description
4,38、EXT. BEACH - DAY.,"In [38、EXT. BEACH - DAY.], Where are the riders pursuing Snow White?",Along the shoreline where the surf meets the land,Galloping hooves skim the surf,scene localization
5,22、EXT. VILLAGE - DAY.,What is Rose doing while Eric and the slave merchant haggle?,"Bound and gagged, cursing behind her gag",Rose curses behind her gag as Eric pulls her away.,detailed description
6,11、INT. ROYAL BEDROOM - NIGHT,"In [11、INT. ROYAL BEDROOM - NIGHT], What belief does Ravenna express about eternal youth?",A woman who stays young forever can control the world.,RAVENNA: But when a woman stays young forever - no man can resist her - and the world is hers.,dialogue/beliefs
7,27、INT. THRONE ROOM - DAY,How does Iain attack Ravenna?,Grabs a Guard's dagger and rams it into her chest,In a flash Iain grabs a Guard's dagger and rams it into Ravenna's chest,detailed description
8,15、INT. CORRIDOR OUTSIDE SNOW WHITE'S ROOM - NIGHT.,"In [15、INT. CORRIDOR OUTSIDE SNOW WHITE'S ROOM - NIGHT.], What behavioral state are the Courtiers and Soldiers in?",Running for their lives,COURTIERS and SOLDIERS running for their lives,character states
9,15、INT. CORRIDOR OUTSIDE SNOW WHITE'S ROOM - NIGHT.,"In [15、INT. CORRIDOR OUTSIDE SNOW WHITE'S ROOM - NIGHT.], What is Snow White's emotional state when she starts running?",Confusion,stares in confusion,character states
10,13、INT. CORRIDORS/ CASTLE - NIGHT.,What causes the King's soldiers to be killed?,The invaders' attack while they are sleeping.,putting the King's sleeping soldiers to the sword.,causal/relational queries
11,25、INT. QUEEN'S BATHING ROOM - DAY.,How does Ravenna enter the bathing chamber's liquid?,"Drops her robe, lowers into white liquid, and rises like a porcelain statue.","She drops her robe and walks up the steps to her bath. She lowers herself into the white liquid. Her face disappears beneath the viscous liquid, then she rises, like a porcelain statue.",detailed description
12,3、EXT. WOODS NEAR CASTLE - DAY.,"In [3、EXT. WOODS NEAR CASTLE - DAY.], What is William's emotional state when he sees the magpie?",Alarmed and trying to cover embarrassment,"braces himself, reaches down, then steps back in alarm... sounding knowledgeable",character states
13,42、EXT. MISTY BOGS/ ENTRANCE TO THE DARK FOREST - DAY.,"In [42、EXT. MISTY BOGS/ ENTRANCE TO THE DARK FOREST - DAY.], What is the horse's behavioral state when it pulls away from Snow White?",Avoiding danger to save its life,"the horse pulls away, not wanting to endanger her life",character states
14,18、INT. MIRROR CHAMBER - NIGHT,"In [18、INT. MIRROR CHAMBER - NIGHT], What is Ravenna's emotional state when she interacts with the mirror?",Drunk with power,drunk with power -- SCREAMS!,character states
15,29、INT. MIRROR CHAMBER - DAY.,"In [29、INT. MIRROR CHAMBER - DAY.], What is Ravenna's emotional state when she learns Snow White's name?",Shocked and staggered.,"Ravenna is shocked by this, staggers a bit.",character states
16,21、EXT. FOREST - DAY.,What happens when Eric hurls the hatchet at Broch?,The blade sticking in the tree above the frightened Greta's head,"Eric hurls the hatchet -- and MISSES, the blade sticking in the tree above the frightened Greta's head",detailed description
17,32、INT. CORRIDOR/ CASTLE - DAY.,"In [32、INT. CORRIDOR/ CASTLE - DAY.], What is Snow White's behavioral state when she encounters the guards?",Fleeing from armed guards,"Snow White runs down the steps into a corridor and sees ARMED GUARDS appear at the other end. She hurries into another tower, bolting the door shut behind her, and charges down the steps.",character states
18,21、EXT. FOREST - DAY.,How does Eric defeat Broch after missing his initial attack?,"Cracks Broch over the head with the hatchet's handle, knocking him out","He draws his second hatchet, but instead of using the blade, cracks Broch over the head with the handle, knocking him out",detailed description
19,8、EXT. FOREST/ BATTLEFIELD - DAY,What does Duke Hammond ask about the army's origin?,From what hell comes this army?,DUKE HAMMOND From what hell comes this army?,dialogue/beliefs
20,43、EXT. DARK FOREST - DAY.,"In [43、EXT. DARK FOREST - DAY.], What is Snow White's state after the hallucinations begin?",She passes out from the terror.,she finally passes out,character states
21,67、INT. ANNA'S HUT - FENLAND VILLAGE - NIGHT.,"In [67、INT. ANNA'S HUT - FENLAND VILLAGE - NIGHT.], What is raining down on the village?",Burning arrows,The sky BLAZES WITH BURNING ARROWS all raining down on the village.,objects/props
22,11、INT. ROYAL BEDROOM - NIGHT,"In [11、INT. ROYAL BEDROOM - NIGHT], What does Ravenna say when King Magnus asks 'Who are you'?",The bane of Kings.,RAVENNA: The bane of Kings.,dialogue/beliefs
23,44、EXT. AERIAL VIEW OF DARK FOREST -- DAY.(D,"In [44、EXT. AERIAL VIEW OF DARK FOREST -- DAY.(D], Where is the scene featuring Snow White's unconscious body taking place?",EXT. CASTLE BEACH - NIGHT,a EXT. CASTLE BEACH - NIGHT.(D4N) 52a,scene localization
24,39、EXT. DECIMATED VILLAGE - DAY.,"In [39、EXT. DECIMATED VILLAGE - DAY.], What is the physical condition of the villagers?",Skeletal and hungry,"skeletal, hungry, desperate",character states
25,6、INT. ROYAL BEDROOM - DAY.,What causes the magpie's pain to ease?,The Queen binding its wing,"The magpie's flapping gradually calms, its pain easing.",causal/relational queries
26,17、EXT. COURTYARD/CASTLE -- NIGHT.,"In [17、EXT. COURTYARD/CASTLE -- NIGHT.], What is Snow White's emotional state when she first sees the battle?",Dazed,dazed by the sight of battle,character states
27,17、EXT. COURTYARD/CASTLE -- NIGHT.,"In [17、EXT. COURTYARD/CASTLE -- NIGHT.], What is William's behavioral state when he grabs Snow White?",Protective,William grabs her protectively,character states
28,30、INT. PRISON TOWER/ SNOW WHITE'S CELL - DAY.,"In [30、INT. PRISON TOWER/ SNOW WHITE'S CELL - DAY.], What is Snow White's emotional state when she first appears in the cell?",Frantic,"Snow White paces in her cell, frantic.",character states
29,26、INT. PRISON TOWER/ SNOW WHITE'S CELL - DAY.,What does Rose do when she realizes Snow White's identity?,"Stares at the feral girl, realizing who she is","Rose stares at the feral girl now, realizing who she is.",detailed description
30,46、EXT. VILLAGE - DAY.,"In [46、EXT. VILLAGE - DAY.], What is the old-timer's marital status?",A widower,There's one man. A widower.,character states
31,53、EXT. DARK FOREST - MOMENTS LATER - DAY.,What does 'hunting skills' refer to in the passage?,Eric's ability to detect and act on sounds while hunting.,"we see his hunting skills - as he hears the noise of cracking branches in the distance, he blasts away",terminology/abbreviation/concept
32,8、EXT. FOREST/ BATTLEFIELD - DAY,What does King Magnus say about the army's fate?,A hell they'll soon revisit!,KING MAGNUS A hell they'll soon revisit!,dialogue/beliefs
33,30、INT. PRISON TOWER/ SNOW WHITE'S CELL - DAY.,"In [30、INT. PRISON TOWER/ SNOW WHITE'S CELL - DAY.], What does Snow White reveal about her fear during her conversation with Finn?",She is afraid of the Queen,Snow White: 'I'm afraid of her.',character states
34,26、INT. PRISON TOWER/ SNOW WHITE'S CELL - DAY.,How does Snow White react upon hearing the Duke's name?,Bursts with hope,Snow White bursts with hope --,detailed description
35,35、EXT. PORTCULLIS - DAY.,"In [35、EXT. PORTCULLIS - DAY.], What emotional states does Thomas exhibit upon hearing the guards?",Curious and surprised,looks back curiously... stares in surprise,character states
36,47、EXT. INN - SAME - DAY.,"In [47、EXT. INN - SAME - DAY.], What is Eric's physical condition during the fight?",Drunk,Eric. Drunk.,character states
37,58、EXT. FIELD - DAY.,"In [58、EXT. FIELD - DAY.], What is thrown into the puddle of oil?",Flaming moss,FLAMING MOSS is thrown into a puddle of oil and a MASSIVE FIRE lights up the night.,objects/props
38,37、EXT. BEACH -- OUTSIDE CASTLE - DAY.,"In [37、EXT. BEACH -- OUTSIDE CASTLE - DAY.], What physical condition is the white mare in when Snow White approaches?",Lying on its side,"lying on its side, allowing her to climb on",character states
39,22、EXT. VILLAGE - DAY.,What specific physical features does the slave merchant comment on?,Her nose is on the large size and her chin's a little weak,SLAVE MERCHANT Her nose is on the large size and her chin's a little weak.,detailed description
40,1、EXT. GARDENS/ CASTLE - DAY.,When does the baby's cry occur relative to the Queen's thoughts?,After the Queen's thoughts about her child,"And because the red seemed so alive against the white, she thought, if only I had a child... A beat, then we hear the piercing cry of a new-born baby --",temporal references
41,43、EXT. DARK FOREST - DAY.,"In [43、EXT. DARK FOREST - DAY.], What is Snow White's physical condition after falling into the mushrooms?",She is injured and coughing from the pollen.,"trips over a root, landing face first in -- A patch of LARGE MUSHROOMS that unleash CLOUDS OF POLLEN. She coughs",character states
42,48、INT. THRONE ROOM - CASTLE - DAY. | 47、EXT. INN - SAME - DAY.,What does Eric state about returning to the Dark Forest?,Eric states that he will not return to the Dark Forest.,"He refuses, saying he will not return to that place.",character states
43,42、EXT. MISTY BOGS/ ENTRANCE TO THE DARK FOREST - DAY. | 43、EXT. DARK FOREST - DAY.,What does Snow White experience when the skeletal figures emerge from the trees?,Snow White experiences terror and collapses unconscious as the skeletal figures lunge toward her.,"Huge skeletal forms crack out of the tree trunks and lunge toward Snow White. She stumbles, her breath ragged, eyes wide with terror as the figures close in. The air pulses with hallucinations, and her body gives way. She collapses to the ground, unconscious.",character states
44,24、INT. PRISON TOWER/ SNOW WHITE'S CELL - DAY. | 26、INT. PRISON TOWER/ SNOW WHITE'S CELL - DAY. | 31、INT. GRETA'S CELL/ TOWER STEPS - DAY.,What does Rose say after hearing the cries of captive women?,Rose expresses fear by whispering that she is afraid of what they will do to her.,"After speaking with Snow White, Rose hears the distant cries of other female prisoners echoing through the air. The sound breaks the moment, and her expression tightens with fear. She looks around, then whispers, 'What will they do to me?'",character states
45,42、EXT. MISTY BOGS/ ENTRANCE TO THE DARK FOREST - DAY. | 43、EXT. DARK FOREST - DAY.,What does Snow White experience after coming into contact with the mushrooms?,"Snow White experiences a hallucinogenic vision in which the forest transforms into a terrifying scene with hooded trees, eyeless owls, oozing tree trunks, reaching vines, shrieking vampire bats, and skeletal figures emerging from bark.","Snow White trips over a root and lands face first in a patch of large mushrooms that release thick clouds of pollen. She coughs and tries to fan the air, but soon the forest begins to change. The trees appear as hooded figures watching her through the fog. Eyeless owls stare from the branches, and black oil seeps from the trunks. A vine reaches down and brushes against her. She runs, breathless, as vampire bats shriek from the trees and skeletal forms crack out of the bark, closing in.",character states
46,26、INT. PRISON TOWER/ SNOW WHITE'S CELL - DAY. | 31、INT. GRETA'S CELL/ TOWER STEPS - DAY.,Why did Snow White flee from the cell area after attempting to rescue Rose?,"Snow White fled because she heard Finn approaching and shouting for the guards, which made it too dangerous to continue the rescue attempt.","Snow White fumbled with the keys, trying to unlock the cell, but then heard Finn stumbling toward the door, clutching his face. He shouted for the guards. Snow White tossed the keys into an empty cell and ran, disappearing down the corridor just as Finn reached the door.",causal/relational queries
47,9、INT. PREPARATION CHAMBER/ CASTLE - DAY. | 18、INT. MIRROR CHAMBER - NIGHT | 27、INT. THRONE ROOM - DAY,What does Ravenna say about her past experience with the King?,"Ravenna says that when she was Snow White's age, she lost her mother and a King took her away, dressed her in lace, and stole her innocence.","She tells Snow White that when she was her age, she lost her mother, and a King took her away, dressed her in lace, and stole her innocence.",character states
48,47、EXT. INN - SAME - DAY. | 48、INT. THRONE ROOM - CASTLE - DAY.,Why does Eric hesitate to accept Ravenna's offer to bring his wife back from the dead?,"Eric hesitates because he initially believes that nothing can undo death, making him skeptical of Ravenna's promise despite his desire to believe it.","Eric shakes his head, saying nothing can undo death. Ravenna holds his gaze and tells him she can. A silence passes between them. Eric’s eyes flicker—not with certainty, but with a hunger to believe.",causal/relational queries
49,47、EXT. INN - SAME - DAY. | 49、EXT. MOORS/ OUTSIDE DARK FOREST - DAY.,What emotion does Eric state he feels when watching a man die?,Sorrow,"Eric answers, 'Sorrow.' The reply comes quietly and without hesitation.",character states
50,24、INT. PRISON TOWER/ SNOW WHITE'S CELL - DAY. | 26、INT. PRISON TOWER/ SNOW WHITE'S CELL - DAY. | 31、INT. GRETA'S CELL/ TOWER STEPS - DAY.,What does Rose say after hearing the cries of captive women?,Rose whispers that she is afraid and wonders what will be done to her.,"After speaking with Snow White, Rose hears the distant cries of other female prisoners echoing through the air. The sound breaks the moment, and her expression tightens with fear. She looks around, then whispers, 'What will they do to me?'",character states
51,6、INT. ROYAL BEDROOM - DAY. | 7、EXT. CLOISTER GARDEN/ CASTLE - DAY.,What does the Queen state about Snow White's future?,The Queen states that Snow White possesses a rare beauty that will help her become Queen one day.,She touches Snow White's heart and tells her she possesses a rare beauty that will help her become Queen one day.,character states
