doc_title,chunk_id,fact,scene_context
21、INT. BUS - MORNING,doc_20_chunk_0,Shane is sitting in the first seat with Reese Evans.,Bus: Shane sitting in first seat with Reese Evans
3、EXT. UNDERWATER - DAY,doc_2_chunk_1,Shane notices a golden object on the bottom.,"On a boat, while scraping muck."
28、EXT. BIG O PARKING LOT - MORNING,doc_27_chunk_1,Shane is parked legally.,Confrontation about parking in a no-parking zone
25、EXT. FIELD - DAY,doc_24_chunk_7,Shane throws an accurate pass to Clifford Franklin.,"Practice montage, part B"
19、EXT. STANDS - MAGIC HOUR,doc_18_chunk_2,Shane Falco successfully completes a perfect spiral pass through the circle.,Football game
39、EXT. FIELD - DAY,doc_38_chunk_2,Shane is ignored by Andre and Lee,
34、INT. LOCKER ROOM - DAY,doc_33_chunk_0,Shane's center is Reese Evans.,Practice field
39、EXT. FIELD - DAY,doc_38_chunk_4,Shane Falco goes down hard.,Football broadcast: huddle
39、EXT. FIELD - DAY,doc_38_chunk_5,Shane remembers what happened.,On the field
39、EXT. FIELD - DAY,doc_38_chunk_5,Shane orders the huddle to form.,On the field
39、EXT. FIELD - DAY,doc_38_chunk_9,Shane's play resulted in a gain of eight yards.,Football huddle and play
43、INT. LOCKER ROOM - DAY (HALF-TIME),doc_42_chunk_0,"Shane has ice bags on his head, shoulder, elbow and both knees.","After an incident, everyone lying on floor."
45、EXT. FIELD - DAY,doc_44_chunk_2,Shane completes a pass to Murray for twelve yards.,Initial play
45、EXT. FIELD - DAY,doc_44_chunk_2,Shane completes a pass to Murray for fifteen yards.,Montage A
45、EXT. FIELD - DAY,doc_44_chunk_2,Shane completes a pass to Lamont.,Montage B
47、EXT. FIELD - LATE AFTERNOON,doc_46_chunk_4,Shane is suddenly very awake.,"Stadium, McGinty uses smelling salts to wake Shane."
48、INT. WASHINGTON HILTON - BAR - NIGHT,doc_47_chunk_0,Shane is not in good shape.,"Bar: packed with players, friends, and assorted groupies."
48、INT. WASHINGTON HILTON - BAR - NIGHT,doc_47_chunk_0,Shane has visible cuts and bruises.,"Bar: packed with players, friends, and assorted groupies."
49、INT. HALLWAY - NIGHT,doc_48_chunk_0,Shane no longer possesses the key.,Hallway outside a door
39、EXT. FIELD - DAY,doc_38_chunk_16,The pass is completed to Clifford.,First Half Montage
58、INT. SHANE'S ROOM - NIGHT,doc_57_chunk_0,Shane receives a bottle of pills from Annabelle.,At Shane's door
