scene,question,answer,evidence,qa_type
53、银行大厅，日，内,刘波说他来救于小慧时，具体说了什么？,我来救你。快到钱库下面去，眼镜在下面接你们，快走。,刘波：我来救你。快到钱库下面去，眼镜在下面接你们，快走。,dialogue/beliefs
44、洞子火锅店，夜,眼镜提出了什么建议？,我们现在去找钱，放回钱库还来得及。,眼镜：我们现在去找钱，放回钱库还来得及。,dialogue/beliefs
54、地下停车场，日，内,许东说他要卖车去干什么？,救刘波,卡是我拿的，车我也要卖了，我要去救刘波……,dialogue/beliefs
11、修理厂，日，内,七哥为什么让卖鱼男子砍鱼头？,为了威胁刘波还赌账,七哥冲着刘波的背影大笑：砍了！,causal/relational queries
11、修理厂，日，内,刘波为什么表情严肃？,因为七哥提到赌账到期并威胁他,刘波表情严肃没有说话，直接走开了。,causal/relational queries
31、地铁站台，日，外,"在[31、地铁站台，日，外]中, 于小慧在请求刘波还信时表现出什么情绪？",小心翼翼,于小慧说完小心翼翼地抬头望了刘波一眼,character states
35、医院里，日，内,"在[35、医院里，日，内]中, 刘波母亲对刘波的态度如何？",极度愤怒和失望,刘波母亲站在门口冲刘波喊道：我都跟你说过多少回了，叫你不要和社会上的那些人来往你就是不听。今天打你脑袋，明天啊，不知道你是缺手还是断脚。,character states
4、金库门口，日，内,"在[4、金库门口，日，内]中, 邝科长此时处于什么状态？",跪地且极度紧张,邝科长跪在地上，头上全是汗珠，微抬着头哆嗦着望着那张面具,character states
34、楼道里，日，外,"在[34、楼道里，日，外]中, 刘波在被威胁时表现出什么状态？",喘着粗气，忍着疼痛,刘波靠在墙边，喘着粗气，忍着疼痛，一扭头，看到外公站在旁边。,character states
55、通往钱库的走廊，日，内,刘波被绑在椅子上之后，谁首先抽打了他？,劫匪老大,劫匪老大狠狠抽打着刘波的脸。,temporal references
49、金库，日，内,刘波威胁眼镜时说了什么？,老子真想给你一锤子。,刘波拿起锤子吓唬他：老子真想给你一锤子。,dialogue/beliefs
48、洞子火锅店，日，内,刘波认为抢钱库的人是否知道洞口？,不可能知道,刘波：不可能知道，他们要是知道的话，肯定抢劫我们火锅店了。,dialogue/beliefs
32、某露天餐馆，日，外,"在[32、某露天餐馆，日，外]中, 刘波在对话中表现出什么情绪？",怀疑,刘波斜望了许东一眼。,character states
56、街道，日，外,许东如何描述自己的身份？,我许东，老子在这一片，也是有点面子的。,许东：我许东，老子在这一片，也是有点面子的。,dialogue/beliefs
26、火锅店门口，夜，外,"在[26、火锅店门口，夜，外]中, 刘波的情绪状态如何？",一脸无奈和失望,刘波还站在原地，一脸无奈和失望。,character states
34、楼道里，日，外,"在[34、楼道里，日，外]中, 刘波的当前身体状态如何？",头部受伤，捂头作痛,旁边的男子一巴掌打在刘波的头上，刘波缩了回去捂着头作痛。,character states
50、经理室，日，内,沙僧推门进来后，女子正在做什么？,她哆嗦着拿起手机，正在拨电话。,办公桌底下，之前欺负于小慧的瘦女子躲在里面，她哆嗦着拿起手机，正在拨电话。,temporal references
24、洞子火锅店，夜，内,"在[24、洞子火锅店，夜，内]中, 刘波对於小慧的提问有何反应？",冷淡且不直接回答,刘波根本不看她，冷冷回答：不记得了，名字太傻了。,character states
55、通往钱库的走廊，日，内,在劫匪老大命令暂停后，发生了什么？,那个人往刘波脸上吐了口唾沫将他松开了。,那个人往刘波脸上吐了口唾沫将他松开了。,temporal references
37、洞子火锅店，夜，外,"在[37、洞子火锅店，夜，外]中, 眼镜离开时的情绪状态如何？",似乎要哭出来,眼镜微微回过头，似乎要哭出来,character states
