doc_title,chunk_id,fact,scene_context
1、INT. CAR,doc_0_chunk_17,Jerry is on the phone.,JERRY'S CUBICLE
20、INT. JERRY'S CAR,doc_19_chunk_0,Jerry recovers from a near miss.,
16、INT. CABIN,doc_15_chunk_14,The phone call is terminated by Jerry.,Jerry's cubicle in the showroom
16、INT. CABIN,doc_15_chunk_51,Jerry is the person Carl is speaking to on the phone.,CHAIN RESTAURANT PHONE BOOTH: Carl makes a phone call to Jerry.
11、INT. PROWLER,doc_10_chunk_4,Jerry refuses to call the police.,
11、INT. PROWLER,doc_10_chunk_10,Jerry explicitly refuses to call the police.,"SCOTTY'S BEDROOM: Scott suggests calling the police, Jerry refuses."
1、INT. CAR,doc_0_chunk_5,Jerry hears that the hockey game is against the Buckeyes.,Nearby cubicle: Jerry and the salesman discuss the hockey game.
2、INT. WADE'S OFFICE,doc_1_chunk_7,Jerry has seen the shower curtain on the floor.,FRONT DOOR
22、EXT. CAR,doc_21_chunk_64,Jerry agrees to the kidnapping of his own wife.,
33、INT. PROWLER,doc_32_chunk_4,Jerry refuses to involve the police.,
23、INT. CAR,doc_22_chunk_21,Jerry promises to have his girl send a copy to the Voice.,
38、INT. CABIN,doc_37_chunk_28,Jerry is told that Marge is a policewoman.,"Gustafson Olds Garage, Jerry asks mechanic about Shep and learns Marge is a policewoman."
33、INT. PROWLER,doc_32_chunk_10,Jerry explicitly refuses to call the police.,"Bedroom, Jerry and Scotty discuss the situation with their mother."
16、INT. CABIN,doc_15_chunk_19,Jerry refuses Wade's request to deliver the item.,"Kitchen of Lundegaard House, night, during a discussion about delivery instructions."
16、INT. CABIN,doc_15_chunk_19,Jerry refuses Stan's offer to handle the call.,"Kitchen of Lundegaard House, night, during a discussion about delivery instructions."
38、INT. CABIN,doc_37_chunk_13,Jerry is informed by Reilly Deifenbach that failure to provide vehicle IDs by tomorrow afternoon will result in referral to the legal department.,Phone call with GMAC representative Reilly Deifenbach
38、INT. CABIN,doc_37_chunk_52,The phone call has terminated.,
23、INT. CAR,doc_22_chunk_12,Jerry is told by Wade that Stan Grossman looked at his proposal and said it is pretty sweet.,
22、EXT. CAR,doc_21_chunk_12,Jerry exits the room.,Office
24、INT. WADE'S OFFICE,doc_23_chunk_6,The tantrum passes.,Parking lot of an office building
24、INT. WADE'S OFFICE,doc_23_chunk_8,Jerry has seen the shower curtain on the floor.,Upstairs bathroom
