doc_title,chunk_id,fact,scene_context
101、EXT. MADRID STREETS -- NIGHT,doc_100_chunk_0,The target character gains entry to the SEWELL and MARBURY building.,"narrow street, SEWELL and MARBURY building"
116、INT. NIGHT. SAFEHOUSE,doc_115_chunk_0,Bourne is listening from a hiding spot.,"Hammond and Kiley enter, Bourne listens from hiding."
108、INT. SEWELL AND MARBURY -- NIGHT,doc_107_chunk_1,Bourne fails to free himself from restraints.,FB3E: Underwater tank flashback
138、INT. HUB,doc_137_chunk_0,"Vosen issues a standing kill order on Jason Bourne, effective immediately.","Scene 139B-C: Vosen's office, night"
1、EXT. NIGHT. HOUSING PROJECTS -- MOSCOW,doc_0_chunk_1,Jason Bourne is hidden in the shadows.,Up against the wall
126、INT. NIGHT. MADRID SAFEHOUSE,doc_125_chunk_0,Bourne identifies the person at the door as Nicky.,Security monitor room
138、INT. HUB,doc_137_chunk_3,Bourne decides to move from the cafe.,"cafe, Spanish cops enter"
109、INT. SEWELL AND MARBURY -- NIGHT,doc_108_chunk_0,Bourne notices a car arriving on the monitor.,
152、INT. HOTEL,doc_151_chunk_0,Bourne explicitly instructs Nicky to identify the operative who will terminate Daniels.,
154、INT. HOTEL,doc_153_chunk_0,Bourne decides not to stop Desh.,
154、INT. HOTEL,doc_153_chunk_0,Bourne decides to follow Desh.,
167、EXT. DAY. TANGIER STREET,doc_166_chunk_0,Bourne lies motionless on the street after the bomb blast.,On the street after the bomb blast
179、INT./EXT. RIAD/ROOFTOPS -- CONTINUOUS *,doc_178_chunk_0,Bourne sees Nicky walking slowly behind Desh.,"Rooftops, scanning skyline, spots Nicky and Desh"
179、INT./EXT. RIAD/ROOFTOPS -- CONTINUOUS *,doc_178_chunk_1,Bourne has gained a few metres on Desh.,Rooftop chase
179、INT./EXT. RIAD/ROOFTOPS -- CONTINUOUS *,doc_178_chunk_1,Bourne has Desh in sight.,Rooftop chase
179、INT./EXT. RIAD/ROOFTOPS -- CONTINUOUS *,doc_178_chunk_1,Bourne sees Nicky down below amongst the crowds.,Rooftop chase
170、EXT. AVENUE D'ESPAGNE -- THAT MOMENT *,doc_169_chunk_0,Bourne knows the tactic.,
173、EXT. PETIT SOCCO -- CONTINUOUS *,doc_172_chunk_0,Bourne's call with Nicky terminates.,Square
173、EXT. PETIT SOCCO -- CONTINUOUS *,doc_172_chunk_0,Bourne decides to leave the current location.,Square
188、EXT. ROOFTOP -- CONTINUOUS *,doc_187_chunk_1,Bourne has the upper hand.,
188、EXT. ROOFTOP -- CONTINUOUS *,doc_187_chunk_1,Bourne has won.,
187、INT./EXT. -- NARROW STAIRWELL *,doc_186_chunk_0,Bourne is attacked by Desh.,narrow stairwell
188、EXT. ROOFTOP -- CONTINUOUS *,doc_187_chunk_2,Vosen and Landy believe Bourne is dead.,CRI HUB
172、EXT. RUE D'ESPAGNE -- CONTINUOUS *,doc_171_chunk_1,The target character has a dial tone.,"During a police chase on a moped, attempting to call Nicky."
162、EXT. CAFE DE PARIS,doc_161_chunk_0,Bourne is keeping Desh in sight.,Bourne departs in Vespa on the street while tracking Desh.
197、INT. DUSK. LANDY'S OFFICE (LONELY LANDY),doc_196_chunk_0,Bourne remembers the faces of the people he killed.,Scene 198AC: Pensione bedroom/sitting room
201、INT. TANGIER MORGUE,doc_200_chunk_0,Bourne gains access to the information that Noah Vosen is the Director of Operations at CRI.,
201、INT. TANGIER MORGUE,doc_200_chunk_0,Bourne is returning to New York City (home).,Airplane approaching JFK
2、INT. NIGHT. PHARMACY -- MOSCOW,doc_1_chunk_0,Jason Bourne begins treating his wound.,Room with medicine and first aid supplies
206、INT. OFFICE BUILDING ACROSS FROM CRI -- DAY,doc_205_chunk_0,Bourne sees the word Blackbriar.,Bourne observes Vosen examining a file.
216、INT. LANDY'S OFFICE,doc_215_chunk_0,Bourne is present at the location.,
222、INT. HUB,doc_221_chunk_0,Jason Bourne is alive and at large in New York City.,
272、EXT. ROOFTOP PARKING LOT -- PORT AUTHORITY,doc_271_chunk_1,The wheel in Jason Bourne's car becomes free.,Parking garage during escape from CRI cars
185、EXT. ANOTHER ROOFTOP -- CONTINUOUS *,doc_184_chunk_0,Bourne sees Nicky on another roof.,Rooftop scene
185、EXT. ANOTHER ROOFTOP -- CONTINUOUS *,doc_184_chunk_0,Bourne is unable to get across to Nicky.,Rooftop scene
27、INT. DAY -- EUROSTAR TRAVELING,doc_26_chunk_0,Bourne terminates a phone call.,
