scene,question,answer,evidence,qa_type
64、EXT. DEPOT - NIGHT,Describe the appearance of the female walker in the smoke.,"Wearing a soiled, tattered bridal gown that glows in the smoke","A FEMALE WALKER, wearing the soiled and tattered remnants of a bridal gown. The fabric seems to glow in the smoke.",detailed description
65、INT. FIDDLER'S GREEN BOARDROOM - NIGHT,What specific physical behavior does Kaufman exhibit when speaking to Cliff in the alcove?,"Kaufman leans close to Cliff, smiling with eyes blinking too rapidly.","ON THE OTHER SIDE OF THE DOORS: Kaufman leans close to Cliff, smiling, his eyes blinking a bit too rapidly.",detailed description
13、INT. DEAD RECKONING - NIGHT,What additional emotional state does Riley recognize?,the Thing's anguish,He also recognizes the Thing's anguish as...,detailed description
25、EXT. MAIN STREET - UNIONTOWN - NIGHT,"In [25、EXT. MAIN STREET - UNIONTOWN - NIGHT], What emotional states does Big Daddy experience after killing the father?",Sympathy followed by rage.,"The sympathy is joined by rage. Big Daddy lifts his right foot and brings it STOMPING DOWN on the disembodied head, CRUSHING ITS SKULL.",character states
27、INT. SUBWAY TUNNEL - DAWN,"In [27、INT. SUBWAY TUNNEL - DAWN], What is Riley's emotional state according to the dialogue?",Riley is blaming himself.,RILEY (Blaming himself) Only if you let it.,character states
11、EXT. DEAD RECKONING - NIGHT,Why does Riley love Charlie?,Because Charlie still believes in heaven.,"RILEY: I love ya, Charlie. Know why? Cuzz you still believe in heaven.",causal/relational queries
25、EXT. MAIN STREET - UNIONTOWN - NIGHT,"In [25、EXT. MAIN STREET - UNIONTOWN - NIGHT], What is Big Daddy's physical condition after the confrontation?",Unhurt but spattered with greenish-black blood.,"Big Daddy is unhurt, but spattered with BLOOD. Not red, greenish-black. The blood of the dead.",character states
68、EXT. ALLEY - NIGHT,What is visible through the splintered wall?,Big Daddy's eyes staring through,Big Daddy's Eyes staring through at...,detailed description
67、INT. DEAD RECKONING - NIGHT,What action does Cholo perform after sliding open the small window?,Grabs his crossbow and shoots the Gardener in the head.,"Cholo slides open a small window, grabs his crossbow, and SHOOTS the Gardener in the head.",detailed description
"30、EXT. THE CITY - ""THE THROAT"" - DAWN","In [30、EXT. THE CITY - ""THE THROAT"" - DAWN], What is suspended on the barbs of the electrified fencing?",Corpses,"CORPSES hang all along the stretch, suspended on the barbs.",objects/props
54、INT. KAUFMAN PENTHOUSE - FIDDLER'S GREEN - NIGHT,What does Cholo instruct Kaufman to do regarding the money?,"Put the money on a boat and send it across the river to the South Side. Tenth Street Pier. One man to drive the boat, no more. You've got till midnight.","CHOLO (O.S.) Put the money on a boat and send it across the river to the South Side. Tenth Street Pier. One man to drive the boat, no more. You've got till midnight.",dialogue/beliefs
60、INT. FIDDLER'S GREEN WEAPONS STORAGE - NIGHT,What does Slack believe about joining the mission?,I'd feel like a dick if I didn't.,"SLACK
I'd feel like a dick if I didn't.",dialogue/beliefs
36、INT. PENTHOUSE NUMBER-TWO - FIDDLER'S GREEN - DAY,"In [36、INT. PENTHOUSE NUMBER-TWO - FIDDLER'S GREEN - DAY], What object is suspended from the light fixture in the kitchen?",A homemade noose,a homemade noose suspended from a light fixture in the kitchen,objects/props
45、EXT. DEPOT - NIGHT,"In [45、EXT. DEPOT - NIGHT], Where are Gus and Barrett located when they shoot Tony Baloney?",Outside the Sales Office of the car-lot-turned-depot,"GUS, a young soldier, and his partner BARRETT, are shooting outside the SALES OFFICE of the car-lot-turned-depot.",scene localization
"30、EXT. THE CITY - ""THE THROAT"" - DAWN","In [30、EXT. THE CITY - ""THE THROAT"" - DAWN], What object is welded to the sparking barbs after being decimated?",The Thing's body,"Its body hangs, welded to the SPARKING barbs.",objects/props
9、EXT. HILLTOP ABOVE UNIONTOWN - NIGHT,What happens when Riley fires his .45 at the clown zombie?,"Three bullets hit the chest, neck, cheek; the fourth punches a hole above the left eyebrow, causing the clown to drop.","THREE BULLETS RIP into the Clown's CHEST, NECK, CHEEK. Finally, the FOURTH PUNCHES A HOLE above the thing's left eyebrow. The Clown DROPS.",detailed description
68、EXT. ALLEY - NIGHT,What action does the Butcher perform on the wall?,"Chops into wood with a meat cleaver, causing splinters","HACK! The meat cleaver chops into wood, splintering it.",detailed description
5、EXT. DUMP - NIGHT,When does the skeleton start moving?,After the crates are pushed into the pit,"Three heavily-armed guerrillas push a large crate over a precipice into a garbage pit. Five similar crates lie amid the rubble. ... Except for one, which... suddenly, startlingly MOVES!",temporal references
24、INT. UNIONTOWN STATE STORE - NIGHT,"In [24、INT. UNIONTOWN STATE STORE - NIGHT], What is Mike's emotional state when he hears sounds in the silence?",On edge,Every subtle SOUND in the SILENCE puts MIKE more on edge.,character states
28、EXT. THE CITY - DAY,"In [28、EXT. THE CITY - DAY], What spans the rivers in the passage?",Seven barricaded bridges,SEVEN BARRICADED BRIDGES span the rivers.,objects/props
15、INT. DEAD RECKONING - NIGHT,"In [15、INT. DEAD RECKONING - NIGHT], What is Mike's emotional state during the encounter with the zombies?",Disgusted,"Mike says, 'This is a fucking massacre.'",character states
63、INT. FIDDLER'S GREEN BOARDROOM - NIGHT,What visual detail is shown in the close-up shot?,Sutherland's alarmed face is shown in a close-up shot.,CLOSE ON: SUTHERLAND'S alarmed face.,detailed description
9、EXT. HILLTOP ABOVE UNIONTOWN - NIGHT,What does the zombie wearing a clown suit look like?,"Wears a clown suit with a partially eaten red nose, painted eyelashes, orange hair crawling with spiders.",This one wears the remains of a CLOWN SUIT. Half its bulbous red nose has been eaten away. Painted eyelashes make its stare alarming. Its ORANGE HAIR is crawling with SPIDERS.,detailed description
4、EXT. HILLTOP ABOVE UNIONTOWN - NIGHT,What does Riley question in his dialogue?,Pretending to be alive,Pretending to be alive?,dialogue/beliefs
"3、EXT. ""UNIONTOWN TEXACO"" - NIGHT","In [3、EXT. ""UNIONTOWN TEXACO"" - NIGHT], What is the physical condition of the ATTENDANT?",He has lost his left arm and has dried blood on his jump-suit.,"He has lost its left arm. Dried blood darkens the shoulder of its jump-suit, where the arm was torn away.",character states
64、EXT. DEPOT - NIGHT,What action is Manolete performing under the T-Bird's dash?,Fumbling with colored wires,Manolete fumbles with colored wires under the dash.,detailed description
"40、INT. CENTER RING - ""THE ARENA"" - DAY","In [40、INT. CENTER RING - ""THE ARENA"" - DAY], Where are the Painted Walkers thrust after the gates open?",The iron-mesh structure resembling a lion-tamer's cage,Gates open. THE PAINTED WALKERS are thrust inside the cage. Their nooses are released. The gates are locked behind them.,scene localization
60、INT. FIDDLER'S GREEN WEAPONS STORAGE - NIGHT,What does Charlie say about the K-90's firing rate?,I don't norm'ly need fourteen rounds.,"C
HARLIE
I don't norm'ly need fourteen rounds.",dialogue/beliefs
36、INT. PENTHOUSE NUMBER-TWO - FIDDLER'S GREEN - DAY,"In [36、INT. PENTHOUSE NUMBER-TWO - FIDDLER'S GREEN - DAY], What weapon does the young man use to cut the noose?",A paring knife,lifts a paring to knife cut through the noose,objects/props
48、EXT. DEPOT - TONY'S AUTOMANIA SALES OFFICE - NIGHT,"In [48、EXT. DEPOT - TONY'S AUTOMANIA SALES OFFICE - NIGHT], Where does the sound originate?",the woods adjoining the lot,The SOUND comes again. From the woods that adjoin the lot.,scene localization
65、INT. FIDDLER'S GREEN BOARDROOM - NIGHT,"What action does Kaufman take with Cliff, and what is the description of the doors they enter?","Kaufman leads Cliff into an alcove with sandblasted glass doors, where they are visible in silhouette.","Kaufman leads Cliff into... an alcove... shutting two pocket doors made of sandblasted glass. Sutherland and the others... can see, Kaufman and Cliff in SILHOUETTE.",detailed description
23、EXT. UNIONTOWN STATE STORE - NIGHT,When do Cholo and Foxy start into the liquor store?,After Dead Reckoning arrives and Riley and Charlie climb out,They stop as DEAD RECKONING pulls up and RILEY and CHARLIE climb out. Cholo and Foxy start into the liquor store.,temporal references
