scene,question,answer,evidence,qa_type
2、INT. FLETCHER'S APARTMENT - NIGHT,What action does Gerald take toward his wife as the slides change?,Gerald runs his hand along his wife's stockinged leg.,Gerald runs his hand along his wife's stockinged leg.,detailed description
21、INT. FRANK CARTER'S HOUSE - LIVING ROOM - DAY,"In [21、INT. FRANK CARTER'S HOUSE - LIVING ROOM - DAY], Where is the electric razor plugged in?",Into the lamp above his dead brother,His electric razor is plugged into the lamp above his dead brother.,scene localization
27、EXT. FRANK CARTER'S HOUSE - DAY,"In [27、EXT. FRANK CARTER'S HOUSE - DAY], What is Eddie Appleyard's emotional state during the funeral?",Grieving Frank's death,EDDIE states Frank was a 'good bloke' and 'one of the best' while at the funeral,character states
24、INT. FRANK CARTER'S HOUSE - LIVING ROOM - DAY,"In [24、INT. FRANK CARTER'S HOUSE - LIVING ROOM - DAY], What is Doreen's emotional state when she first sees the coffin?",Mesmerized and dazed,She seems mesmerized by what's going on. Doreen is dazed when answering Carter.,character states
51、INT. BOARDING HOUSE - HALL/SITTING ROOM - NIGHT,What does Carter say the casket contains?,"My brother, Frank.","EDNA What is it? CARTER My brother, Frank.",dialogue/beliefs
63、INT. BOARDING HOUSE - HALL - NIGHT,How does Carter prevent the man from exiting the car?,"Carter grabs the door and slams it against the man, shattering the window.","Carter grabs it and pulls it wide open. With all his force, he slams it against the man as he gets out. The window shatters over his head.",detailed description
53、INT. BOARDING HOUSE - SITTING ROOM - NIGHT,What does Carter express a desire to do to Edna?,Stroke her and kiss her all over,CARTER ... I want to stroke you and kiss you all over.,dialogue/beliefs
46、INT. THE HEIGHTS - SITTING ROOM - LATE AFTERNOON,What does Kinnear say about fixing Eric up?,"If I'd known, I'd have fixed him up with something better.","KINNEAR
If I'd known, I'd have fixed him
up with something better.",dialogue/beliefs
39、EXT. TRACK SADDLING ENCLOSURE - DAY,What does Carter claim about his feelings for Eric?,He claims to care about Eric's welfare and is nosy.,"CARTER: I've always ad your welfare at heart, Eric. Besides which, I'm nosy.",dialogue/beliefs
38、EXT. TRACK ENCLOSURE - DAY,"In [38、EXT. TRACK ENCLOSURE - DAY], What action does Albert take after paling?",He holds his race card and disappears into the crowd.,He holds his race card in front of his face and disappears into the crowd.,character states
19、INT. 'LAS VEGAS' BOARDING HOUSE - ENTRANCE HALL - NIGHT,What causes Edna to ask about the husband's arrival?,Carter's claim about staying with a friend.,EDNA asks about the husband after CARTER states he's staying with a friend.,causal/relational queries
41、INT. HIRE CAR - AFTERNOON,"In [41、INT. HIRE CAR - AFTERNOON], What car does Carter follow?",The Cadillac with dark-tinted windows,a Cadillac with dark-tinted windows,objects/props
33、INT. CREMATORIUM COMMITTAL CHAMBER - DAY,"In [33、INT. CREMATORIUM COMMITTAL CHAMBER - DAY], What is slid inside the furnace?",Frank's coffin,Frank's coffin is slid inside the furnace.,objects/props
48、EXT. SCRAPYARD - DAY,What did Billy say caused the car to end up in the river?,He was drunk. Drunk as a lord.,"BILLY
He was drunk. Drunk as a lord.",dialogue/beliefs
46、INT. THE HEIGHTS - SITTING ROOM - LATE AFTERNOON,What does Kinnear say about the current situation?,"You see what it's like these days, Jack. You can't get the material.","KINNEAR
You see what it's like these days,
Jack. You can't get the material.",dialogue/beliefs
50、EXT. ALLEY IN TOWN CENTRE - NIGHT,What advice does Carter give Doreen?,Be good. And don't trust boys.,CARTER Be good. And don't trust boys.,dialogue/beliefs
33、INT. CREMATORIUM COMMITTAL CHAMBER - DAY,"In [33、INT. CREMATORIUM COMMITTAL CHAMBER - DAY], What closes after the flames start to lick the coffin?",The steel trap,Flames start to lick it as the steel trap closes.,objects/props
3、EXT. RAIL TRACK - DAY,What causes the blackness in the tunnel?,The express train plunging into the tunnel,Express train plunges into a tunnel Blackness.,causal/relational queries
1、EXT. PENTHOUSE APARTMENT - LONDON - NIGHT,"In [1、EXT. PENTHOUSE APARTMENT - LONDON - NIGHT], Where is Jack Carter located when he looks out at the night?",The room with the large picture window,Framed in the large picture window stands JACK CARTER,scene localization
32、EXT. CREMATORIUM - DAY,"In [32、EXT. CREMATORIUM - DAY], What is Margaret's emotional state when Carter confronts her about Frank's murder?",Nervous,MARGARET (nervously) Killed? I don't know anything about it.,character states
