scene,question,answer,evidence,qa_type
1、 油画旁白,在[1、 油画旁白]中，潘金莲和西门庆如何对待武大？,勾搭成奸并毒死武大,与潘金莲勾搭成奸。把武大给毒死了,detailed description
74、 定格。,"在[74、 定格。]中, 李雪莲如何回应他人对她的议论？",跟着笑，像说的不是自己,别人说的时候，她也跟着笑，像说的不是她，是另外一个人……,character states
19、 河边 黄昏 外,潘金莲指代什么？,《水浒传》中通奸谋杀亲夫的女性角色,潘金莲婚后与人通奸，并谋害亲夫,terminology/abbreviation/concept
7、 小镇街道 日 内,李雪莲对判决结果持什么态度？,认为自己被骗，判决不公。,法院的判决让李雪莲越想越气，李雪莲气的是丈夫骗了她，谁知一告状，官司还输了，这不证明丈夫做的是对的，李雪莲被骗成活该了吗？,dialogue/beliefs
6、 光明县人民法院第五审判厅 日 内,在[6、 光明县人民法院第五审判厅 日 内]中，李雪莲如何评价秦玉河？,称其为畜生,和秦玉河打官司，那个畜生怎么不到场，只来了一个律师哩？,dialogue/beliefs
21、 猪肉铺后面的小巷 日 外,"在[21、 猪肉铺后面的小巷 日 外]中, 老胡是否害怕？",是，担心无法完成任务,老胡：我一个人杀得了这么多人么？...我又不是黑社会,character states
39、 古宅院 日 内,"在[39、 古宅院 日 内]中, 王公道对李雪莲的评价是什么？",认为她难缠且心思难测,王公道：十年了，这个妇女变得越来越难缠了，她越说不告状，我越弄不清楚她的心思,character states
17、 牛棚 日 外,"在[17、 牛棚 日 外]中, 李雪莲的情绪状态如何？",对告状失去信心，决定不告状,李雪莲决定不告状了，不告状并不是听了牛的话，而是对告状死了心,character states
1、 油画旁白,李雪莲的丈夫如何评价李雪莲？,说李雪莲是潘金莲,李雪莲的丈夫说李雪莲是潘金莲,detailed description
10、 饭店门口 夜 外,李雪莲对荀院长说了什么？,你们的人把我的案子判错了，你不能不管啊！,李雪莲：荀院长，你们的人把我的案子判错了，你不能不管啊！,dialogue/beliefs
40、 雪莲牛骨汤 日 外,李雪莲说今年不告状是在什么时候？,北京人代会召开前,郑众：北京又要开人代会了，那你还去告状不去了？李雪莲：我昨天不是已经说了么？今年我不去了。,temporal references
5、 县城小路 日 外,在[5、 县城小路 日 外]中，李雪莲为什么和秦玉河假离婚？,为了在县城分房,去年，我和秦玉河假离婚，是为了能在县城分一套房子。,causal/relational queries
57、 旅店 内 日,灯光变化后，镜头如何移动？,镜头从床位平移到床前，停在李玉莲光洁的背上,灯光暗了下来。镜头从床位平移到床前，停在李玉莲光洁的背上。,detailed description
21、 猪肉铺后面的小巷 日 外,"在[21、 猪肉铺后面的小巷 日 外]中, 李雪莲的情绪状态如何？",情绪激动，感到憋闷,李雪莲：（捂胸口）心里憋得慌,character states
3、 小路 日 外,"在[3、 小路 日 外]中, 李雪莲的情绪状态如何变化？",从迷茫变得坚定,李雪莲迷茫地站在雨中看向远方，但很快又坚定地向前走去,character states
35、 宴会厅 日 内,"在[35、 宴会厅 日 内]中, 首长在会议上的情绪状态如何？",被逼无奈,看来我是被逼上梁山了,character states
62、 桥上 日 外,潘金莲在文中指代什么？,被污蔑为淫妇的人,秦玉河说她是潘金莲,terminology/abbreviation/concept
38、 雪莲牛骨汤 日 内,"在[38、 雪莲牛骨汤 日 内]中, 王公道带来的猪腿为什么被拿回去？",李雪莲信佛不吃肉,你把我这个猪腿给我拿回去，我现在信佛呢，不吃肉,objects/props
13、 永安市政府 日 外,"在[13、 永安市政府 日 外]中, 蔡沪浜站在何处观察李雪莲？",市政府走廊的窗前,市长蔡沪浜站在走廊的窗前望着大门口的李雪莲。,scene localization
13、 永安市政府 日 外,"在[13、 永安市政府 日 外]中, 李雪莲在何处举着‘冤’字瓦楞纸？",市政府大门口,李雪莲坐在地上，把一张写着‘冤’的瓦楞纸举在头顶。市政府车水马龙，市长蔡沪浜站在走廊的窗前望着大门口的李雪莲。,scene localization
8、 李雪莲家里 夜 内,李雪莲在窗前做什么？,坐在窗前沉思。,李雪莲坐在窗前沉思。,detailed description
17、 牛棚 日 外,"在[17、 牛棚 日 外]中, 李雪莲的处境是什么？",得罪了所有人，官司未打赢,李雪莲：我把这世界上的人都得罪光了，你说，接下来我还折腾不折腾了？,character states
