doc_title,chunk_id,fact,scene_context
106、INT. LABORATORY - NIGHT,doc_105_chunk_6,Star starts to wake up.,"Kyle's chamber, after Kyle's tray slides out."
108、EXT. OFFICE PARK FACILITY - NIGHT,doc_107_chunk_2,Star witnessed Marcus leaping out of the way.,Chase through the facility
26、INT. ABANDONED MOTEL ROOM - DAY,doc_25_chunk_0,Star's watch is located on the dresser.,The messy room with graffiti and trash
106、INT. LABORATORY - NIGHT,doc_105_chunk_7,Star receives her baseball.,"Prisoners' sudden freedom, Marcus hands Star her baseball"
117、EXT. COASTLINE - DAY,doc_116_chunk_2,Star stays close together with Marcus and Kyle.,Connor replaces mask and moves to direct troops.
24、EXT. REST STOP - DAY,doc_23_chunk_1,Star has been timing the drone's movements.,"Fast-food joint, Star timing the drone"
106、INT. LABORATORY - NIGHT,doc_105_chunk_0,Star owns a baseball cap.,Chamber monitoring station
26、INT. ABANDONED MOTEL ROOM - DAY,doc_25_chunk_1,Star is represented by a stick figure wearing a baseball cap in Kyle's drawing.,Kyle drawing stick figures on the TV screen
30、EXT. TEXAS PLAINS - NIGHT,doc_29_chunk_0,Star is experiencing the unfamiliar sensation of a moving vehicle while enjoying the breeze.,Off-road jeep journey under moonlight
115、EXT. COASTLINE/DOCK - NIGHT/DAWN,doc_114_chunk_1,Star lies motionless on the dock after the blast.,Dock after blast
25、INT. FAST FOOD JOINT - DAY,doc_24_chunk_0,Star is not spotted by the aerostat.,abandoned taco place interior
33、EXT. SERVICE STATION - DAY,doc_32_chunk_0,Star is being carried by the harvester.,"Outside the station, the harvester carries Kyle and Star."
109、EXT. PARK/WOODS - NIGHT,doc_108_chunk_1,Star is seated in the back of the vehicle.,"In the woods, after the ATV topples and is righted."
57、INT. TRANSPORT - NIGHT,doc_56_chunk_2,The graffiti depicts Star holding hands with Kyle and Marcus.,"Prisoners running by, graffiti on wall"
27、INT. MOTEL CORRIDOR - DAY,doc_26_chunk_0,Star sees that Marcus is still with them.,"Afternoon, room door, Star peers out and observes Marcus is present."
33、EXT. SERVICE STATION - DAY,doc_32_chunk_1,Star becomes unconscious after being injected by the harvester.,Harvester injects Star as COW emerges.
40、INT. TRANSPORT - NIGHT,doc_39_chunk_0,Star is a prisoner.,Steel container during transport landing
32、INT. SERVICE STATION - DAWN,doc_31_chunk_5,Star successfully escapes from Bull and exits the location.,
32、INT. SERVICE STATION - DAWN,doc_31_chunk_3,"Star is positioned in the center of the garage, beside Kyle and Bull.","Garage, during the confrontation"
107、INT. UNDERGROUND GARAGE - NIGHT,doc_106_chunk_2,Star is present at the hydrogen car explosion.,"Hydrogen car explosion near bus, close to Kyle and Star."
42、INT. TRANSPORT - NIGHT,doc_41_chunk_1,Star has a burned wrist,Aerostat attack
81、INT. STAR'S TESTING CHAMBER - DAY,doc_80_chunk_0,"Star is immobilized in a small, tubular chamber.","in a small, tubular chamber (resembling an MRI)"
