doc_title,chunk_id,description,scene_context
11、EXT. BOWLING ALLEY PARKING LOT - NIGHT,doc_10_chunk_3,"Rayette reaches over, she pulls him into her arms.",
115、EXT. BOWLING ALLEY PARKING LOT - NIGHT,doc_114_chunk_3,"Rayette reaches over, she pulls him into her arms.",
113、INT. RAYETTE'S LIVING ROOM - NIGHT,doc_112_chunk_5,She hands him the can and sits back down on the couch.,
114、INT. BOWLING ALLEY - NIGHT,doc_113_chunk_2,Rayette hugs his arm.,"Scene during a bowling game, as Stoney bowls a strike."
114、INT. BOWLING ALLEY - NIGHT,doc_113_chunk_5,"Ecstatic, she comes back to the banquette, seating herself beside Bobby and trying to solicit a response from him.",
138、EXT. REAR OF DINER - LATE NIGHT,doc_137_chunk_1,she turns away,
138、EXT. REAR OF DINER - LATE NIGHT,doc_137_chunk_1,She lowers her gaze to the ground,
154、EXT. BOBBY'S CAR - HIGHWAY - DAY,doc_153_chunk_1,Rayette sticking her head out the driver's window.,
146、INT. RAYETTE'S LIVING ROOM - DAY,doc_145_chunk_0,"Rayette, lying in bed, her back against the pillows, staring at the wall.",Bedroom: Bobby enters and finds Rayette in bed.
139、INT. ELTON AND STONEY'S MOBILE HOME - NIGHT,doc_138_chunk_1,Rayette reaches over to Bobby.,
139、INT. ELTON AND STONEY'S MOBILE HOME - NIGHT,doc_138_chunk_1,She takes a sip and hands it back.,
113、INT. RAYETTE'S LIVING ROOM - NIGHT,doc_112_chunk_2,She pulls it from his hand.,
113、INT. RAYETTE'S LIVING ROOM - NIGHT,doc_112_chunk_2,How 'bout if I just cut off your damn water?,
151、INT. BOBBY'S CAR - HIGHWAY - DAY,doc_150_chunk_0,"She returns his look with absolute devotion, then reaches over and caresses the back of his neck.",ON RAYETTE
113、INT. RAYETTE'S LIVING ROOM - NIGHT,doc_112_chunk_7,The response makes her deeply insecure and she immediately lays her body against his,
113、INT. RAYETTE'S LIVING ROOM - NIGHT,doc_112_chunk_7,and initiates another round of kissing,
113、INT. RAYETTE'S LIVING ROOM - NIGHT,doc_112_chunk_6,She sits down and begins removing the tag.,
113、INT. RAYETTE'S LIVING ROOM - NIGHT,doc_112_chunk_6,"She thinks about it, then moves closer to him and begins unbuttoning his workshirt.",
114、INT. BOWLING ALLEY - NIGHT,doc_113_chunk_6,Rayette pulls off her rental shoes and throws them to the floor.,
