doc_title,chunk_id,description,scene_context
12、INT. TRAIN COMPARTMENT - NIGHT,doc_11_chunk_0,Carter collects his coat and briefcase from the rack.,"Train platform, after the train stops"
110、EXT. JETTY - DAY,doc_109_chunk_1,Carter is listening to all this.,
122、EXT. VILLAGE TELEPHONE KIOSK - NIGHT,doc_121_chunk_0,Carter stands in the dimly lit kiosk with Margaret.,Dimly lit kiosk with Margaret and hire car parked alongside
124、EXT. VILLAGE TELEPHONE KIOSK - NIGHT,doc_123_chunk_0,Carter into phone.,
118、EXT. BINGO HALL - NIGHT,doc_117_chunk_0,Carter follows them and turns up a side street.,Outside at the end of the evening's entertainment
114、EXT. STAIRCASE - DAY,doc_113_chunk_0,Carter comes around the corner.,First level
114、EXT. STAIRCASE - DAY,doc_113_chunk_0,Carter slams his fist hard into his gut.,First level
102、EXT. JETTY. TYNE FERRY - DAY,doc_101_chunk_0,Carter parks the sports car as the ferry docks.,"Ferry dock, ferry docking"
102、EXT. JETTY. TYNE FERRY - DAY,doc_101_chunk_0,He moves down the gangway towards it.,"Ferry dock, moving down gangway"
126、INT. VILLAGE TELEPHONE KIOSK - NIGHT,doc_125_chunk_0,Carter into phone.,
126、INT. VILLAGE TELEPHONE KIOSK - NIGHT,doc_125_chunk_0,Carter hangs up.,
126、INT. VILLAGE TELEPHONE KIOSK - NIGHT,doc_125_chunk_0,He pushes Margaret towards the car.,
110、EXT. JETTY - DAY,doc_109_chunk_2,Carter shows no emotion.,
119、EXT. STEPS LEADING TO BACK STREET - NIGHT,doc_118_chunk_0,Carter follows discreetly.,"At the steps, as Margaret and her friend descend."
119、EXT. STEPS LEADING TO BACK STREET - NIGHT,doc_118_chunk_0,Carter follows Margaret.,"At the bottom of the steps, after Margaret and her friend part."
105、INT. BETTING SHOP - DAY,doc_104_chunk_1,Carter sees a door at the back.,At a location with a back door and toilet sign
105、INT. BETTING SHOP - DAY,doc_104_chunk_1,Carter follows.,At the toilet door
109、INT. FERRY - DAY,doc_108_chunk_0,"Carter sits, watching the other passengers.",
109、INT. FERRY - DAY,doc_108_chunk_0,His look is tinted with regret even remorse.,
107、INT. BETTING SHOP - DAY,doc_106_chunk_0,Carter comes in from the back and walks calmly through to the street.,"Entering building from back, walking to street"
