id,scene,question,answer,evidence,qa_type
1,85. 街头 夜 外,茅十八最后如何死亡？,被刀捅伤后失血过多,这时，警车赶到。小偷团伙落荒而逃，警察们追赶过去。荔枝也想过去帮忙，却被茅十八反手拉住抱住。他的双手满是鲜血。,detailed description
2,76. 路边 日外,"在[76. 路边 日外]中, 陈末在被敲窗时的情绪状态如何？",惊醒并大叫，随后镇定。,陈末猛然惊醒，大叫。...镇定下来。,character states
3,5. 组镜 夜内,小容如何评价陈末？,你是个好 DJ，但不是一个好恋人,小容：你是个好 DJ，但不是一个好恋人。,dialogue/beliefs
4,50. 播音室 夜内,陈末为什么强调今天的重要性？,今天要跟小荣决一死战,今天多重要啊 今天要跟小荣决一死战,temporal references
5,75. 组镜 播音室／街头／小贩摊上／车内／保安室内 夜外,"在[75. 组镜 播音室／街头／小贩摊上／车内／保安室内 夜外]中, 幺鸡为何情绪失控？",幺鸡因陈末的自私和软弱而情绪失控。,你就是自私，是软弱！,character states
6,10. 办公室 日内,"在[10. 办公室 日内]中, 小容对节目的态度如何？",认为节目有基础，不愿放弃,小容：这档节目还是有基础的，我不想轻易放弃。,character states
7,63. 阳台 日外,"在[63. 阳台 日外]中, 陈末对茅十八求婚计划的反应状态是什么？",表示不赞同,陈末：你学猪头啊。,character states
8,56. 组镜 办公室 街头 日,陈末引用了哪句诗？,不知细叶谁裁出，二月春风似剪刀。,陈末：游街怎么了 游街很风雅吗。不知细叶谁裁出，二月春风似剪刀。,dialogue/beliefs
9,4. 播音室/雨夜街头（互切）,小容在什么时候提出分手？,在陈末问‘喜欢么？’之后,陈末：喜欢么？小容：陈末，我们分手吧。,temporal references
10,19. 胡同 日外,"在[19. 胡同 日外]中, 茅十八此时处于什么状态？",被按在墙上,荔枝抓住茅十八，把他按在墙上,character states
11,22. 播音室天台 夜外,"在[22. 播音室天台 夜外]中, 幺鸡的情绪状态如何？",惶恐,幺鸡捧着一碗面，惶恐地面向陈末。,character states
12,61. 街头 夜外,"在[61. 街头 夜外]中, 猪头在燕子离开时的情绪状态如何？",猪头悲伤地哭着追赶出租车,猪头跪在地上大哭，出租车疾驰而去。,character states
13,29. 公司 日内,小容对曹总说了什么？,钱已打到你账上，项目还要投多少钱？,小容：那个钱我不是已经打到你账上了吗？曹总，这个项目到底还要投多少钱？,dialogue/beliefs
14,12. 天台 日外,为什么陈末妈妈做饭不讲道理？,三年前开始老年痴呆,这是我妈，三年前开始老年痴呆，其他都挺好，就是做饭太不讲道理。,causal/relational queries
15,59.酒店 夜内,陈末对爱情的看法是什么？,所有的爱情都是吹牛。,陈末：燕子 如果你不回来的话，我认为所有的爱情都是吹牛。,dialogue/beliefs
16,61. 街头 夜外,"在[61. 街头 夜外]中, 燕子是否承诺偿还猪头20万元？",是，燕子承诺赚到钱就立即偿还,燕子：你的那些钱，一共 20 万，我都记着呢。我一赚到钱，就马上还给你。,character states
17,53. 重庆街头 夜外,在[53. 重庆街头 夜外]中，幺鸡认为全力以赴对一个人好会怎样？,变成傻子聋子，眼里只有他,当你全力以赴，打算对一个人好的时候，你就变成了傻子聋子，眼里除了他什么人都没有,dialogue/beliefs
18,46. 校广播室 日内,陈末在视频中说了什么？,这是属于我们的青春，光芒万丈的青春。,陈末（VO）：这是属于我们的青春，光芒万丈的青春。,dialogue/beliefs
19,59.酒店 夜内,在[59.酒店 夜内]中，猪头认为大学恋爱能否延续？,大学的恋爱不可能延续，我跟燕子可能是我们班最后一对了。,猪头：很多人都说，大学的恋爱不可能延续，我跟燕子可能是我们班 最后一对了。,dialogue/beliefs
20,80. 陈末家 夜 内,幺鸡对陈末妈妈说了什么？,我以后不能来陪你了，你自己要好好的,幺鸡：阿姨，我以后不能来陪你了，你自己要好好的。,detailed description
21,56. 组镜 办公室 街头 日,陈末在游街时重复了什么话？,我是蠢货……,陈末：我是蠢货……,dialogue/beliefs
22,18. 重庆街头 日外,"在[18. 重庆街头 日外]中, 茅十八的行动状态如何？",扔下筷子转身逃跑,茅十八抬头看到荔枝，扔下筷子转身就跑,character states
23,66. 播音室 夜内,"在[66. 播音室 夜内]中, 陈末在节目高潮时的情绪状态如何？",眼睛里满含泪水,眼睛里满含泪水,character states
24,22. 播音室天台 夜外,"在[22. 播音室天台 夜外]中, 陈末认为幺鸡是谁派来的？",小容,陈末：内奸。小容派来的，对不对？,character states
25,60.街头 夜外,"在[60.街头 夜外]中, 猪头在听到陈末的话后处于什么情绪状态？",愤怒,猪头听到后愤怒的把陈末推倒，两人在地上打起来。,character states
26,64. 陈末家 夜内,"在[64. 陈末家 夜内]中, 陈末与那个女人的关系状态如何？",越走越远,而我和那个女人也越走越远。,character states
27,27. 宿舍 夜内,猪头在视频通话结束后看到流量费用提示时表现出什么情绪状态？,猪头表现出震惊和懊恼的情绪状态。,视频一结束，猪头看到手机提示流量费用，连忙叫起来：呀，流量贵死了贵死了。,character states
28,48. 重庆街头 日外,在荔枝准备离开去上班时，茅十八通过什么方式表达了他对她的关心？,茅十八给了荔枝一个自己制作的求救装置，告诉她遇到危险时会收到通知并去救她。,茅十八把一个自己做的装置递给荔枝，说这东西能在遇到危险时发出通知，他会去救她。,character states
29,2. 播音室 夜内 | 8. 播音室内 日 两年后 | 21. 播音室／面馆 夜内 （互切）,在电台播音过程中，陈末在什么动作之后继续主持节目并让下一个来电接入？,陈末在艰难地咽下嘴里的面条后继续主持节目并让下一个来电接入。,陈末艰难地把嘴里的面条咽下去，拿起话筒说道：下一个。,character states
30,20. 胡同 日外 | 38. 重庆街头 夜外,在被茅十八反问恋爱经历时，荔枝表现出怎样的心理状态？,荔枝表现出犹豫和情绪低落的心理状态。,荔枝没有立刻回答，沉默片刻后才轻声说起自己差点结婚的经历。,character states
31,18. 重庆街头 日外 | 19. 胡同 日外 | 38. 重庆街头 夜外,在被荔枝追问高考受处分的原因时，茅十八表现出怎样的心理状态？,茅十八表现出坦然接受的态度，没有回避或掩饰自己的过去。,茅十八直接回答作弊，并继续解释自己目前的生活状态，显示出对过往行为的坦率,character states
