doc_title,chunk_id,fact,scene_context
169、EXT. BIFROST LANDING SITE (EARTH) - DAY,doc_168_chunk_1,SHIELD formally offers to sponsor Jane Foster's research.,
129、INT. JANE'S TRAILER - NIGHT,doc_128_chunk_0,Jane receives information from Thor that Erik Selvig is unharmed.,Scene in the trailer: Thor arrives with the unconscious Selvig and responds to Jane's concern.
"67、EXT. PUENTE ANTIGUO, NEW MEXICO - MAIN STREET - DAY",doc_66_chunk_0,Jane identifies the dark matter analysis machine from her lab in the back of a pick-up truck.,
51、INT. COUNTY HOSPITAL ER - DAY,doc_50_chunk_0,The target character claims to be the patient's wife in order to gain visiting access.,"Scene involving the Admissions Nurse at a hospital, where Jane seeks entry to visit a patient."
190、EXT. SMITH MOTORS - LAB - NIGHT,doc_189_chunk_1,"Jane Foster is operating a high-tech device bearing the ""STARK INDUSTRIES"" logo.",
190、EXT. SMITH MOTORS - LAB - NIGHT,doc_189_chunk_1,Jane Foster is working at an improvised workstation on the roof.,
3、INT. SUV - NIGHT,doc_2_chunk_0,Jane has documented anomalies and their correlation with geomagnetic storms in a handwritten notebook.,
3、INT. SUV - NIGHT,doc_2_chunk_0,Jane presents a chart showing patterns and occurrences of anomalies to Selvig.,
130、EXT. SMITH MOTORS - ROOF - NIGHT,doc_129_chunk_1,The target character receives her notebook from Thor.,
130、EXT. SMITH MOTORS - ROOF - NIGHT,doc_129_chunk_1,The target character expresses gratitude upon receiving her notebook.,
130、EXT. SMITH MOTORS - ROOF - NIGHT,doc_129_chunk_1,The target character acknowledges that having the notebook means she does not have to start her work over.,
55、INT. JANE'S SUV,doc_54_chunk_1,Jane Foster decides to continue searching for Thor for as long as necessary.,"Scene involving a car, after discussing the search for Thor."
55、INT. JANE'S SUV,doc_54_chunk_1,Jane Foster collides with Thor while reversing her car.,Scene where Thor reappears in stolen hospital scrubs.
40、EXT. BIFROST LANDING SITE (EARTH) - NIGHT,doc_39_chunk_4,"Jane discovers a faint, discernible pattern etched into the sand.",Scene 36A: At a location where Jane and Erik observe runes in the sand.
40、EXT. BIFROST LANDING SITE (EARTH) - NIGHT,doc_39_chunk_4,Jane takes photographs of the runes etched in the sand.,"Scene 36A: As a breeze begins to blow the sand away, Jane urgently documents the runes."
2、EXT. SUV - NIGHT,doc_1_chunk_0,Jane Foster operates a hand-built magnetometer connected to astronomical devices mounted on the SUV.,Desert location: Jane emerges through the roof of the SUV and calibrates the magnetometer with the constellations.
2、EXT. SUV - NIGHT,doc_1_chunk_0,Jane Foster is associated with a collection of hand-built astronomical devices constructed from spare parts.,Desert location: The devices are revealed as part of the SUV's roof panel system.
186、EXT. HEIMDALL'S OBSERVATORY,doc_185_chunk_11,Jane Foster witnesses the Bifrost energy explosion in the sky.,"Bifrost Landing Site (Earth) - Day: The Bifrost energy explodes in the sky, and Jane is present with Selvig, Darcy, and Coulson."
186、EXT. HEIMDALL'S OBSERVATORY,doc_185_chunk_11,Jane Foster understands the significance of the Bifrost's disappearance.,"Bifrost Landing Site (Earth) - Day: Jane looks back at the sky with distress, indicating her comprehension of the event's importance."
44、INT. COUNTY HOSPITAL ER - NIGHT,doc_43_chunk_1,Jane Foster provides her full name to the admissions nurse.,"At a hospital admissions desk, while inquiring about Thor's condition."
44、INT. COUNTY HOSPITAL ER - NIGHT,doc_43_chunk_1,Jane Foster states that she has never met Thor before the incident.,"At a hospital admissions desk, when asked about her relationship to Thor."
44、INT. COUNTY HOSPITAL ER - NIGHT,doc_43_chunk_1,Jane Foster expresses concern for Thor's well-being by stating she wants to make sure he is okay.,"At a hospital admissions desk, while providing information about Thor."
47、EXT./INT. SMITH MOTORS - LAB - MORNING,doc_46_chunk_1,Jane Foster is the author of the algorithm being analyzed in the program titled 'J. FOSTER ALGORITHM ANALYSIS'.,
47、EXT./INT. SMITH MOTORS - LAB - MORNING,doc_46_chunk_1,Jane Foster has been working on a piece of equipment that she integrates into a rack-mounted server.,
47、EXT./INT. SMITH MOTORS - LAB - MORNING,doc_46_chunk_1,Jane Foster assigns Darcy to deliver soil samples to Professor Meyers in geology.,
47、EXT./INT. SMITH MOTORS - LAB - MORNING,doc_46_chunk_1,Jane Foster accepts Selvig's offer to collaborate on the research project.,
