doc_title,chunk_id,fact,scene_context
154、INT. CARNEGIE HALL - STAGE - MOMENTS LATER,doc_153_chunk_1,Nick plays the cello.,
73、EXT. HOUSING PROJECT - NIGHT,doc_72_chunk_0,Nick exits the car to follow Roberta.,
156、INT. CPE 1 - MUSIC CLASSROOM - DAY,doc_155_chunk_1,Nick is a professional cellist in a graduate music program.,Crawl: Information provided at the end of the film.
61、EXT. CENTRAL PARK - A LITTLE LATER,doc_60_chunk_0,Nick laughs in the presence of Brian.,"Scene where Brian and Roberta stroll while the boys run ahead, dragging sticks along the pavement."
61、EXT. CENTRAL PARK - A LITTLE LATER,doc_60_chunk_0,Nick is missing his dad.,"Scene where Brian and Roberta stroll while the boys run ahead, dragging sticks along the pavement."
69、INT. BROWNSTONE - DAY,doc_68_chunk_0,Nick is 17 years old.,
69、INT. BROWNSTONE - DAY,doc_68_chunk_0,Nick practices the cello.,
69、INT. BROWNSTONE - DAY,doc_68_chunk_0,Nick plays music with Lexi.,
69、INT. BROWNSTONE - DAY,doc_68_chunk_0,Nick has brown hair.,
69、INT. BROWNSTONE - DAY,doc_68_chunk_0,Nick has a huskier build.,
56、EXT. SCHOOL YARD - DAY,doc_55_chunk_0,Nick is involved in a physical fight with another boy.,"Scene: Schoolyard or classroom area, during a fight among children."
56、EXT. SCHOOL YARD - DAY,doc_55_chunk_0,Nick has a bleeding nose as a result of the fight.,"Scene: Schoolyard or classroom area, during a fight among children."
56、EXT. SCHOOL YARD - DAY,doc_55_chunk_0,Nick has the other boy in a headlock during the fight.,"Scene: Schoolyard or classroom area, during a fight among children."
24、INT. BRIAN'S BEDROOM - NIGHT,doc_23_chunk_0,Nick is in bed with Lexi at Brian's place.,Scene: Lexi and Nick are being tucked in by Roberta at Brian's bed.
24、INT. BRIAN'S BEDROOM - NIGHT,doc_23_chunk_0,Nick has made a statement that his father promised to get a puppy when they moved back to America.,"Scene: During bedtime, Nick mentions his father's promise about getting a puppy."
24、INT. BRIAN'S BEDROOM - NIGHT,doc_23_chunk_0,Roberta tucks Nick into bed.,"Scene: After speaking with Lexi, Roberta turns to Nick and tucks him in."
