doc_title,chunk_id,fact,scene_context
写字楼，日，内,doc_104_chunk_0,徐太宇赠送了刘德华的玩具给林真心。,公司，林真心到达时
公园，夜，外,doc_103_chunk_0,徐太宇的名字被写在林真心纪念册的喜欢的人栏上。,长椅上，林真心查看纪念册
游泳池，日，外,doc_24_chunk_0,徐太宇的书包里被塞入了一封信。,男更衣室
街道，日，外,doc_51_chunk_1,徐太宇离开了现场,
学校，日，外,doc_21_chunk_0,徐太宇胳膊上带着纠察队的标志,
街道，日，外,doc_20_chunk_0,徐太宇制服了对方人员,徐太宇等人等待时与持棍人群发生打斗
教导主任室，日，内,doc_36_chunk_0,徐太宇将欧阳非凡的一张照片捏碎了。,教导主任办公室
楼顶，日，外,doc_39_chunk_0,徐太宇没有回答林真心关于是否喜欢陶敏敏的提问。,
街道，日，外,doc_25_chunk_0,徐太宇被车撞倒。,路口
游泳池，日，外,doc_38_chunk_0,徐太宇在哭泣。,泳池，林真心溺水被救后
楼顶，日，外,doc_44_chunk_0,徐太宇要求林真心在找到收养人前带狗回家。,楼顶
仓库，日，内,doc_41_chunk_0,徐太宇发现了欧阳非凡和陶敏敏抱着一只狗。,仓库二楼，误会澄清时
麦当劳，日，内,doc_55_chunk_0,徐太宇正在桌子前读书。,二楼
食堂，日，内,doc_32_chunk_0,徐太宇要求重买,食堂
海滩，日，外回忆内容。,doc_49_chunk_0,徐太宇被欧阳非凡拉回岸上。,海滩：阿远沉入海水后
街道，日，外,doc_51_chunk_0,徐太宇在溜冰比赛中失败。,溜冰比赛
办公室，日，内,doc_46_chunk_1,徐太宇国中念过数理资优班。,教室，班主任质问徐太宇
办公室，日，内,doc_46_chunk_1,徐太宇代表学校参加奥林匹亚的竞赛。,教室，班主任质问徐太宇
街道，日，外,doc_51_chunk_2,徐太宇离开了海岸,插入画面：海岸边
街道，夜，外,doc_59_chunk_0,徐太宇承诺教林真心溜冰。,送行路上
教室，日，内,doc_52_chunk_0,徐太宇拿着地理课本。,教室，历史课
音像厅，日，外,doc_54_chunk_0,徐太宇将林真心搂在怀里。,音箱厅门口，车来时
林真心卧室，夜，内,doc_83_chunk_0,徐太宇没有接电话。,
图书馆，日，内,doc_67_chunk_0,徐太宇未接听手机。,桌子旁，徐太宇小弟对话中提及
山上，夜，外回忆画面。,doc_97_chunk_0,徐太宇在帐篷前与欧阳非凡进行对话。,帐篷前
教导主任室，日，外,doc_84_chunk_0,徐太宇脸上有伤。,教导主任室门口
317 教室，日，内,doc_90_chunk_0,徐太宇的座位是空的。,317 教室，林真心寻找徐太宇时发现座位空荡。
食堂，日，内,doc_91_chunk_0,徐太宇与林真心曾一起读书。,聊天场景，林真心看向桌子发现笔记
画面组合,doc_98_chunk_0,徐太宇救出了林真心,游泳池
演唱会，夜，外林真心打电话：喂！,doc_107_chunk_0,徐太宇促成了演唱会。,演唱会现场，刘德华讲话时
演唱会，夜，外林真心打电话：喂！,doc_107_chunk_0,徐太宇是神秘男子。,电话接通后，林真心认出徐太宇
音像店，夜，外,doc_81_chunk_0,徐太宇被之前打架的学生围困。,店门外
教室，日，内,doc_65_chunk_0,徐太宇是段考第一名。,教室，全主任询问段考第一名
教室，日，内,doc_65_chunk_0,徐太宇被命令跑五十圈。,教室，全主任对徐太宇的惩罚决定
操场，日，外,doc_66_chunk_0,徐太宇已经跑了三十五圈。,操场，女生围观讨论时
操场，日，外,doc_66_chunk_0,徐太宇很累。,操场，林真心冲到人群时
操场，日，外,doc_66_chunk_0,徐太宇晕倒在操场上。,操场，徐太宇继续跑圈时
