doc_title,chunk_id,fact,scene_context
131、INT. KITCHEN - NIGHT,doc_130_chunk_1,The skin around Burnham's eye is an angry red.,Confrontation: Raoul shoves gun into Burnham's eye.
132、INT. MASTER BEDROOM - NIGHT,doc_131_chunk_0,Burnham demands that the door be opened.,"Panic room door, Burnham shouting at the video camera."
135、INT. MASTER BEDROOM - NIGHT,doc_134_chunk_0,Burnham is powerless during the beating of Harris.,Watching Raoul beat Harris while Harris pleads with Meg not to open the door.
131、INT. KITCHEN - NIGHT,doc_130_chunk_2,Burnham has a gun barrel pressed into his eye socket.,Kitchen: Raul threatens Burnham with a gun.
134、INT. MASTER BEDROOM - NIGHT,doc_133_chunk_0,Burnham is standing over Harris.,Watching monitors
131、INT. KITCHEN - NIGHT,doc_130_chunk_3,"Burnham observes a white strip of skin on Harris's left index finger, indicating the recent removal of a wedding ring.",Burnham examines Harris's left hand after Raoul pulls the gun back.
127、INT. KITCHEN - NIGHT,doc_126_chunk_0,Burnham explicitly threatens that Junior will lose his share of the money if he walks out the door.,"Junior unscrewing kitchen door, Burnham at stairway"
147、INT. MASTER BEDROOM - NIGHT,doc_146_chunk_10,Burnham's satchel contains safecracking tools.,
147、INT. MASTER BEDROOM - NIGHT,doc_146_chunk_15,Burnham stops Raul from pulling him away.,"Raul attempts to pull Burnham away, Burnham resists by shaking off Raul's hand."
148、INT. MASTER BEDROOM - NIGHT,doc_147_chunk_0,Burnham speaks via the intercom.,"Master bedroom, intercom communication."
153、INT. ENTRY FLOOR - NIGHT,doc_152_chunk_7,Burnham is relieved.,"Panic room, after the cops depart."
153、INT. ENTRY FLOOR - NIGHT,doc_152_chunk_7,Burnham is making progress on the safe.,"Panic room, after the cops depart."
164、INT. PANIC ROOM - NIGHT,doc_163_chunk_0,Burnham is close to opening the safe.,Panic room
164、INT. PANIC ROOM - NIGHT,doc_163_chunk_5,Burnham does not lose his cool at the safe.,at the safe
153、INT. ENTRY FLOOR - NIGHT,doc_152_chunk_8,Burnham is engaged in a private conversation with Raoul.,Burnham and Raoul close off for a private conversation.
164、INT. PANIC ROOM - NIGHT,doc_163_chunk_10,Burnham exits the room.,the room
165、INT. HALLWAY - NIGHT,doc_164_chunk_0,Burnham hears the murder taking place just above him.,"stairwell, murder taking place above"
118、INT. MECHANICAL ROOM - NIGHT,doc_117_chunk_0,Burnham sees a metal box labeled 'PHONES',
167、INT. ENTRY FLOOR - NIGHT,doc_166_chunk_5,Burnham is dying.,"Burnham on the floor, dying"
147、INT. MASTER BEDROOM - NIGHT,doc_146_chunk_5,Burnham is approaching exhaustion.,Panic Room
166、INT. MASTER BEDROOM - NIGHT,doc_165_chunk_3,Burnham is on the other side of the door.,at the door
207、INT. STAIRWELL - NIGHT,doc_206_chunk_0,Burnham is instructed to stay in the living room and prevent anyone from passing.,"Living room, Junior assigns Burnham to guard duty."
195、INT. KITCHEN - NIGHT,doc_194_chunk_8,Burnham is blocked from leaving the room by Junior.,
232、INT. LIVING ROOM - NIGHT,doc_231_chunk_0,Burnham remains relatively calm during the interruption by Meg's voice,"Half-darkened living room during argument, interrupted by Meg's voice"
236、INT. KITCHEN FLOOR - REAR DOORS - NIGHT,doc_235_chunk_0,The screws hold the door fast.,French doors to the garden
164、INT. PANIC ROOM - NIGHT,doc_163_chunk_4,Burnham discovers the safe is empty.,panic room
244、INT. MASTER BEDROOM - NIGHT,doc_243_chunk_0,Burnham creates a hole in the sheetrock on the outer wall of the panic room.,master bedroom
233、INT. LIVING ROOM - NIGHT,doc_232_chunk_1,The police have not arrived.,During a conversation about the woman's claim of calling the police.
244、INT. MASTER BEDROOM - NIGHT,doc_243_chunk_3,"Burnham opens a jagged hole in the duct, about the size of a quarter.","At the wall, Burnham drills a hole in the duct."
108、INT. MECHANICAL ROOM - NIGHT,doc_107_chunk_0,The bulb is burned out.,dark room
244、INT. MASTER BEDROOM - NIGHT,doc_243_chunk_1,A short section of the air duct is exposed.,"Wall, Burnham exposes air duct section"
250、INT. MASTER BEDROOM - NIGHT,doc_249_chunk_0,Burnham is hurled aside by Raoul during the physical altercation.,master bedroom
252、INT. MASTER BEDROOM - NIGHT,doc_251_chunk_0,Burnham realizes the sound is composed of a scratch and a boom.,"Near the wall, near an air duct, listening to a sound from inside the wall."
255、INT. MASTER BEDROOM - NIGHT,doc_254_chunk_0,Burnham is in pain.,"Near common wall, Intruders stop noise, Raoul stands in doorway"
230、INT. MASTER BEDROOM - NIGHT,doc_229_chunk_0,Burnham figures out the situation.,Room: Burnham enters and observes Junior pounding on the door and Raoul standing in the room.
252、INT. MASTER BEDROOM - NIGHT,doc_251_chunk_2,Burnham identifies the sound.,Bedroom
252、INT. MASTER BEDROOM - NIGHT,doc_251_chunk_4,Burnham is engulfed in flame.,Bedroom
258、INT. FOYER - NIGHT,doc_257_chunk_4,Burnham is lingering in the doorway to the panic room.,panic room
232、INT. LIVING ROOM - NIGHT,doc_231_chunk_1,Burnham communicates via gesture that the other person does not have a phone.,On monitors
164、INT. PANIC ROOM - NIGHT,doc_163_chunk_3,Burnham is distracted.,Sarah grabs the leather pouch while Burnham and Raoul are distracted.
288、INT. MECHANICAL ROOM - NIGHT,doc_287_chunk_0,Burnham rips the entire phone panel off the wall.,
255、INT. MASTER BEDROOM - NIGHT,doc_254_chunk_1,Burnham remains in place as instructed by Raoul.,"Above stairs, Raoul orders Burnham to stay and guard the room."
299、INT. KITCHEN - NIGHT,doc_298_chunk_3,"Burnham observes a white strip of skin on Harris's left index finger, indicating the recent removal of a wedding ring.","After Raoul pulls the gun back, Burnham examines Harris's left hand."
260、INT. THIRD FLOOR HALLWAY - NIGHT,doc_259_chunk_4,Burnham is accounted for downstairs.,Panic room
297、INT. KITCHEN - NIGHT,doc_296_chunk_1,Burnham is in shock upon seeing the dead body.,"In a room with a dead body, Burnham stares at the corpse."
305、INT. MASTER BEDROOM - NIGHT,doc_304_chunk_0,Burnham is silenced by Raoul.,"Room: Raoul pounds Harris, Burnham pleads to stop but is silenced."
305、INT. MASTER BEDROOM - NIGHT,doc_304_chunk_0,Burnham covers the camera lens.,Room: Burnham covers the camera lens after being silenced.
315、INT. MASTER BEDROOM - NIGHT,doc_314_chunk_15,Burnham refuses to be pulled away by Raul.,Raul attempts to pull Burnham away.
315、INT. MASTER BEDROOM - NIGHT,doc_314_chunk_5,Burnham is approaching exhaustion.,In the Panic Room
315、INT. MASTER BEDROOM - NIGHT,doc_314_chunk_9,The floor safe is revealed beneath the carpet flap.,Burnham pulls the carpet flap to reveal the floor safe.
244、INT. MASTER BEDROOM - NIGHT,doc_243_chunk_4,The connection between the garden hose and the air duct is airtight.,in the room
333、INT. HALLWAY - NIGHT,doc_332_chunk_0,Burnham hears the murder taking place above him.,"Stairwell, murder occurring above"
332、INT. PANIC ROOM - NIGHT,doc_331_chunk_0,Burnham is very close to opening the safe.,"Panic room, Burnham nears safe opening when interrupted by pounding"
321、INT. ENTRY FLOOR - NIGHT,doc_320_chunk_7,Burnham is relieved.,Panic room
321、INT. ENTRY FLOOR - NIGHT,doc_320_chunk_7,Burnham is making progress on the safe.,Panic room
332、INT. PANIC ROOM - NIGHT,doc_331_chunk_8,Burnham has the loose bonds in his jacket.,Panic room
320、INT. LIVING ROOM - NIGHT,doc_319_chunk_2,Burnham sees two uniformed cops on the monitor.,Panic Room
332、INT. PANIC ROOM - NIGHT,doc_331_chunk_5,Burnham does not lose his cool.,At the safe
332、INT. PANIC ROOM - NIGHT,doc_331_chunk_10,Burnham has left the room.,the room
334、INT. MASTER BEDROOM - NIGHT,doc_333_chunk_3,Burnham is on the other side of the door.,at the door
332、INT. PANIC ROOM - NIGHT,doc_331_chunk_3,Burnham is distracted.,"Room with sheetrock tearing, Sarah taking syringes"
260、INT. THIRD FLOOR HALLWAY - NIGHT,doc_259_chunk_3,Burnham is in the hallway.,The hallway
332、INT. PANIC ROOM - NIGHT,doc_331_chunk_4,Burnham finds the safe empty.,"Panic room, during safe drilling."
335、INT. ENTRY FLOOR - NIGHT,doc_334_chunk_5,Burnham dies,Burnham's death scene
332、INT. PANIC ROOM - NIGHT,doc_331_chunk_7,Burnham sees a gun extended through a hole in the wall.,At the hole in the wall
260、INT. THIRD FLOOR HALLWAY - NIGHT,doc_259_chunk_0,Burnham is no longer in the bedroom.,"Panic room, Meg monitoring the bedroom and hallway"
260、INT. THIRD FLOOR HALLWAY - NIGHT,doc_259_chunk_0,Burnham is not visible in the hallway on the monitor.,"Panic room, Meg monitoring the bedroom and hallway"
64、INT. LIVING ROOM - NIGHT,doc_63_chunk_0,Burnham remained relatively calm during the initial shock of Meg's voice.,Living room argument interrupted by Meg's voice.
39、INT. STAIRWELL - NIGHT,doc_38_chunk_0,Burnham remains in the living room.,living room
276、INT. MECHANICAL ROOM - NIGHT,doc_275_chunk_0,Burnham cannot see due to lack of light.,"Dark room, Burnham attempts to use the light bulb."
68、INT. KITCHEN FLOOR - REAR DOORS - NIGHT,doc_67_chunk_0,The screws hold the door fast.,At the French doors to the garden
321、INT. ENTRY FLOOR - NIGHT,doc_320_chunk_8,Burnham is engaged in a private conversation with Raoul.,
84、INT. MASTER BEDROOM - NIGHT,doc_83_chunk_2,Burnham identifies the sound.,bedroom
76、INT. MASTER BEDROOM - NIGHT,doc_75_chunk_1,Burnham exposes a short section of the air duct.,"Wall demolition, duct exposed."
76、INT. MASTER BEDROOM - NIGHT,doc_75_chunk_3,Burnham opens a jagged hole in the duct about the size of a quarter.,"In the bedroom, at the wall"
76、INT. MASTER BEDROOM - NIGHT,doc_75_chunk_3,Burnham receives a garden hose from Raoul.,"In the bedroom, at the wall"
84、INT. MASTER BEDROOM - NIGHT,doc_83_chunk_0,He hears the hollow BOOM for the third time.,
84、INT. MASTER BEDROOM - NIGHT,doc_83_chunk_0,He realizes the sound consists of two distinct components: SCRATCH and BOOM.,
90、INT. FOYER - NIGHT,doc_89_chunk_5,Burnham is lingering in the doorway of the panic room.,"Panic room, Meg observes Burnham lingering in the doorway."
87、INT. MASTER BEDROOM - NIGHT,doc_86_chunk_1,Burnham is ordered to stay and to prevent 'she' from coming out.,"Above stairs, Raoul orders Burnham to stay and guard while he takes Junior downstairs."
308、INT. PANIC ROOM - NIGHT,doc_307_chunk_4,Burnham is not present in the bedroom.,Bedroom camera view
308、INT. PANIC ROOM - NIGHT,doc_307_chunk_4,Burnham is having an urgent conversation with Raoul.,Living room monitor view
92、INT. THIRD FLOOR HALLWAY - NIGHT,doc_91_chunk_1,Burnham is not in the panic room.,Panic room
92、INT. THIRD FLOOR HALLWAY - NIGHT,doc_91_chunk_1,Burnham is in the hallway.,Hallway
92、INT. THIRD FLOOR HALLWAY - NIGHT,doc_91_chunk_1,Burnham is not in the bedroom.,Panic room
76、INT. MASTER BEDROOM - NIGHT,doc_75_chunk_4,Burnham makes the hose connection airtight.,"Room with air duct, Burnham seals hose connection."
84、INT. MASTER BEDROOM - NIGHT,doc_83_chunk_4,The flame engulfs Burnham's entire body.,Bedroom
92、INT. THIRD FLOOR HALLWAY - NIGHT,doc_91_chunk_4,Burnham is accounted for downstairs.,Panic room: Meg and Sarah confirm all three men are accounted for downstairs.
