doc_title,chunk_id,fact,scene_context
112、INT. STORAGE ROOM - DAY,doc_111_chunk_0,Hellboy causes the wall to collapse through his attack.,
139、INT. B.P.R.D. MEDICAL BAY - DAY,doc_138_chunk_1,Hellboy stops the creature during the mission.,Scene in which Manning confronts Hellboy after the operation; Hellboy confirms the creature was stopped.
110、INT. STORAGE ROOM - DAY,doc_109_chunk_1,Hellboy breaks through a concrete wall with his stone hand.,Scene following the discovery of the cistern; Hellboy uses his stone hand to breach a sealed area.
113、INT. ABANDONED SHOWER ROOM (SET) - DAY,doc_112_chunk_0,Hellboy lifts a large grating with superhuman effort.,"A large oval room with rusting metal and pipes; Hellboy lifts the grating, causing hundreds of roaches to pour out."
126、INT. SUBWAY PLATFORM STATION - DAY,doc_125_chunk_6,Hellboy catches the box with his tail.,
126、INT. SUBWAY PLATFORM STATION - DAY,doc_125_chunk_6,Hellboy uses his tongue to throw Sammael out a glass window.,
202、INT. BOTTOM OF HEXAGONAL TRAP DOOR PIT - DAY,doc_201_chunk_0,Hellboy causes the death of Kroenen by crushing him with a massive cogwheel.,
167、INT. BROOM'S OFFICE - DUSK,doc_166_chunk_0,Hellboy receives Liz's agreement to accompany him to Moscow.,
167、INT. BROOM'S OFFICE - DUSK,doc_166_chunk_0,Hellboy commits to going to Moscow.,
"188、INT. TUNNEL ""A"" / CHAMBER - DAY",doc_187_chunk_1,"Hellboy prevents Manning from moving forward, thereby saving his life.","Scene involving a bridge with a hidden trap, where a metal pendulum suddenly swings."
170、INT. MOSCOW WAREHOUSE - THE CONTAINER - SAME,doc_169_chunk_0,Hellboy's stone hand matches the two circular imprints on the monolith.,Scene where Grigory examines the monolith and discovers the imprints.
126、INT. SUBWAY PLATFORM STATION - DAY,doc_125_chunk_2,"Hellboy survives the collapse of a mezzanine that brings down the ceiling, steel cables, and office furniture onto him.",
126、INT. SUBWAY PLATFORM STATION - DAY,doc_125_chunk_2,Hellboy emerges from under the debris of the collapsed mezzanine.,
"209、INT. TUNNEL ""B"" - UNDERGROUND TUNNEL CAVERN AREA - DAY",doc_208_chunk_0,"Hellboy crashes through the ceiling and lands on top of one of the creatures, crushing it.",
"188、INT. TUNNEL ""A"" / CHAMBER - DAY",doc_187_chunk_2,Hellboy successfully reaches the hexagonal building after evading the pendulum trap.,Bridge sequence: Hellboy navigates collapsing terrain and passes through the door just before the bridge is completely destroyed.
"209、INT. TUNNEL ""B"" - UNDERGROUND TUNNEL CAVERN AREA - DAY",doc_208_chunk_5,Hellboy witnesses Liz generating a concave shockwave of fire that destroys the creatures attacking him.,
182、EXT. MOSCOW CEMETERY (LOCATION) - DAY,doc_181_chunk_0,Hellboy retrieves the corpse and brings it to the team.,
182、EXT. MOSCOW CEMETERY (LOCATION) - DAY,doc_181_chunk_0,Hellboy communicates directions provided by the corpse to the team.,
