scene,question,answer,evidence,qa_type
8、日.外.青石崔,张牧之如何回应？,让子弹飞一会儿……,让子弹飞一会儿……,dialogue/beliefs
10、日.外.青石崔,张牧之对老二老三和他人分别有什么指令？,老二老三跟我走，其他人抓回白马。,张牧之 老二老三跟我走! 其他人把白马抓回来!,dialogue/beliefs
28、日.外.青石岭旷野 ( 天际线一般的外景 ),老汤为什么趁机离开？,因为张牧之提到要回去当麻匪，老汤不愿如此,老汤趁机酒走。,causal/relational queries
36、日.外.鹅城街道,"在[36、日.外.鹅城街道]中, 孙守义在逃跑时处于什么状态？",被武举人追打并撞上大鼓,孙守义手里端着碗，懂着猛跑。武举人继续把守义踢向大鼓。,character states
28、日.外.青石岭旷野 ( 天际线一般的外景 ),张牧之让小六子称呼县长夫人作为母亲的原因是什么？,因为小六子的兄弟阵亡，张牧之将他视为儿子,他驳是我的兄弟，阵亡了。所以……:他就是我的儿子。,causal/relational queries
34、日.外.商家楼顶,黄四郎提到何时会斩他的人头？,三天之后,可他说过，三天之后斩我人头?,temporal references
43、夜.内.商家二厅,什么是铁打的老爷？,比喻稳固的权势者,他只是流水的县长，您才是铁打的老爷,terminology/abbreviation/concept
41、夜.内.黄家二厅,"在[41、夜.内.黄家二厅]中, 黄四郎在被掏耳朵时的状态如何？",很享受,黄四郎正被胡千掏着耳打，很享受地欣赏着眼前一切。,character states
39、夜.内.黄家二厅,"在[39、夜.内.黄家二厅]中, 黄四郎的情绪状态如何？",倦然,黄四郎坐着，灯映着半张脸，目苑倦然,character states
36、日.外.鹅城街道,"在[36、日.外.鹅城街道]中, 张牧之出现时的情绪状态如何？",从容淡定并面带微笑,张牧之戴着墨镜鼓着掌，微笑而出。,character states
42、夜.内.县衙院内,老汤为什么救张牧之？,因为张牧之曾不杀他,不杀之因为大恩! 为报不杀之恩，我也救你,causal/relational queries
35、日.外.县衙门外,在[35、日.外.县衙门外]中，冤鼓是什么？,乾隆年间设置的，无人敲击后生根长叶的物体。,这是冤鼓! 乾隆年间设的。老没人敲，就生了根，长了叶，就成现在这样。,terminology/abbreviation/concept
31、日.外.县衙门口,"在[31、日.外.县衙门口]中, 老汤在演讲时的情绪状态如何？",慷慨激昂,老汤站于高处，且慷且慨。,character states
40、夜.内.县衙六子卧室,"在[40、夜.内.县衙六子卧室]中, 张牧之对小六子的期望是什么？",当学生，读书,"张牧之
当学生! 读书。",character states
37、日.内.县衙大党,"在[37、日.内.县衙大党]中, 武举人被踢翻后有何反应？",吓得扑通跪倒,武举人吓得扑通跪倒。,character states
20、日.内.火车车三,"在[20、日.内.火车车三]中, 三只壁虎的状态如何？",一死两伤,三只壁虎，一死两伤,objects/props
16、日.外.青石岭,老二老三跟上后补击的原因是什么？,因牧之已砍入轨缝,老二老三随后跟上，抢起马枪，枪托砸下，各补一击。,causal/relational queries
38、日.外.县衙门口,"在[38、日.外.县衙门口]中, 百姓在张牧之命令前的姿势是什么？",集体跷倒,百姓看见张牧之出门，立刻集体跷倒。,character states
41、夜.内.黄家二厅,"在[41、夜.内.黄家二厅]中, 孙守义在被审问时的情绪状态如何？",木然,孙守义 (木然) 是，是老分让我去的。,character states
12、日.外.青石岭,"在[12、日.外.青石岭]中, 老二和老三的动作状态如何？",动作协调，熟练酒脱,老二老三紧随其后，动作协调，熟练酒脱,character states
