doc_title,chunk_id,description,scene_context
103、INT. ST. CLOUD'S - DINING HALL - EVENING,doc_102_chunk_2,Larch's stern expression,
182、EXT. ST. CLOUD'S - TRAIN STATION - EARLY MORNING,doc_181_chunk_0,Dr. Larch's bag.,
16、INT. LARCH'S OFFICE - DAY,doc_15_chunk_0,"Larch instructs an older Homer from ""Gray's Anatomy.""",
18、INT. OPERATING ROOM - DAY,doc_17_chunk_0,Larch closes a door quickly behind him,
19、INT. DELIVERY ROOM - DAY,doc_18_chunk_0,Larch delivers a baby with Homer's assistance.,
126、INT. DISPENSARY - DAY,doc_125_chunk_0,"Larch is reading Homer's letter, his lips moving silently as he reads the words.",
132、INT. DINING HALL - EVENING,doc_131_chunk_0,Larch ... is completely absorbed reading Homer's letter.,"Supper chaos scene, during a food fight."
170、INT. DISPENSARY - NIGHT,doc_169_chunk_0,Larch gives himself ether.,"Inside a room where music is playing on an old phonograph, Larch is exhausted."
128、INT. LARCH'S OFFICE - NIGHT,doc_127_chunk_0,Larch furiously types and types.,Scene or location not specified: Edna and Angela view him anxiously from the doorway.
110、EXT. ST. CLOUD'S - GRAVEYARD - MORNING,doc_109_chunk_0,Larch lowers the small coffin into the grave.,"Scene: At a gravesite, burying a small coffin with Buster's help."
103、INT. ST. CLOUD'S - DINING HALL - EVENING,doc_102_chunk_0,Larch circles the table as everyone reads the contents of a folder.,
103、INT. ST. CLOUD'S - DINING HALL - EVENING,doc_102_chunk_0,Larch has provided a copy for each member.,
136、INT. DISPENSARY - NIGHT,doc_135_chunk_0,Larch sits on his ether-bed with a letter from Homer in his hand. He looks completely deflated.,"Scene: Larch is in his room, holding a letter from Homer; Angela is in the doorway."
20、EXT. INCINERATOR - DAY,doc_19_chunk_0,"LARCH (V.O.) God forgive me. I have *made* an orphan by loving him too much. Homer Wells will belong to St. Cloud's, forever.",
26、INT. DELIVERY ROOM - DAY,doc_25_chunk_1,Larch pops into the delivery room; he peers at the baby.,
26、INT. DELIVERY ROOM - DAY,doc_25_chunk_1,Larch whispers to Homer.,
23、INT. DISPENSARY - DAY,doc_22_chunk_0,Larch wakes up; he shakes off the ether haze.,
23、INT. DISPENSARY - DAY,doc_22_chunk_0,Dr. Larch and Homer leave together.,
28、INT. DINING HALL - AFTERNOON,doc_27_chunk_0,Dr. Larch passes close to Buster.,Scene in the dining room where Miss Titcomb is teaching math and Homer is walking through with a white enamel pail.
27、INT. OPERATING ROOM - DAY,doc_26_chunk_2,Larch stops him; he points to the basin.,
27、INT. OPERATING ROOM - DAY,doc_26_chunk_2,"Take care of that, will you?",
27、INT. OPERATING ROOM - DAY,doc_26_chunk_0,Larch and Homer confer over a basin containing Dorothy's uterus.,
27、INT. OPERATING ROOM - DAY,doc_26_chunk_0,Larch responds derisively sarcastic to Homer's suggestion about scurvy.,
27、INT. OPERATING ROOM - DAY,doc_26_chunk_1,Larch wrinkles his nose at the odor.,
27、INT. OPERATING ROOM - DAY,doc_26_chunk_1,"Larch wets his finger with the stuff, then touches it to his tongue.",
"40、INT. WINDOW, CORRIDOR - DAY",doc_39_chunk_0,Dr. Larch wouldn't let just anyone take *any* of us!,
25、INT. OPERATING ROOM - DAY,doc_24_chunk_1,Larch holds the ether bottle.,"Scene: In an operating room, preparing Dorothy for a procedure."
25、INT. OPERATING ROOM - DAY,doc_24_chunk_1,Larch drips the ether on the cone.,"Scene: In an operating room, administering ether to Dorothy."
11、INT. DELIVERY ROOM - DAY,doc_10_chunk_0,"Larch stops in the doorway, catching sight of Homer.",Scene in which Homer is listening to a pregnant woman's belly with a stethoscope.
11、INT. DELIVERY ROOM - DAY,doc_10_chunk_0,He smiles faintly.,Scene in which Homer is listening to a pregnant woman's belly with a stethoscope.
47、INT. DINING HALL - NIGHT,doc_46_chunk_2,Larch abruptly lets go of the film.,
187、INT. BOYS' DIVISION - EVENING,doc_186_chunk_2,"Dr. Larch wanted to keep you out of the war, Homer--that's why he did it. That's why he told you it was yours.",
187、INT. BOYS' DIVISION - EVENING,doc_186_chunk_2,He said it would never stand up to Homer Wells going off to war.,
112、INT. ST. CLOUD'S - CORRIDOR - NIGHT,doc_111_chunk_0,"Larch leans against the wall, covering his eyes, overhearing the boys.",
112、INT. ST. CLOUD'S - CORRIDOR - NIGHT,doc_111_chunk_0,Larch pauses; he waits to see if they believe this.,
112、INT. ST. CLOUD'S - CORRIDOR - NIGHT,doc_111_chunk_0,Larch almost breaks with a sudden sharp breath.,
34、INT. BOYS' DIVISION - NIGHT,doc_33_chunk_0,Dr. Larch is reading from Oliver Twist--the death scene of Bill Sike's dog.,"Inside a dormitory, boys are in their beds listening; Dr. Larch is reading aloud."
103、INT. ST. CLOUD'S - DINING HALL - EVENING,doc_102_chunk_6,Larch supposes it wouldn't hurt to meet him.,
103、INT. ST. CLOUD'S - DINING HALL - EVENING,doc_102_chunk_6,Larch asks what his name again is.,
103、INT. ST. CLOUD'S - DINING HALL - EVENING,doc_102_chunk_6,Larch mumbles that he just hopes he won't expect them to say Grace all the time.,
104、INT. DISPENSARY - NIGHT,doc_103_chunk_0,Larch dances with Angela.,"Scene: Inside a room with an old phonograph, Larch and Angela are dancing happily."
104、INT. DISPENSARY - NIGHT,doc_103_chunk_0,This causes Larch to take the needle off the record.,"Scene: Inside a room with an old phonograph, after Edna asks a question about someone supposed to be in India."
47、INT. DINING HALL - NIGHT,doc_46_chunk_0,Dr. Larch is reading a letter.,Scene with orphans watching King Kong; Larch and Angela are by the projector.
48、INT. BOYS' DIVISION - NIGHT (LATER),doc_47_chunk_3,"LARCH nods, still whispers",
37、INT. BABY ROOM - MORNING,doc_36_chunk_0,Larch looks at the next baby's record (attached to the bed).,
37、INT. BABY ROOM - MORNING,doc_36_chunk_0,Larch (irritated) Life is waiting.,
24、INT. CORRIDOR - DAY,doc_23_chunk_1,Larch speaks passionately about helping women who can't get help elsewhere.,
24、INT. CORRIDOR - DAY,doc_23_chunk_1,Larch responds to Homer by justifying his actions and emphasizing the importance of being of use.,
24、INT. CORRIDOR - DAY,doc_23_chunk_1,Larch splits off and disappears into an operating room.,
30、INT. DISPENSARY - NIGHT,doc_29_chunk_2,Larch plucks Fuzzy from in front of the phonograph and zips him into the breathing tent.,
30、INT. DISPENSARY - NIGHT,doc_29_chunk_2,"As Larch leaves, MARY AGNES, a pretty but tough-looking teenager, comes into the dispensary.",
109、INT. DINING HALL - NIGHT,doc_108_chunk_0,Dr. Larch runs the projector; he sits close beside Fuzzy.,Dining hall: Larch has wheeled in Fuzzy for a private viewing of 'King Kong'.
109、INT. DINING HALL - NIGHT,doc_108_chunk_0,"Dr. Larch looks at Fuzzy, who has stopped breathing; his eyes are closed.","Dining hall: During the film screening, Fuzzy shows no reaction when the film breaks."
25、INT. OPERATING ROOM - DAY,doc_24_chunk_0,Larch holds the cone,"Scene: Preparing ether for Dorothy, labor sounds heard from across the hall."
25、INT. OPERATING ROOM - DAY,doc_24_chunk_0,"Larch says the ether won't make her sick this time, not the way he does it, just a drop at a time","Scene: Preparing ether for Dorothy, labor sounds heard from across the hall."
51、INT. OPERATING ROOM - MORNING,doc_50_chunk_2,Larch is examining her,
47、INT. DINING HALL - NIGHT,doc_46_chunk_3,Larch turns to Homer.,
47、INT. DINING HALL - NIGHT,doc_46_chunk_3,"Larch says: Homer, would you get this one?",
44、INT. DISPENSARY - MORNING,doc_43_chunk_0,"He is grumpy, but she sings the song in his ear and won't give him back the ether cone; he rolls away from her, but she tickles him and bites his ear, coaxing him into a more playful mood.",
53、EXT. ST. CLOUD'S - GRAVEYARD - EARLY MORNING,doc_52_chunk_2,Larch studies him.,
48、INT. BOYS' DIVISION - NIGHT (LATER),doc_47_chunk_1,Larch continues to adjust Fuzzy's breathing tent.,
48、INT. BOYS' DIVISION - NIGHT (LATER),doc_47_chunk_1,Larch whispering back,
