id,scene,question,answer,evidence,qa_type
1,39、INT. HEIMDALL'S OBSERVATORY - DAY,"In [39、INT. HEIMDALL'S OBSERVATORY - DAY], Why does Odin call Thor unworthy?",Because Thor disobeyed his command and opened the Realms to war.,You have disobeyed the express command of your King... opened these peaceful Realms and innocent lives to the horrors of war.,causal/relational queries
2,49、INT. ODIN'S CHAMBERS - DAY,"In [49、INT. ODIN'S CHAMBERS - DAY], What is Frigga's emotional state?",Distressed and grieving over her son's banishment,"I would not have had the heart for such cruelty! I, too, grieve the loss of our son.",character states
3,32、INT. HEIMDALL'S OBSERVATORY - DAY,"In [32、INT. HEIMDALL'S OBSERVATORY - DAY], What causes Heimdall to threaten Thor with exile to Jotunheim?",Thor's potential return threatens Asgard's safety.,Heimdall warns that Bifrost will remain closed if their return threatens the safety of Asgard.,causal/relational queries
4,26、INT. THRONE ROOM - DAY,"In [26、INT. THRONE ROOM - DAY], What does Odin ask Thor to swear to?","Guard the Nine Realms, preserve peace, and cast aside selfish ambition.",Do you swear to guard the Nine Realms? ... Do you swear to preserve the peace? ... Do you swear to cast aside all selfish ambition...,dialogue/beliefs
5,18、INT. ANTECHAMBER - NIGHT,What does Fandral ask the Maidens after thanking them?,Now who'd like to polish my sword for me?,FANDRAL (CONT'D) Now who'd like to polish my sword for me?,dialogue/beliefs
6,"1、EXT. PUENTE ANTIGUO, NEW MEXICO - NIGHT",What is the setting of the scene?,"Main street in a one-horse town set amid endless flat, arid scrubland.","A main street extends before us in this one-horse town, set amid endless flat, arid scrubland.",detailed description
7,18、INT. ANTECHAMBER - NIGHT,What does Sif say to the weapons she sets down?,I'll miss you.,SIF (to the weapons) I'll miss you.,dialogue/beliefs
8,35、EXT. BIFROST LANDING SITE (JOTUNHEIM) - DAY,"In [35、EXT. BIFROST LANDING SITE (JOTUNHEIM) - DAY], Why did Thor ignore Fandral's suggestion to return to Asgard?",He believed it was time to act despite the risks,THOR: We know all we must. It's time to act.,causal/relational queries
9,45、INT. HOSPITAL ER - NIGHT,"In [45、INT. HOSPITAL ER - NIGHT], What is Thor's emotional state when he slaps the syringe away?",Angry and defiant,"Thor SLAPS the syringe away angrily, starts to sit up.",character states
10,40、EXT. BIFROST LANDING SITE (EARTH) - NIGHT,Why did Jane take photos of the runes in the sand?,To document them before they disappeared,A breeze begins to blow them away. Jane (CONT'D) We've got to move fast before anything changes.,causal/relational queries
11,34、INT. HEIMDALL'S OBSERVATORY,What does 'Bifrost' refer to in the passage?,A bridge of rainbow light used for travel between realms.,The Bifrost opens at the end of the platform upon which Thor and his five comrades stand.,terminology/abbreviation/concept
12,51、INT. COUNTY HOSPITAL ER - DAY,"In [51、INT. COUNTY HOSPITAL ER - DAY], What does Jane say about her relationship with the patient?",She barely knows him anymore.,I meant I barely know him anymore.,character states
13,50、INT. HOSPITAL ROOM - DAY,"In [50、INT. HOSPITAL ROOM - DAY], What behavioral state does Thor exhibit through his actions?","He is determined to escape, trying repeatedly and using all his strength.","He tries again, mustering all his strength. One of his hands slips free from its restraint.",character states
14,38、EXT. BIFROST LANDING SITE (JOTUNHEIM) - DAY,What causes Laufey to form an ice blade?,He believes diplomacy has failed and seeks war.,"Unseen by Odin and the others, Laufey starts to form an ice blade... We are beyond diplomacy now, Allfather. He'll get what he came for -- war and death.",causal/relational queries
15,26、INT. THRONE ROOM - DAY,What does Odin realize upon seeing the ice?,Frost giants are approaching.,"Odin hesitates, noticing a strange sight before him. ICE creeps across the surface ... Odin (REALIZING) Frost giants...",dialogue/beliefs
16,31、EXT. HEIMDALL'S OBSERVATORY - DAY,Why did Heimdall let the group pass?,Thor requested that Heimdall not reveal their destination.,Thor walks past Heimdall as the Gatekeeper lets the group pass.,causal/relational queries
17,31、EXT. HEIMDALL'S OBSERVATORY - DAY,What caused Heimdall to suspect the group's intentions?,He sensed their deception through his supernatural awareness.,"You think you can deceive me? I, who watch all?",causal/relational queries
18,28、INT. BANQUET HALL - DAY,Why does Thor upend the table?,He is angry and frustrated due to the events of the day.,"Thor stands in the empty hall, bearing the signs of the festivities cancelled due to the events of the day. Anger and frustration rising within him, Thor upends one of the massive tables.",causal/relational queries
19,28、INT. BANQUET HALL - DAY,Why does Loki admit Thor is right about the Frost Giants?,Because Thor's concerns about their defenses being penetrated are valid.,"LOKI: If it's any consolation, I think you're right. About the Frost Giants, about Laufey, everything. If a few of them could penetrate the defenses of Asgard once, who's to say they won't try again.",causal/relational queries
20,35、EXT. BIFROST LANDING SITE (JOTUNHEIM) - DAY,What caused Volstagg to declare the belt as his lucky belt?,Thor pulled him back from the cliff using it,VOLSTAGG: This belt! This belt is now my lucky belt! I will never remove it! Even when bathing!,causal/relational queries
21,41、EXT. BIFROST LANDING SITE (EARTH) - MOMENTS LATER,"In [41、EXT. BIFROST LANDING SITE (EARTH) - MOMENTS LATER], What is Jane's emotional state?",Reluctant,"reluctantly, Jane joins the others",character states
22,37、EXT. CENTRAL PLAZA - DAY,"In [37、EXT. CENTRAL PLAZA - DAY], Why does Laufey accuse Odin of being a murderer?",Because Odin stole what was theirs and left their world in ruins.,"LAUFEY: Your father is a murderer and a thief. He stole what was ours, and left our world in ruins.",causal/relational queries
23,37、EXT. CENTRAL PLAZA - DAY,"In [37、EXT. CENTRAL PLAZA - DAY], Why did the Jotuns enter Asgard?",Because Odin stole their belongings and left their world in ruins.,"LAUFEY: Your father is a murderer and a thief. He stole what was ours, and left our world in ruins.",causal/relational queries
24,29、EXT. ODIN'S PALACE - DAY,Why does Fandral think getting past Heimdall is simple now?,Because Heimdall is allowing Frost Giants to pass.,Fandral's line: 'since he seems to be letting Frost Giants sneak by under his nose.',causal/relational queries
25,29、EXT. ODIN'S PALACE - DAY,Why is Volstagg terrified after Fandral's comment?,Because he believes Heimdall is letting Frost Giants through.,Fandral's statement about Heimdall letting Frost Giants sneak by.,causal/relational queries
26,27、INT. VAULT - DAY,"In [27、INT. VAULT - DAY], Why did the Frost Giants attack the Weapons Vault according to Odin?","Because the Casket of Ancient Winters belonged to them, and they believed it was their birthright.",The Casket of Ancient Winters belonged to the Jotuns. They believe it's their birthright.,causal/relational queries
27,39、INT. HEIMDALL'S OBSERVATORY - DAY,"In [39、INT. HEIMDALL'S OBSERVATORY - DAY], What causes Odin to create the Bifrost portal?",His anger over Thor's disobedience and the resulting war.,The Allfather plunges Gungnir into Observatory's control panel... creating a portal behind Thor.,causal/relational queries
28,5、INT. SUV,"In [5、INT. SUV], What is Jane's emotional state?",Thrilled and pumped with adrenaline,"Jane grins, thrilled, pumped with adrenaline.",character states
29,13、EXT. SPACE,What is Yggdrasil described as in the passage?,The Worlds Tree connecting the Nine Realms via glowing energy branches.,"We pull back until we see it -- YGGDRASIL. Immense, sprawling, like a quasar or a nebula twisted into the vague shape of a TREE, its branches of glowing energy stretching out into the black void of space.",terminology/abbreviation/concept
30,5、INT. SUV,"In [5、INT. SUV], What does Jane question about herself?",If she is crazy,Jane: 'I'm not crazy?',character states
