doc_title,chunk_id,fact,scene_context
1、EXT. FROZEN POND - NIGHT,doc_0_chunk_1,Jack retrieves a wooden staff from the ice.,
1、EXT. FROZEN POND - NIGHT,doc_0_chunk_1,The wooden staff begins to glow a cold blue after Jack picks it up.,
119、EXT. POND - THE MOON,doc_118_chunk_7,Jack is formally accepted into the Guardians as recognized by the children and other characters.,Scene following the fairies forming a heart shape: Children cheer and celebrate Jack's inclusion in the Guardians.
24、EXT. STREETS OF BURGESS - NIGHT - CONTINUOUS,doc_23_chunk_3,Jack is thrown through a magic portal by the yetis.,SEQ. 900 - JACK MEETS GUARDIANS
28、INT. LAUNCHING SHED - A MOMENT LATER,doc_27_chunk_2,Jack agrees to participate in one ride on the sleigh.,
20、EXT. ROOF OF JAMIE'S HOUSE - CONTINUOUS,doc_19_chunk_2,Jack intercepts a stream of Dreamsand from the sky.,Scene 27: Jack runs along a telephone wire and reaches out to intercept a passing stream of Dreamsand.
31、EXT. SKY - NEAR TOOTH'S PALACE,doc_30_chunk_1,Jack rescues a fairy from a Nightmare before it can be snatched away.,
14、EXT. ST. PETERSBURG - NIGHT,doc_13_chunk_4,The wind carries Jack into the air and through the clouds.,
14、EXT. ST. PETERSBURG - NIGHT,doc_13_chunk_4,"Jack flies from one horizon to the other, crossing through the transition of night to day.",
17、EXT. JAMIE'S BACKYARD - DAY,doc_16_chunk_3,Jack is capable of using magic to form a perfect snowball.,
17、EXT. JAMIE'S BACKYARD - DAY,doc_16_chunk_3,Jack uses his icy breath to change the color of a snowball to a light shade of blue.,
103、EXT. BUILDING ROOFTOP - NIGHT,doc_102_chunk_0,Jack appears on the roof where Pitch is located.,Scene on the roof: Jack arrives and is seen by Pitch.
103、EXT. BUILDING ROOFTOP - NIGHT,doc_102_chunk_0,Jack disables several of Pitch's Nightmares using frost.,Scene on the roof: Jack attacks Pitch's Nightmares with frost.
53、EXT. LAUNDROMAT - NIGHT - CONTINUOUS,doc_52_chunk_0,Jack places a coin under a pillow as part of a routine.,
29、EXT. SLEIGH - FLYING THROUGH THE SKY - CONTINUOUS,doc_28_chunk_1,Jack successfully reappears on the sleigh's skid after being swept off.,Scene: Jack is swept off the sleigh during flight but is later seen safely on the skid.
101、EXT. STREETS OF BURGESS - MOMENTS LATER,doc_100_chunk_1,Jack moves to North's side to stand with him against the threat.,Scene where the Nightmare sand storm descends and North struggles to stand.
101、EXT. STREETS OF BURGESS - MOMENTS LATER,doc_100_chunk_1,Jack reassures Jamie that the threats are only bad dreams.,Scene where the Nightmare sand storm descends and the group faces Pitch.
35、INT. TOOTH PALACE - LAGOON - MOMENTS LATER,doc_34_chunk_8,The target character agrees to cooperate with the group's proposal.,"Scene following negotiation at the dinner table, prior to cut to Tooth Collection sequence."
1、EXT. FROZEN POND - NIGHT,doc_0_chunk_3,Jack survives a fall into the trees after being swept into the air by a gust of wind.,
1、EXT. FROZEN POND - NIGHT,doc_0_chunk_3,Jack climbs onto a tree branch to gain a vantage point.,
1、EXT. FROZEN POND - NIGHT,doc_0_chunk_3,Jack observes a small town in the distance from the tree.,
48、EXT. ROOFTOP - NIGHT,doc_47_chunk_0,Jack successfully takes the tooth from Bunny's paw.,Scene where Bunny slides down the roof on ice; Jack intercepts the tooth as Bunny passes.
25、INT. NORTH'S LIBRARY - DAY,doc_24_chunk_0,Jack successfully exits the sack after being transported through the portal.,Scene: Jack arrives at the destination after being sent through the portal.
25、INT. NORTH'S LIBRARY - DAY,doc_24_chunk_0,"Jack is present at the location specified as Tangiers, Incivie du haut, 421 rue de Barat.",Scene: Jack arrives at the destination after being sent through the portal.
25、INT. NORTH'S LIBRARY - DAY,doc_24_chunk_16,The Man in the Moon chose Jack to join the group.,Scene: The group reveals to Jack that he was chosen by the Man in the Moon.
25、INT. NORTH'S LIBRARY - DAY,doc_24_chunk_16,Jack receives confirmation from the group that he was selected by the Man in the Moon.,"Scene: The group, including Tooth and North, informs Jack of his selection."
61、EXT. EMPTY STREET - CONTINUOUS,doc_60_chunk_6,Jack flies toward Sandy after being called by North.,"Scene 74: After Sandy is struck by Pitch's arrow, Jack moves toward him."
68、INT. BUNNYMUND'S WARREN,doc_67_chunk_6,Jack's magic is taking effect.,"The snowflake lands on Bunny's nose, and his concerns begin to fade."
65、INT. NORTH POLE - GLOBE ROOM - DAY - MOMENTS LATER,doc_64_chunk_0,Jack stood up to Pitch and saved the Guardians.,"Scene 77: After the confrontation with Pitch, North acknowledges Jack's actions in the aftermath."
25、INT. NORTH'S LIBRARY - DAY,doc_24_chunk_7,Jack is formally appointed as a Guardian by North.,Scene where Jack is addressed by North after walking away from the group; the appointment is announced in front of others.
25、INT. NORTH'S LIBRARY - DAY,doc_24_chunk_7,Jack's status as being on the naughty list is acknowledged and then overridden by the Guardians.,Scene where North confirms Jack was on the naughty list but declares it wiped clean.
35、INT. TOOTH PALACE - LAGOON - MOMENTS LATER,doc_34_chunk_5,Jack gains the ability to fly using his control of the wind.,Scene: Jack lifts off the ground and flies across the pond using wind control.
35、INT. TOOTH PALACE - LAGOON - MOMENTS LATER,doc_34_chunk_5,Jack explicitly commits to retrieving his stolen memories from Pitch.,"Scene: After learning Pitch has his memories, Jack declares they must get them back."
32、INT. TOOTH PALACE - A MOMENT LATER,doc_31_chunk_0,Jack takes control of the reins after being handed them by North.,A vast chamber with pillars and wooden deposit boxes; North hands Jack the reins during an encounter with a Nightmare.
32、INT. TOOTH PALACE - A MOMENT LATER,doc_31_chunk_0,Jack successfully grabs the reins and activates them by snapping.,A vast chamber with pillars and wooden deposit boxes; Jack takes over handling the reins during a confrontation.
