doc_title,chunk_id,fact,scene_context
124、INT. FOREST - NIGHT,doc_123_chunk_1,Starla kills Jack by stabbing him in the neck with a rusty stake.,
132、INT. FLOWER STORE - NIGHT,doc_131_chunk_2,Starla kills the diseased driver by striking him multiple times with a metal bar.,
127、EXT. ROAD TOWARD WHEELSY - MOMENTS LATER,doc_126_chunk_3,Starla tells Grant about her swollen lip and shares personal information for the first time with anyone.,
148、EXT. GRANT HOME - NIGHT,doc_147_chunk_0,Starla enters the dark interior of the house.,
135、INT. FLOWER STORE STORAGE AREA - NIGHT,doc_134_chunk_0,Starla participates in blocking the doors of the storeroom.,"Storeroom: During an effort to secure the room, Starla assists despite initial doubt."
167、INT. GRANT BEDROOM - NIGHT,doc_166_chunk_0,"Starla is struck against the wall by a tentacle, likely resulting in injury.",
117、EXT. OLD BARN - NIGHT,doc_116_chunk_7,Starla kills Wally by shooting him in the face.,
117、EXT. OLD BARN - NIGHT,doc_116_chunk_7,Starla witnesses a parasite emerging from Wally's brain after his death.,
141、INT. FLOWER STORE STORAGE AREA - NIGHT,doc_140_chunk_3,Starla successfully removes enough boards to open the other door.,
141、INT. FLOWER STORE STORAGE AREA - NIGHT,doc_140_chunk_3,Starla exits the building through the opened door.,
129、EXT. ROAD TOWARD WHEELSY - NIGHT,doc_128_chunk_12,Starla successfully enters the driver's seat of the vehicle.,
129、EXT. ROAD TOWARD WHEELSY - NIGHT,doc_128_chunk_12,Starla opens the passenger door of the vehicle to allow her friends to enter.,
129、EXT. ROAD TOWARD WHEELSY - NIGHT,doc_128_chunk_6,Starla is bitten by the horned buck on her ankle.,
129、EXT. ROAD TOWARD WHEELSY - NIGHT,doc_128_chunk_6,Starla resists being pulled from the Buick by the horned buck through physical force.,
129、EXT. ROAD TOWARD WHEELSY - NIGHT,doc_128_chunk_8,Starla successfully starts the car engine while being pulled by the horned buck.,
129、EXT. ROAD TOWARD WHEELSY - NIGHT,doc_128_chunk_8,Starla is able to press the gas pedal while maintaining a grip on the steering wheel and being physically restrained by the horned buck.,
40、EXT. WHEELSY SADDLE LODGE - LATER,doc_39_chunk_1,Starla was seventeen years old when she became engaged to Grant.,Scene where Bill recounts Starla's engagement history while observing her arrival with Grant.
165、INT. GRANT BEDROOM - NIGHT,doc_164_chunk_0,Starla kills Grant by stabbing him in both eyes and the forehead with a metal spike.,
165、INT. GRANT BEDROOM - NIGHT,doc_164_chunk_0,Starla calls out to Bill to kill Grant immediately after incapacitating him.,
160、INT. GRANT BEDROOM - NIGHT,doc_159_chunk_2,Starla establishes communication with Grant by directing his attention to Bill in the house next door.,
160、INT. GRANT BEDROOM - NIGHT,doc_159_chunk_2,"Starla physically reconnects with the character after initial resistance, maintaining contact despite visible fear.",
23、INT. TEACHER'S LOUNGE - DAY,doc_22_chunk_0,Starla spends time with Grant and describes their morning together as nice.,
23、INT. TEACHER'S LOUNGE - DAY,doc_22_chunk_0,Starla expresses hope that Grant's considerate behavior marks the beginning of a real change in him.,
92、INT. OLD BARN - NIGHT,doc_91_chunk_0,Starla observes that Brenda's skin is starting to split and tear on her side.,
174、INT. GRANT FOYER - NIGHT,doc_173_chunk_0,Starla successfully throws a grenade behind Grant.,
174、INT. GRANT FOYER - NIGHT,doc_173_chunk_0,"Starla is injured, with a visible wound on her side.",
174、INT. GRANT FOYER - NIGHT,doc_173_chunk_0,Starla is in possession of both the pin and the grenade.,
59、INT. GRANT FOYER - MOMENTS LATER,doc_58_chunk_0,Starla successfully breaks the lock on the garage door with an aluminum bat.,
59、INT. GRANT FOYER - MOMENTS LATER,doc_58_chunk_0,Starla enters the dark garage after forcing the door open.,
117、EXT. OLD BARN - NIGHT,doc_116_chunk_4,Starla takes possession of the rifle from the ground.,Scene where Margaret falls and the posse confronts Trevor.
117、EXT. OLD BARN - NIGHT,doc_116_chunk_4,Starla points the rifle at the posse.,Scene where Margaret falls and the posse confronts Trevor.
117、EXT. OLD BARN - NIGHT,doc_116_chunk_4,Starla successfully compels the posse to release Trevor.,Scene where Margaret falls and the posse confronts Trevor.
151、INT. GRANT KITCHEN - NIGHT,doc_150_chunk_0,Starla acquires a meat thermometer from the kitchen floor.,
151、INT. GRANT KITCHEN - NIGHT,doc_150_chunk_0,Starla modifies the meat thermometer by removing the thermometer part and retains only the long metal spike.,
151、INT. GRANT KITCHEN - NIGHT,doc_150_chunk_0,Starla conceals the long metal spike from the meat thermometer in the seam of her skirt.,
191、INT. MAXIMA - DAY,doc_190_chunk_0,Starla shoots Bill with a .38 revolver.,"Scene: Inside a vehicle after Bill starts the engine, Starla aims and fires the gun at Bill."
191、INT. MAXIMA - DAY,doc_190_chunk_0,Starla explicitly states that taking Bill was her action.,"Scene: Inside a vehicle, immediately before she shoots Bill."
132、INT. FLOWER STORE - NIGHT,doc_131_chunk_0,Starla survives the vehicle collision that destroys the Buick and SUV.,Scene set amidst the ruins of a store after a crash.
132、INT. FLOWER STORE - NIGHT,doc_131_chunk_0,Starla regains consciousness after the impact.,Scene set amidst the ruins of a store after a crash.
132、INT. FLOWER STORE - NIGHT,doc_131_chunk_0,Starla observes that Kylie has died from the impact.,Scene set amidst the ruins of a store after a crash.
185、EXT. CLUSTER OF STORES - MOMENTS LATER,doc_184_chunk_0,"Starla observes healthy human beings going about their daily chores, which causes her to cry.","Scene: Passing through a small block of stores, Starla looks out the window and reacts emotionally to seeing people."
