id,scene,question,answer,evidence,qa_type
1,28、EXT. BLACKENED LANDING SITE - DAWNBREAK,How long has Major Bell been investigating sightings?,Seventeen years,I've been investigating sightings for seventeen years,temporal references
2,30、INT. BIOQUARANTINE TENT (HOUSING TRACT) - DAWNBREAK,What happens immediately after the drill breaks through the faceplate?,"The faceplate explodes out of the helmet, and the men panic.",The drill breaks through and the faceplate explodes out of the helmet. The men throw themselves back in panic.,temporal references
3,7、EXT. HOUSING TRACT - NIGHT,"In [7、EXT. HOUSING TRACT - NIGHT], What is the officer's emotional state when he says 'There's nothing there'?",Skeptical,"Benny, there's nothing there.",character states
4,58、EXT. STREET - DAWN,"In [58、EXT. STREET - DAWN], What is the man's emotional state when the STAR MAN points the gun?",Fearful and apologetic.,"MAN: 'Oh God, man... don't shoot me... My mistake... I'm sorry...'",character states
5,47、INT. HELICOPTER - NIGHT,What does Dr. Bergen believe about the aliens' intentions?,They could be dangerous but also the greatest thing to mankind.,They're so advanced... I... eh... can't imagine what they would want from us. I know they could be dangerous. But they could also be the greatest thing that ever happened to mankind...,dialogue/beliefs
6,37、EXT. HILLSIDE - LATE AFTERNOON,When does the message ball rise into the sky?,After STAR MAN opens his hands following the transformation.,He opens his hands and the ball rises quickly into the sky.,temporal references
7,44、INT. HOUSE - NIGHT,Why does Jenny lower the gun?,She sees the STAR MAN holding a photo and undergoing transformation.,Jenny begins to tremble and lowers the gun.,causal/relational queries
8,39、INT. HELICOPTER - LATE AFTERNOON,What does Major Bell believe about the UFOs?,They're probably friendly.,I'm telling you they're probably friendly.,dialogue/beliefs
9,56、EXT. STREET - DAWN,Why does the van swerve to its left?,Because the Mustang skids sideways across the center line.,The Mustang skids sideways across the center line. The oncoming van jams on its brakes and swerves to its left.,causal/relational queries
10,57、INT. MUSTANG - DAWN,What causes both vehicles to shudder to a stop?,The van clips the rear fender of the Mustang.,van... clips the rear fender of the Mustang. Both vehicles shudder to a stop,causal/relational queries
11,53、INT. MUSTANG - DAWNBREAK,What causes the STAR MAN to touch the steering wheel?,He is attempting to communicate the term for the steering wheel in his language.,"Uttering a phrase in his own language, the STAR MAN touches the steering wheel.",causal/relational queries
12,3、EXT. HIGHWAY - NIGHT,What action does the squad car perform upon reaching the sign?,It skids off the asphalt and starts up a rutted dirt road.,The squad car skids off the asphalt in front of the sign and starts up a rutted dirt road.,detailed description
13,30、INT. BIOQUARANTINE TENT (HOUSING TRACT) - DAWNBREAK,When does the projection beam shoot out of the helmet?,After the men freeze following the percussive language.,a burst of percussive language... comes from inside... The men freeze. There is another burst... projection beam shoots out.,temporal references
14,41、INT. HOUSE - NIGHT,What is the function of the identification light mentioned in the passage?,It indicates the STAR MAN's identity.,the identification light comes on inside his helmet,terminology/abbreviation/concept
15,16、EXT. HOUSING TRACT - NIGHT,"In [16、EXT. HOUSING TRACT - NIGHT], What is the officer's emotional state when he fires at the figure?",Terrified,In terror he raises his shotgun and fires wildly at it.,character states
16,46、INT. SMALL RECTANGULAR ROOM - NIGHT,What does Dr. Bergen believe regarding bacterial contamination?,No danger of bacterial contamination due to different biochemistries.,We don't think there is any danger of bacterial contamination. Our biochemistries are too different...,dialogue/beliefs
17,7、EXT. HOUSING TRACT - NIGHT,"In [7、EXT. HOUSING TRACT - NIGHT], What is Benny's behavioral state when he describes the fires?",Persistent,"It's there. The fog's thicker now, but it's there. What do you think started those fires?",character states
18,3、EXT. HIGHWAY - NIGHT,What details are mentioned about the sign's message?,"It states 'Pinewood Estates,' a housing development financed by the Farmers Bank of Wisconsin.","The sign tells us we are headed for 'Pinewood Estates,' a housing development financed by the Farmers Bank of Wisconsin.",detailed description
19,57、INT. MUSTANG - DAWN,Why does Jenny begin to scream?,Because the STAR MAN grabs her sweatshirt.,STAR MAN manages to grab the tail of her sweatshirt. Jenny begins to scream,causal/relational queries
20,25、EXT. WOODS - NIGHT,"In [25、EXT. WOODS - NIGHT], What does the man try to close on his life-support suit?",A shoulder-to-hip tear,The figure thrashes over on its back and tries to close a shoulder-to-hip tear in its life-support suit.,objects/props
21,9、INT. POLICE CAR - NIGHT | 12、EXT. HOUSING TRACT - NIGHT,Why did the searchlight stop shining on Benny?,"The searchlight stopped shining because Benny fired two shots toward it, causing the beam to cut out.","He fired two shots toward the source of the light. The beam cut out instantly, plunging the area back into darkness.",causal/relational queries
22,25、EXT. WOODS - NIGHT | 29、EXT. FOOT OF EMBANKMENT - DAWNBREAK | 48、INT. JENNY'S HOUSE - BEDROOM - DAWNBREAK,What does the Star Man state about his condition after waking up?,"The Star Man does not verbally state his condition, but his actions indicate he assesses his lung function and suit damage after waking up.","He quickly sits up and parts the tear in his suit, looking at his lung beneath the translucent skin. The organ has turned from brown to a deep yellow ocher. He takes several deep breaths, watching the lung expand and contract smoothly with each inhalation. After a moment, he runs his hands over the damaged sections of his spacesuit, checking the extent of the harm.",character states
23,7、EXT. HOUSING TRACT - NIGHT | 12、EXT. HOUSING TRACT - NIGHT,What does Mike state about Benny's actions after the gunfire?,Mike expresses shock and asks Benny what he is doing.,"Mike reacts with shock, exclaiming, 'Jesus, Benny. What are you doing?'",character states
24,36、EXT. HILLSIDE - DAY | 40、EXT. HOUSE - NIGHT | 50、EXT. JENNY'S HOUSE - DAWNBREAK | 49、INT. HOUSE - DAWNBREAK,What does Jenny state about the Star Man's appearance and her feelings toward him during their confrontation?,"Jenny states that the Star Man looks like Scott but insists he is not Scott, and she expresses that she is afraid and does not know what he is, which prevents her from going with him despite wanting to help.","She tells him he looks like Scott, but she knows he’s not Scott, and she doesn’t know what he is. Her voice trembles as she says she wants to help, but she can’t because of her fear.",character states
25,35、EXT. HOUSE - DAY | 50、EXT. JENNY'S HOUSE - DAWNBREAK | 49、INT. HOUSE - DAWNBREAK,What does Jenny state about the Star Man when she refuses to leave with him?,Jenny states that the Star Man looks like Scott but she knows he is not Scott and she does not know what he is.,"She tells him he looks like Scott, but she knows he’s not Scott, and she doesn’t know what he is.",character states
26,41、INT. HOUSE - NIGHT | 44、INT. HOUSE - NIGHT | 41、INT. HOUSE - NIGHT | 40、EXT. HOUSE - NIGHT,What does Jenny state about her desire when she pleads with the Star Man?,Jenny states that she does not want to be hurt.,"Jenny pleads with the Star Man, begging him not to hurt her.",character states
