doc_title,chunk_id,description,scene_context
21 ESTATE EXT/DAY,doc_20_chunk_1,"The SCHOOLTEACHER smiles, embarrassed",
35 SCHOOL. INT/NIGHT,doc_34_chunk_12,the SCHOOLTEACHER: Do you want me to come with you.,
59 ESTATE. STEWARD'S HOUSE. INT/DAY,doc_58_chunk_7,"The schoolteacher smiles, surprised at the unexpected question",
59 ESTATE. STEWARD'S HOUSE. INT/DAY,doc_58_chunk_11,"Touched, the schoolteacher puts his arm around Liesl's shoulder.",
35 SCHOOL. INT/NIGHT,doc_34_chunk_1,"The Schoolteacher stands up, goes toward and, laughing with surprise, says to her.",
12 STREET AT THE END OF THE VILLAGE EXT/DAY,doc_11_chunk_8,"SCHOOLTEACHER (stepping back): Of course. Well, good-bye.",
35 SCHOOL. INT/NIGHT,doc_34_chunk_13,the schoolteacher stands up,Scene 40: After a pause in the conversation with Eva.
71 ESTATE EXT/DAY,doc_69_chunk_5,"The schoolteacher looks at her inquisitively, because he still doesn't understand what it's all about",
72 VILLAGE STREET. EXT/DUSK,doc_70_chunk_2,SCHOOLTEACHER: Go home now. Nobody said you could come in here.,
73 RECTORY. INT/NIGHT,doc_71_chunk_14,"The schoolteacher looks at Marie, then he answers",
59 ESTATE. STEWARD'S HOUSE. INT/DAY,doc_58_chunk_14,"SCHOOLTEACHER (now ""reasonable"" in order to ""calm her down""): Dreams don't come true. Let
 alone that kind.",
59 ESTATE. STEWARD'S HOUSE. INT/DAY,doc_58_chunk_4,The schoolteacher opens the door.,
59 ESTATE. STEWARD'S HOUSE. INT/DAY,doc_58_chunk_4,"Smiling, the schoolteacher goes to the cradle and looks into it.",
35 SCHOOL. INT/NIGHT,doc_34_chunk_9,The Schoolteacher pauses briefly before speaking.,
35 SCHOOL. INT/NIGHT,doc_34_chunk_9,The Schoolteacher smiles while recalling a past experience of playing music with the Baroness.,
12 STREET AT THE END OF THE VILLAGE EXT/DAY,doc_11_chunk_5,"The schoolteacher has a new ""idea"":",
12 STREET AT THE END OF THE VILLAGE EXT/DAY,doc_11_chunk_5,"The schoolteacher shrugs his shoulders with a smile (""why not"").",
59 ESTATE. STEWARD'S HOUSE. INT/DAY,doc_58_chunk_5,The schoolteacher looks out the window to see if the steward isn't coming.,
59 ESTATE. STEWARD'S HOUSE. INT/DAY,doc_58_chunk_5,The schoolteacher thinks for a moment,
46 THE HORSE-TRADER'S LIVING-ROOM INT/DAY,doc_45_chunk_8,"The schoolteacher stands up, as Eva ran out.",
46 THE HORSE-TRADER'S LIVING-ROOM INT/DAY,doc_45_chunk_8,"He'd rather follow her, but has to remain polite toward the father.",
72 VILLAGE STREET. EXT/DUSK,doc_70_chunk_4,SCHOOLTEACHER (reluctantly): Good evening.,
72 VILLAGE STREET. EXT/DUSK,doc_70_chunk_4,The children go away.,
73 RECTORY. INT/NIGHT,doc_71_chunk_16,"The schoolteacher gets up, ready to leave.",
46 THE HORSE-TRADER'S LIVING-ROOM INT/DAY,doc_45_chunk_6,SCHOOLTEACHER (smiles): I'm thirty-one.,
46 THE HORSE-TRADER'S LIVING-ROOM INT/DAY,doc_45_chunk_6,Eva and the schoolteacher don't know where to look.,
61 STREET. EXT/DAY,doc_60_chunk_3,"The schoolteacher looks at her sideways, smiling",
61 STREET. EXT/DAY,doc_60_chunk_3,"The schoolteacher exchanges a smiling glance with her, then looks back at the road",
64 SCHOOL. INT/DAY,doc_63_chunk_13,"the schoolteacher didn't expect them, but doesn't want to show it in front of the police",
64 SCHOOL. INT/DAY,doc_63_chunk_13,SCHOOLTEACHER: Good afternoon.,
59 ESTATE. STEWARD'S HOUSE. INT/DAY,doc_58_chunk_8,"The schoolteacher feels that she has something on her mind and asks, this time without irony",
59 ESTATE. STEWARD'S HOUSE. INT/DAY,doc_58_chunk_8,"The schoolteacher thinks for a moment, then he goes over to her",
73 RECTORY. INT/NIGHT,doc_71_chunk_25,The schoolteacher almost dodges speaking further,
46 THE HORSE-TRADER'S LIVING-ROOM INT/DAY,doc_45_chunk_1,"The schoolteacher and Eva look at each other, but Eva soon averts her eyes.",
46 THE HORSE-TRADER'S LIVING-ROOM INT/DAY,doc_45_chunk_1,The schoolteacher says they now want to tear down the sawmill for good. That's what the steward says.,
12 STREET AT THE END OF THE VILLAGE EXT/DAY,doc_11_chunk_4,The schoolteacher smiles as if to apologize.,
12 STREET AT THE END OF THE VILLAGE EXT/DAY,doc_11_chunk_4,The schoolteacher nods at the fish.,
12 STREET AT THE END OF THE VILLAGE EXT/DAY,doc_11_chunk_4,"The schoolteacher holds up the fish, laughs, as if he himself doesn't know how he got this idea.",
46 THE HORSE-TRADER'S LIVING-ROOM INT/DAY,doc_45_chunk_4,The schoolteacher declines the offer of a drink with polite thanks.,"Inside a family home, shortly after the father arrives and the children leave the room."
46 THE HORSE-TRADER'S LIVING-ROOM INT/DAY,doc_45_chunk_4,The schoolteacher confirms his profession when asked by the father.,"Inside a family home, during a conversation with the father and mother."
73 RECTORY. INT/NIGHT,doc_71_chunk_6,The schoolteacher turns to Martin,
73 RECTORY. INT/NIGHT,doc_71_chunk_30,"the pastor gets up, takes a few steps, then, after another PAUSE, turns again to the schoolteacher",
73 RECTORY. INT/NIGHT,doc_71_chunk_0,The schoolteacher shakes his head.,STAIRWELL: The pastor's wife and the schoolteacher stand before the closed front door.
73 RECTORY. INT/NIGHT,doc_71_chunk_0,They both remain silent and pensive.,STAIRWELL: The pastor's wife and the schoolteacher stand before the closed front door.
73 RECTORY. INT/NIGHT,doc_71_chunk_29,the schoolteacher notices the reaction.,
73 RECTORY. INT/NIGHT,doc_71_chunk_29,After a PAUSE he goes on,
73 RECTORY. INT/NIGHT,doc_71_chunk_7,The schoolteacher realizes that he won't get any further this way.,
73 RECTORY. INT/NIGHT,doc_71_chunk_2,The schoolteacher remains standing.,
73 RECTORY. INT/NIGHT,doc_71_chunk_2,The schoolteacher (who hasn't thought of it): Yes. Perhaps. With pleasure.,
25 ESTATE. DANCE FLOOR. EXT/DAY,doc_24_chunk_1,"SCHOOLTEACHER (laughs): They'd better not! And stop being so formal with me. I'm not that old, am I?",
25 ESTATE. DANCE FLOOR. EXT/DAY,doc_24_chunk_1,SCHOOLTEACHER: You see: we're getting better.,
25 ESTATE. DANCE FLOOR. EXT/DAY,doc_24_chunk_1,SCHOOLTEACHER: Stop looking at your feet.,
77 MONTAGE: EXT/DAY,doc_75_chunk_9,The schoolteacher on the gallery lifts his hands and cues them to begin.,
46 THE HORSE-TRADER'S LIVING-ROOM INT/DAY,doc_45_chunk_12,The schoolteacher accepts the hand after a brief hesitation.,
46 THE HORSE-TRADER'S LIVING-ROOM INT/DAY,doc_45_chunk_12,The schoolteacher is thrown off balance by all this.,
46 THE HORSE-TRADER'S LIVING-ROOM INT/DAY,doc_45_chunk_12,He stands up and takes a few steps.,
46 THE HORSE-TRADER'S LIVING-ROOM INT/DAY,doc_45_chunk_12,He sits down again and thinks.,
46 THE HORSE-TRADER'S LIVING-ROOM INT/DAY,doc_45_chunk_13,As she comes in he stands up again.,
46 THE HORSE-TRADER'S LIVING-ROOM INT/DAY,doc_45_chunk_13,The schoolteacher also sits down.,
46 THE HORSE-TRADER'S LIVING-ROOM INT/DAY,doc_45_chunk_13,They exchange a short glance and an equally brief smile.,
46 THE HORSE-TRADER'S LIVING-ROOM INT/DAY,doc_45_chunk_13,SCHOOLTEACHER (smiles): Don't be so formal with me.,
73 RECTORY. INT/NIGHT,doc_71_chunk_22,The schoolteacher nods.,
73 RECTORY. INT/NIGHT,doc_71_chunk_22,"The schoolteacher went to the doctor's next door to ask him what was going on, whether he was taking care of the child or...",
