doc_title,chunk_id,description,scene_context
"11、INT. INTERPOL CENTRAL BRIEFING ROOM, PARIS - EVENING",doc_10_chunk_1,Ackerman clicks a slide projected on a large screen behind him: a fuzzy photo of a British schoolboy with a shy grin.,
111、INT. CHURCH - CONTINUOUS,doc_110_chunk_1,Ackerman sits down next to Frank as if he were an old pal instead of a quasi-captive.,
101、INT. INTERROGATION ROOM - DAY,doc_100_chunk_2,Ackerman sits back down.,
101、INT. INTERROGATION ROOM - DAY,doc_100_chunk_2,Ackerman smiles.,
"108、INT. INTERPOL FIELD HQ, VENICE - DAY",doc_107_chunk_3,Ackerman turns back to the rest of the room.,"Meeting room, meeting about to break up"
117、INT. CHURCH - CONTINUOUS,doc_116_chunk_1,Ackerman barks at a technician.,
"11、INT. INTERPOL CENTRAL BRIEFING ROOM, PARIS - EVENING",doc_10_chunk_8,Ackerman smiles coolly at her.,Conversation with Jones about the U.S. Government's investigation
126、INT. CHURCH - CONTINUOUS,doc_125_chunk_0,Ackerman gives the order.,Inside an arched church
"107、EXT. GRAND SALONE, VENICE - DAY",doc_106_chunk_2,Ackerman's face lights up...,
106、EXT. BALCONY - RESUME SCENE,doc_105_chunk_1,Ackerman acknowledges the point with the barest of nods.,
"102、INT. INTERPOL FIELD HQ, VENICE - DAY",doc_101_chunk_3,Ackerman puts an arm around his shoulder and leads him away from the others.,"Room, after Frank threatens to go to the press"
106、EXT. BALCONY - RESUME SCENE,doc_105_chunk_0,Ackerman turns to Frank.,Conversation with Frank
106、EXT. BALCONY - RESUME SCENE,doc_105_chunk_0,Ackerman finishes his espresso.,Conversation with Frank
117、INT. CHURCH - CONTINUOUS,doc_116_chunk_3,Ackerman turns to the tech.,Inside the Church
"107、EXT. GRAND SALONE, VENICE - DAY",doc_106_chunk_0,Ackerman glances out the window at Frank.,Office
129、EXT. ALEXANDER'S VILLA - NIGHT,doc_128_chunk_0,"Ackerman and his team approach, guns drawn.",
"108、INT. INTERPOL FIELD HQ, VENICE - DAY",doc_107_chunk_0,"Ackerman strides into the room, calling for attention.",Inside a room
131、INT. ALEXANDER'S VILLA - NIGHT,doc_130_chunk_1,For a moment Ackerman and Frank look at one another.,
131、INT. ALEXANDER'S VILLA - NIGHT,doc_130_chunk_1,He looks at Frank with a measure of begrudging respect.,
131、INT. ALEXANDER'S VILLA - NIGHT,doc_130_chunk_6,"Ackerman nods to Goyal, a twinkle in his eye.",
"11、INT. INTERPOL CENTRAL BRIEFING ROOM, PARIS - EVENING",doc_10_chunk_9,"Ackerman looks down for a moment, as if it pains him to answer.",Questioning by German INTERPOL officer
15、INT. INTERPOL CENTRAL BRIEFING ROOM - RESUME,doc_14_chunk_0,Ackerman closes the file in front of him on the podium.,
"103、EXT. INTERPOL FIELD HQ, VENICE - DAY",doc_102_chunk_0,Ackerman emerges with two cups of espresso. Hands one to Frank.,Balcony overlooking a waterway
"12、EXT. ALEXANDER'S SEA SIDE VILLA, VENICE - NIGHT",doc_11_chunk_0,"Ackerman steps off, pulling on a vest.","One year ago, beach landing"
"12、EXT. ALEXANDER'S SEA SIDE VILLA, VENICE - NIGHT",doc_11_chunk_0,He nods to Goyal.,"One year ago, beach landing"
131、INT. ALEXANDER'S VILLA - NIGHT,doc_130_chunk_3,Ackerman bends to inspect the BIO-METRIC LOCK.,
131、INT. ALEXANDER'S VILLA - NIGHT,doc_130_chunk_7,He turns to Jones with a smile.,
"54、INT. INTERPOL FIELD HQ, VENICE - NIGHT",doc_53_chunk_0,Ackerman is tilted back with his eyes closed like he has a headache.,
"102、INT. INTERPOL FIELD HQ, VENICE - DAY",doc_101_chunk_0,Ackerman leads Frank through the maze of desks and police.,"Maze of desks and police, moving to central INTEL area"
"107、EXT. GRAND SALONE, VENICE - DAY",doc_106_chunk_1,Ackerman smiles bitterly.,
"107、EXT. GRAND SALONE, VENICE - DAY",doc_106_chunk_1,Ackerman regrets the jibe.,
"107、EXT. GRAND SALONE, VENICE - DAY",doc_106_chunk_1,He steps into a HALLWAY where it's quiet.,Hallway
"54、INT. INTERPOL FIELD HQ, VENICE - NIGHT",doc_53_chunk_1,He looks up at Goyal.,
101、INT. INTERROGATION ROOM - DAY,doc_100_chunk_0,The door opens and Ackerman enters.,"Windowless room, Ackerman enters"
101、INT. INTERROGATION ROOM - DAY,doc_100_chunk_0,He pulls up one of the chairs and gestures for Frank to do the same.,"Windowless room, Ackerman pulls up a chair and gestures"
"11、INT. INTERPOL CENTRAL BRIEFING ROOM, PARIS - EVENING",doc_10_chunk_0,he leads the meeting from the podium,"High-tech amphitheater style briefing room, meeting led by Ackerman"
"74、INT. INTERPOL FIELD HQ, VENICE - EVENING",doc_73_chunk_0,"Ackerman grabs his Kevlar vest and follows, racing down the steps","Inside a building, heading to PIAZZA SAN MARCO"
"27、INT. INTERPOL FIELD HQ, VENICE - DAY",doc_26_chunk_0,The calm eye of the storm is Ackerman.,"United Nations Task Force, chaotic environment"
101、INT. INTERROGATION ROOM - DAY,doc_100_chunk_1,Ackerman reaches into his breast pocket and takes out his INTERPOL credentials.,
101、INT. INTERROGATION ROOM - DAY,doc_100_chunk_1,Tosses them on the table for Frank to see.,
101、INT. INTERROGATION ROOM - DAY,doc_100_chunk_1,Ackerman smiles.,
101、INT. INTERROGATION ROOM - DAY,doc_100_chunk_1,"Ackerman looks over at the mirror, taken off guard by the question.",
101、INT. INTERROGATION ROOM - DAY,doc_100_chunk_1,He stands and goes to the mirror -- lifts it off its hooks and sets it on the floor.,
92、INT. TRANSPORTO - DAY,doc_91_chunk_0,Ackerman stares out the tinted window.,"Inside a cabin on the deck, during a huddle"
"14、INT. ALEXANDER'S VILLA, PENTHOUSE - NIGHT",doc_13_chunk_2,"Ackerman shakes the doorknob, cursing",On the stairs
"14、INT. ALEXANDER'S VILLA, PENTHOUSE - NIGHT",doc_13_chunk_2,Ackerman charges into...,On the stairs
"122、INT. ALEXANDER'S VILLA, PENTHOUSE - NIGHT",doc_121_chunk_3,Ackerman doesn't respond.,"Church, Jones asks if 'he' doesn't come, Ackerman doesn't respond."
"95、EXT. CIPRIANI HOTEL, POOLSIDE RESTAURANT - DAY",doc_94_chunk_0,"Standing up, Ackerman holds his hand up.",IN THE TRANSPORTO
131、INT. ALEXANDER'S VILLA - NIGHT,doc_130_chunk_2,Ackerman's attention is distracted,"Room, Goyal finds safe and calls Ackerman"
131、INT. ALEXANDER'S VILLA - NIGHT,doc_130_chunk_2,Ackerman comes over and looks,"Room, Ackerman approaches the safe"
