doc_title,chunk_id,fact,scene_context
121、INT. CHURCH - CONTINUOUS,doc_120_chunk_0,The cops all look to Ackerman.,"Frank's desperate plea, cops direct attention to Ackerman"
"11、INT. INTERPOL CENTRAL BRIEFING ROOM, PARIS - EVENING",doc_10_chunk_0,Ackerman is leading the meeting from the podium.,Briefing room meeting with European officials.
"108、INT. INTERPOL FIELD HQ, VENICE - DAY",doc_107_chunk_3,Ackerman orders the establishment of a wide perimeter and the wiring of the entire villa for video surveillance.,"Meeting room, during the meeting"
117、INT. CHURCH - CONTINUOUS,doc_116_chunk_4,The target character is calm.,"In the building, during a tense moment with Cara hearing footsteps."
131、INT. ALEXANDER'S VILLA - NIGHT,doc_130_chunk_4,Ackerman is present in the scene.,"Jones reviews a document with Goyal showing 744 million, identifies it as a tax bill, takes a flash drive from the tech, and turns to Ackerman."
126、INT. CHURCH - CONTINUOUS,doc_125_chunk_0,Ackerman gives an order.,"Arched church, after a scream."
"27、INT. INTERPOL FIELD HQ, VENICE - DAY",doc_26_chunk_0,Ackerman is calm in the midst of chaos.,UN Task Force operations room during a chaotic multinational operation.
131、INT. ALEXANDER'S VILLA - NIGHT,doc_130_chunk_1,Ackerman declares Frank free to go.,"After Ackerman and Frank exchange a look, Ackerman declares Frank free to go."
80、EXT. PONTE DEL SUSPIRI - SECONDS LATER,doc_79_chunk_0,Ackerman sees the Englishman's cell phone,"Bridge of Sighs, Venice, after SUVs stop"
"85、INT. INTERPOL FIELD HQ, VENICE - DAY",doc_84_chunk_1,Ackerman agrees to follow the children.,"Goyal reports 'she' is on the move, Ackerman agrees to follow the children."
96、INT. TRANSPORTO - DAY,doc_95_chunk_0,Ackerman orders Lipetti to escort a person out as if dealing with a rowdy guest.,"Communication station, monitoring Frank and Cara"
92、INT. TRANSPORTO - DAY,doc_91_chunk_0,Ackerman can see Cara sitting at the table.,"Inside the cabin on the deck, during a huddle."
"71、INT. INTERPOL FIELD HQ, VENICE - EVENING",doc_70_chunk_0,Ackerman orders the placement of a person.,"At computer monitor, after Englishman's voice message."
"95、EXT. CIPRIANI HOTEL, POOLSIDE RESTAURANT - DAY",doc_94_chunk_0,Ackerman instructs others to hold and wait for his signal.,IN THE TRANSPORTO
"102、INT. INTERPOL FIELD HQ, VENICE - DAY",doc_101_chunk_0,Ackerman requests the CID Academy graduating class for 2002.,Central INTEL area
98、INT. TRANSPORTO - DAY,doc_97_chunk_0,Ackerman decides to abort.,Poolside restaurant
111、INT. CHURCH - CONTINUOUS,doc_110_chunk_1,Ackerman agrees that he also looks forward to meeting Alexander Pearce.,
"102、INT. INTERPOL FIELD HQ, VENICE - DAY",doc_101_chunk_1,John Ackerman was an instructor seven years ago.,Frank examines a photo showing Ackerman as an instructor seven years ago.
"107、EXT. GRAND SALONE, VENICE - DAY",doc_106_chunk_0,Ackerman confirms that he has Frank in his possession.,Ackerman's office
106、EXT. BALCONY - RESUME SCENE,doc_105_chunk_1,Ackerman is informed of an incoming phone call.,"Conversation with Frank, Goyal signals phone call"
131、INT. ALEXANDER'S VILLA - NIGHT,doc_130_chunk_7,Ackerman orders the arrest of Quinn.,Quinn's arrest
"27、INT. INTERPOL FIELD HQ, VENICE - DAY",doc_26_chunk_1,Ackerman has ordered the team to maintain surveillance and keep their distance.,in the room
