doc_title,chunk_id,fact,scene_context
130、EXT. PARKING AREA / BY PAUL'S CAR,doc_129_chunk_1,Margaret is wearing a red parka.,
132、EXT. PARKING AREA / BY PAUL'S CAR,doc_131_chunk_5,Margaret is being supported by Paul.,Jimbo helps Gary to the car and observes Paul and Margaret approaching.
110、INT. TED'S APARTMENT - CONTINUOUS,doc_109_chunk_1,The computer screen displays the name 'Margaret Barnell'.,At Ted's computer
107、INT. BARNELL HOME / BEDROOM - MORNING,doc_106_chunk_2,Margaret terminates the call.,Phone call recording scene
59、INT. BARNELL HOME / STUDY - EVENING,doc_58_chunk_2,"Margaret has made claims for ADD, ODO, OCD, and ADHOPHI.","Paul reads a letter referencing Margaret's claims for ADD, ODO, OCD, and ADHOPHI."
64、EXT. GRAVEYARD,doc_63_chunk_1,Margaret Barnell is Paul Barnell's wife.,Paul introduces Margaret to Ted in the snow.
66、INT. GARAGE,doc_65_chunk_0,Margaret assesses the situation.,garage
73、INT. KITCHEN - LATER,doc_72_chunk_0,Margaret Barnell is gagged.,"Gary walks in on Jimbo and Margaret, who is gagged."
62、EXT. GRAVEYARD - DAY (FULL ON BLIZZARD),doc_61_chunk_0,Margaret Barnell is present at a funeral as a mourner.,"Cemetery on the outskirts of town, funeral scene"
75、INT. BARNELL HOME / KITCHEN - NIGHT,doc_74_chunk_0,Margaret is taped to a chair.,kitchen
78、INT. BEDROOM - LATER,doc_77_chunk_0,Paul and Margaret have slept together in the past.,bedroom scene
107、INT. BARNELL HOME / BEDROOM - MORNING,doc_106_chunk_0,Margaret successfully dials the phone.,"Bedroom, Gary in bathroom"
89、INT. BARNELL MOBILE HOME / KITCHEN - CONTINUOUS,doc_88_chunk_2,Margaret Barnell is gagged.,"Scene 105: Barnell Home, Kitchen"
89、INT. BARNELL MOBILE HOME / KITCHEN - CONTINUOUS,doc_88_chunk_5,Margaret is gagged.,
130、EXT. PARKING AREA / BY PAUL'S CAR,doc_129_chunk_2,Margaret is instructed by Paul to look in the coat if he is late.,Paul instructs Margaret to look in the coat if he is late.
89、INT. BARNELL MOBILE HOME / KITCHEN - CONTINUOUS,doc_88_chunk_4,Margaret's gag is removed.,
59、INT. BARNELL HOME / STUDY - EVENING,doc_58_chunk_1,Margaret has a letter from the HMO.,
132、EXT. PARKING AREA / BY PAUL'S CAR,doc_131_chunk_4,Margaret is alive.,Paul turns Margaret over and discovers she is alive and unharmed.
132、EXT. PARKING AREA / BY PAUL'S CAR,doc_131_chunk_4,Margaret is unharmed.,Paul turns Margaret over and discovers she is alive and unharmed.
68、INT. BARNELL HOME / LIVING ROOM - LATER,doc_67_chunk_0,Margaret is taped to a Lazy-Boy recliner.,living room
