doc_title,chunk_id,fact,scene_context
133、INT. ENTERPRISE - BRIDGE - FOLLOWING,doc_132_chunk_3,Data appoints Counsellor Troi to assume command.,Transporter room after panel explosion
133、INT. ENTERPRISE - BRIDGE - FOLLOWING,doc_132_chunk_2,Data is given command of the bridge by Captain Picard.,"On the bridge, as Picard orders Data to take command while preparing to move away from the Scimitar."
167、INT./ EXT. JEEP - KOLARUS III - FOLLOWING,doc_166_chunk_0,Data receives the head from Worf.,"In the vehicle, Worf hands the head to Data in the front seat."
115、INT. ENTERPRISE - BRIDGE - NIGHT,doc_114_chunk_0,Data assumes Worf's position at tactical.,"Bridge, during the intruder alert"
"154、EXT. EARTH, ALASKA - PAVILION - LATER",doc_153_chunk_4,Data has elected to present a gift in honor of the couple's conjugation.,"Ceremony with band, Data stands with band and makes a speech."
162、INT. ENTERPRISE - BRIDGE,doc_161_chunk_1,Data starts heading toward the turbolift with Picard and Worf.,
169、INT. ENTERPRISE - ENGINEERING LAB - DAY,doc_168_chunk_6,Data agrees to continue.,
104、INT. ENTERPRISE - BRIDGE - FOLLOWING,doc_103_chunk_0,"Data reports a loss of structural integrity on decks twelve through seventeen, sections four through ten.",During ship emergency
164、EXT. KOLARUS III - DAY,doc_163_chunk_1,Data reports the closest positronic signature is located two kilometers to the west.,On the military jeep after Picard stops.
166、EXT. KOLARUS III - HILLS - DAY,doc_165_chunk_4,Data is hands free.,
166、EXT. KOLARUS III - HILLS - DAY,doc_165_chunk_5,Data is inside the jeep,"Alien chase, Data enters jeep"
169、INT. ENTERPRISE - ENGINEERING LAB - DAY,doc_168_chunk_7,Data is listening to the B-9.,"B-9 yammering, Geordi slumped in chair"
175、INT. ENTERPRISE - ENGINEERING LAB - DAY,doc_174_chunk_4,Data grants permission for Geordi to run diagnostics on the B-9.,Data and Geordi examining B-9's neck circuitry
175、INT. ENTERPRISE - ENGINEERING LAB - DAY,doc_174_chunk_0,Computer conduits connect Data's head to the B-9's head.,
15、INT. ENTERPRISE - BRIDGE,doc_14_chunk_1,Data is assigned to accompany Captain Picard on the mission.,Picard assigns Data to accompany him.
180、INT. SCIMITAR - OBSERVATION LOUNGE - NIGHT,doc_179_chunk_14,Data receives the Reman knife from Shinzon.,Shinzon cuts his arm and hands the Reman knife to Data.
175、INT. ENTERPRISE - ENGINEERING LAB - DAY,doc_174_chunk_6,Data instructs the B-9 to remain with Commander La Forge.,With Geordi present
179、INT. ENTERPRISE - BRIDGE - FOLLOWING,doc_178_chunk_3,Data is a member of the away team.,"Corridor, heading to transporter room four"
19、EXT. KOLARUS III - HILLS - DAY,doc_18_chunk_5,Data is inside the jeep.,"Escape from alien swarm, Picard provides cover fire, Data and Worf enter jeep."
206、INT. SCORPION COCKPIT - SHUTTLEBAY - FOLLOWING,doc_205_chunk_0,Data assumes the gunner's position.,Cockpit of the Scorpion
202、INT. SCIMITAR - GENERATION CHAMBER - NIGHT,doc_201_chunk_2,The ETU is in Data's wrist.,the chamber
201、INT. SCIMITAR - CORRIDORS - FOLLOWING,doc_200_chunk_3,The audience realizes that Data is pretending to be the B-9.,during a performance
204、INT. SCIMITAR - CORRIDORS - NIGHT,doc_203_chunk_4,Data is inside the shuttlebay.,"shuttlebay, after door opens"
206、INT. SCORPION COCKPIT - SHUTTLEBAY - FOLLOWING,doc_205_chunk_1,Security overrides have been instigated and a force field has been erected around the external portals.,"Shuttlebay: Picard requests opening of external doors, Data reports security overrides and force field."
22、INT. ENTERPRISE - ENGINEERING LAB - DAY,doc_21_chunk_6,Data agrees to continue.,
280、INT. ENTERPRISE - BRIDGE - FOLLOWING,doc_279_chunk_2,Data is given command of the bridge by Captain Picard.,On the bridge
222、INT. ENTERPRISE - VARIOUS ANGLES,doc_221_chunk_0,Data is analyzing data on Shinzon's ship,Bridge during battle preparation
262、INT. ENTERPRISE - BRIDGE - NIGHT,doc_261_chunk_0,Data assumes Worf's position at tactical.,"Bridge, during intruder alert"
280、INT. ENTERPRISE - BRIDGE - FOLLOWING,doc_279_chunk_3,Data orders Counsellor Troi to assume command.,Transporter room after the transporter panel explosion
280、INT. ENTERPRISE - BRIDGE - FOLLOWING,doc_279_chunk_3,Data orders Geordi to come with him.,Transporter room after the transporter panel explosion
251、INT. ENTERPRISE - BRIDGE - FOLLOWING,doc_250_chunk_0,"Data reports structural integrity loss on decks twelve through seventeen, sections four through ten.",
268、INT. ENTERPRISE - BRIDGE - FOLLOWING,doc_267_chunk_2,Picard instructs Data to end the communication.,
28、INT. ENTERPRISE - ENGINEERING LAB - DAY,doc_27_chunk_0,Computer conduits connect the B-9's head to Data's head.,
28、INT. ENTERPRISE - ENGINEERING LAB - DAY,doc_27_chunk_4,Data agrees to Geordi's request to run diagnostics on the B-9.,During examination of the B-9's circuitry
220、INT. ENTERPRISE - DATA'S CABIN - NIGHT,doc_219_chunk_0,Data successfully activates the B-9's head.,"Before the deactivated B-9, Data uses a small instrument to activate the android's head."
43、INT. ENTERPRISE BRIDGE - NIGHT,doc_42_chunk_0,Data is present at the bridge engineering station.,Bridge engineering station
45、INT. ENTERPRISE - PICARD'S CABIN - NIGHT,doc_44_chunk_2,Data interrupts the communication channel during a conversation between Beverly and Picard.,Conversation between Beverly and Picard
33、INT. SCIMITAR - OBSERVATION LOUNGE - NIGHT,doc_32_chunk_14,Data receives a Reman knife from Shinzon.,Shinzon cuts his arm and hands a Reman knife to Data.
55、INT. SCIMITAR - GENERATION CHAMBER - NIGHT,doc_54_chunk_1,Data has a hidden compartment in his wrist.,
59、INT. SCORPION COCKPIT - SHUTTLEBAY - FOLLOWING,doc_58_chunk_0,Data assumes the gunner's position.,Cockpit of the Scorpion
54、INT. SCIMITAR - CORRIDORS - FOLLOWING,doc_53_chunk_3,Data is pretending to be the B-9.,Passing Reman guards
22、INT. ENTERPRISE - ENGINEERING LAB - DAY,doc_21_chunk_7,Data is the only one listening to the B-9.,"B-9 yammering, Geordi slumped in chair"
75、INT. ENTERPRISE - VARIOUS ANGLES,doc_74_chunk_0,Data is analyzing data on Shinzon's ship.,Bridge during Enterprise battle preparation montage
220、INT. ENTERPRISE - DATA'S CABIN - NIGHT,doc_219_chunk_2,Data deactivates his brother.,
28、INT. ENTERPRISE - ENGINEERING LAB - DAY,doc_27_chunk_6,Data instructs the B-9 to remain with Commander La Forge.,"In a room with Geordi, Data instructs the B-9 to remain with Commander La Forge."
