id,scene,question,answer,evidence,qa_type
1,29、INT HOCKEY RINK - NIGHT,What does Alyssa imply about Banky's comment?,She suggests he's outdated and wrong about girls from North.,ALYSSA: 'You two left high school behind how many years ago?',dialogue/beliefs
2,26、INT HOLDEN'S BEDROOM -NIGHT,"In [26、INT HOLDEN'S BEDROOM -NIGHT], How does Alyssa view labels like 'gay'?","She thinks labels define actions, not who a person is.","Labels are labels, you know? They define what you do, not who you are...",dialogue/beliefs
3,4、INT BAR - NIGHT,"In [4、INT BAR - NIGHT], What emotional state does Banky display when Hooper discusses Archie and Jughead?","Angry, as shown by his outburst and confrontation.",Banky Shut the fuck up. Banky (getting up; to Hooper) That's it. You.,character states
4,11、INT AIRPORT - DAY,What specific magazine preferences does Banky describe to Holden?,"Nasty close-ups, arty and air-brushed, girl-on-girl, and horse-related content",Sometimes I'm in the mood for nasty close-ups... sometimes I like the idea of a chick with a horse,detailed description
5,2、INT. COMIC BOOK: CONVENTION SIGNING BOOTH - DAY,"In [2、INT. COMIC BOOK: CONVENTION SIGNING BOOTH - DAY], What is Holden's emotional state when he smiles?",Patronizingly kind,"He offers him a patronizingly kind, half-smile in return.",character states
6,7、INT. M-TV EXEC'S OFFICE WAITING ROOM - DAY,Why does the Receptionist stop typing and look shocked?,Because Banky makes an offensive comment about lesbians.,"The Receptionist stops typing and looks at Banky, shocked.",causal/relational queries
7,26、INT HOLDEN'S BEDROOM -NIGHT,What belief does Alyssa express about limiting relationship options?,She believes limiting options reduces chances of finding the right person.,I didn't just heed what I was taught... to cut oneself off from finding that person - to immediately half your options...,dialogue/beliefs
8,18、INT DINER - NIGHT,"In [18、INT DINER - NIGHT], What is Alyssa's emotional state when she drops her fork and says they're leaving?",She is upset or frustrated.,Alyssa drops her fork and wipes her hands. We're leaving!,character states
9,17、INT STUDIO - NIGHT,"In [17、INT STUDIO - NIGHT], What is Holden's emotional state when he corrects Banky's language?",Concerned and assertive.,Holden tells Banky to watch his language and emphasizes he's not prejudiced.,character states
10,4、INT BAR - NIGHT,"In [4、INT BAR - NIGHT], What behavioral state does Holden describe for Banky?",Confrontational since third grade due to a fight with a nun.,For years now. Started back in third grade - a nun was teaching us about the Blessed Trinity... they got into this huge fight.,character states
11,7、INT. M-TV EXEC'S OFFICE WAITING ROOM - DAY,Why does Banky say he can't buy lesbians?,He believes they engage in 'bullshit posturing' and don't need 'dick'.,That's why I can't buy lesbians. ... Dykes? Bullshit posturing.,causal/relational queries
12,30、INT RINK LOBBY / EXT PARKING LOT - NIGHT,"In [30、INT RINK LOBBY / EXT PARKING LOT - NIGHT], What does Alyssa claim about herself in the passage?",She claims to be the queen of urban legend.,I'm the queen of urban legend!,character states
13,12、EXT APARTMENT 6-D - DAY,Why does the woman confront Holden?,To warn him that he'll fail in his relationship with Alyssa.,You'll accomplish none of that and wind up as either an even more bitter misogynist or a reverse fag-hag.,causal/relational queries
14,12、EXT APARTMENT 6-D - DAY,What causes Holden to be at a loss?,The woman's confrontational remarks about his intentions toward Alyssa.,"Holden's at a loss. Alyssa slips past the Woman, carrying an overnight bag.",causal/relational queries
15,38、INT BAR - NIGHT,What does 'the Blessed Trinity' refer to in the passage?,"The three persons in one God: Father, Son, Holy Spirit.","the three persons in one God thing - Father, Son, Holy Spirit",terminology/abbreviation/concept
16,3、INT. COMIC BOOK CONVENTION LECTURE HALL - DAY,"In [3、INT. COMIC BOOK CONVENTION LECTURE HALL - DAY], What is Hooper's emotional state during the panel?",Confrontational and angry,Fuck Lando Calrissian! Uncle Tom nigger!,character states
17,36、INT. COMIC BOOK: CONVENTION SIGNING BOOTH - DAY,"In [36、INT. COMIC BOOK: CONVENTION SIGNING BOOTH - DAY], What does 'ink it' mean in the context of comic book creation?",Adding depth and shading to a pencil drawing with ink.,"Banky explains, 'It means that Holden draws the pictures in pencil, and then he gives it to me to go over in ink.'",terminology/abbreviation/concept
18,32、INT DINER - NIGHT,"In [32、INT DINER - NIGHT], What is Holden's emotional state when Jay and Silent Bob approach him?",Morose,"OC VOICE: 'Yo, look at this morose mother fucker here..'",character states
19,30、INT RINK LOBBY / EXT PARKING LOT - NIGHT,"In [30、INT RINK LOBBY / EXT PARKING LOT - NIGHT], How does Alyssa respond to Holden's judgment?",She is defiant and unapologetic.,I'm not making apologies for them now - not to you or anyone!,character states
20,65、INT STUDIO - DUSK,What does Holden do when Banky opens his arms?,Shifts into his friend's embrace and begins crying on his shoulder,He opens his arms. Holden shifts into his friend's embrace and begins crying on his shoulder.,detailed description
21,67、INT STUDIO - NIGHT,What action does Holden take toward Banky after their argument?,"Holden grabs Banky, kisses him full on the lips, and pushes him back onto the couch","Holden grabs him, kisses him full on the lips, and pushes him back onto the couch",detailed description
22,62、INT TOWER RECORDS - DAY,What did Holden reveal about Alyssa's alleged behavior?,He heard a story that she took on two guys.,He heard some bullshit story that she took on two guys.,detailed description
23,27、INT OFFICE - DAY,What does Cohee claim about Alyssa's reaction during the incident?,She didn't try to stop him,She don't try to stop me or nothing!,dialogue/beliefs
24,17、INT STUDIO - NIGHT,"In [17、INT STUDIO - NIGHT], What is Banky's emotional state after Holden's confrontation?",Shocked and angry.,"Banky sits there, shocked. He grabs the pencil out of Holden's hand and shoves him to the side.",character states
25,62、INT TOWER RECORDS - DAY,How did Holden react when Hooper mentioned the story?,He slapped his cheeks in faux-shock.,Hands slapped against his cheeks.,detailed description
26,33、INT STUDIO - NIGHT,What does Holden claim about Banky?,He is in love with him.,You're in love with me.,dialogue/beliefs
27,67、INT STUDIO - NIGHT,How does Banky react after Holden's kiss?,"Banky is wide-eyed and speechless, looking away",Banky - wide-eyed and speechless - looks away,detailed description
28,21、EXT ROADSIDE - NIGHT,"In [21、EXT ROADSIDE - NIGHT], What is Holden's emotional state after Alyssa walks away?",Holden is at a loss.,The passage describes Holden standing 'at a loss' after Alyssa walks away.,character states
29,11、INT AIRPORT - DAY,What does Banky pull out from his bag when Holden asks him to hurry?,a huge stack of porno books,(pulls out a huge stack of porno books),detailed description
30,23、INT STUDIO - DAY,"In [23、INT STUDIO - DAY], What is Banky's emotional state when he drops the chocolate milk?",Flabbergasted,flabbergasted Banky,character states
31,60、INT HOLDEN'S BEDROOM -NIGHT,What action are Holden and Alyssa performing under the moonlight?,Lying in each other's arms,"Holden and Alyssa lie in each other's arms, moonlight bathing them.",detailed description
32,18、INT DINER - NIGHT,"In [18、INT DINER - NIGHT], What is Holden's emotional state when he reacts to Alyssa's offer of fifty?",He is exasperated or surprised.,Holden says 'Tell me you're kidding!',character states
33,28、INT TOWER RECORDS - DAY,What does Hooper believe about Banky's issue with non-hetero things?,He thinks Banky has a problem with all things not hetero.,I think it's more like Banky's having a problem with all things not hetero right about now.,dialogue/beliefs
34,36、INT. COMIC BOOK: CONVENTION SIGNING BOOTH - DAY,"In [36、INT. COMIC BOOK: CONVENTION SIGNING BOOTH - DAY], What is 'tracing' defined as when drawing over another's work?",Drawing the same thing on top of an original design without going outside its boundaries.,"The Collector asks, 'If somebody draws something and then you draw the same thing right on top of it... what do you call that!' and the kid replies, 'Tracing.'",terminology/abbreviation/concept
