doc_title,chunk_id,fact,scene_context
128、INT. WAREHOUSE - CONTINUOUS,doc_127_chunk_3,Cobb has been previously trapped in Limbo.,
104、INT. WORKSHOP - DAY,doc_103_chunk_0,Cobb devises the method of synchronizing kicks across multiple dream layers to achieve a successful extraction.,
"13、INT. DINING ROOM, JAPANESE CASTLE - CONTINUOUS",doc_12_chunk_5,Cobb kills Arthur by shooting him between the eyes.,
"12、INT. HALL, JAPANESE CASTLE-CONTINUOUS",doc_11_chunk_0,Cobb successfully neutralizes a guard with a silenced pistol and prevents the body from making noise upon impact.,
"119、INT. FIRST CLASS CABIN, 747 - MOMENTS LATER",doc_118_chunk_2,Cobb administers a substance to Fischer by dropping a clear liquid into his water.,"Scene: On the airplane, during drink service."
115、INT. WORKSHOP - NIGHT,doc_114_chunk_1,Cobb agrees to add one more seat on the plane for Ariadne.,Scene where Cobb speaks with Saito after Ariadne offers to join the team.
"117、INT. FIRST CLASS CABIN, 747 - CONTINUOUS",doc_116_chunk_0,Cobb receives Fischer's passport from Eames.,"Luxurious cabin boarding scene: Eames tosses Cobb a passport, which Cobb opens and confirms to be Fischer's before pocketing it."
128、INT. WAREHOUSE - CONTINUOUS,doc_127_chunk_0,Cobb arrives at the scene after being delayed by a freight train.,
128、INT. WAREHOUSE - CONTINUOUS,doc_127_chunk_0,Cobb expresses concern about Saito's condition upon seeing him injured.,
142、EXT. EXTERIOR ATRIUM - CONTINUOUS (FLASHBACK),doc_141_chunk_3,Cobb fails to prevent Mal's suicide.,Scene in which Mal slips forward into space and Cobb screams after her.
"134、INT. OFFICE, WAREHOUSE - CONTINUOUS",doc_133_chunk_5,Cobb spent fifty years in the subconscious.,"Scene where Cobb discusses his past experience in the subconscious with Ariadne, following a cut to Mal on the shore."
"129、INT. OFFICE, WAREHOUSE - MOMENTS LATER",doc_128_chunk_1,Cobb physically confronts Arthur by grabbing him.,
"129、INT. OFFICE, WAREHOUSE - MOMENTS LATER",doc_128_chunk_1,Cobb states that he took necessary actions to complete the job in order to return to his children.,
"111、INT. KITCHEN, COBB AND MAL'S HOUSE - MOMENTS LATER",doc_110_chunk_0,Cobb and Mal previously co-owned the house.,Kitchen scene: Cobb confirms the house belonged to him and Mal.
"111、INT. KITCHEN, COBB AND MAL'S HOUSE - MOMENTS LATER",doc_110_chunk_0,Mal has died prior to the current events.,Kitchen scene: Cobb states that Mal had already died.
"13、INT. DINING ROOM, JAPANESE CASTLE - CONTINUOUS",doc_12_chunk_0,Cobb retrieves an envelope from a safe hidden behind a painting.,
"13、INT. DINING ROOM, JAPANESE CASTLE - CONTINUOUS",doc_12_chunk_0,Cobb already has an identical envelope concealed in his waistband prior to retrieving the second one.,
"134、INT. OFFICE, WAREHOUSE - CONTINUOUS",doc_133_chunk_4,Cobb was involved in a job where he and Mal explored dreams within dreams.,
"134、INT. OFFICE, WAREHOUSE - CONTINUOUS",doc_133_chunk_4,Cobb experienced being trapped in Limbo during a dream-sharing job.,
144、INT. COBB AND MAL'S KITCHEN - DAY (FLASHBACK),doc_143_chunk_2,Cobb receives an airplane ticket.,
144、INT. COBB AND MAL'S KITCHEN - DAY (FLASHBACK),doc_143_chunk_2,Cobb decides to run away as a response to the event involving Philippa.,
168、INT. HOTEL LOBBY BATHROOM - CONTINUOUS,doc_167_chunk_0,Cobb successfully neutralizes two attackers by shooting them during an ambush.,
125、INT./EXT. SEDAN ON RAINY NEW YORK STREETS - CONTINUOUS,doc_124_chunk_0,Cobb rear-ends a yellow cab in heavy traffic.,
125、INT./EXT. SEDAN ON RAINY NEW YORK STREETS - CONTINUOUS,doc_124_chunk_0,Cobb holds a silenced pistol at the cabdriver's belly.,
