doc_title,chunk_id,description,scene_context
113、INT. ELEGANT HOTEL SUITE - CONTINUOUS (NOW NIGHT),doc_112_chunk_2,Cobb is standing in the elevator.,
108、INT. LIVING ROOM - CONTINUOUS,doc_107_chunk_0,"Cobb is shaking his head, gently.",
"121、INT. FIRST CLASS CABIN, 747 - MOMENTS LATER",doc_120_chunk_1,Cobb puts the case on Yusuf's lap.,
113、INT. ELEGANT HOTEL SUITE - CONTINUOUS (NOW NIGHT),doc_112_chunk_4,COBB A hotel. We spent our anniversaries in this suite.,
128、INT. WAREHOUSE - CONTINUOUS,doc_127_chunk_5,Cobb says nothing.,
105、INT. WORKSHOP - NIGHT,doc_104_chunk_0,"Cobb is lying on one of the chairs, asleep. Plugged into the mechanism.",
104、INT. WORKSHOP - DAY,doc_103_chunk_0,"The trick is to devise a kick for each level, then synchronize them to get a snap that penetrates all three layers.",
122、INT. SEDAN - DAY,doc_121_chunk_0,Cobb DRIVES.,
122、INT. SEDAN - DAY,doc_121_chunk_0,Cobb pulls over,
110、INT. CAGE STYLE ELEVATOR - CONTINUOUS,doc_109_chunk_0,Cobb pushes her hand away. Hits the third floor button.,"Inside an elevator, during a conversation with Ariadne about memories and regrets."
128、INT. WAREHOUSE - CONTINUOUS,doc_127_chunk_2,Cobb points at Saito,
128、INT. WAREHOUSE - CONTINUOUS,doc_127_chunk_2,Cobb GRABS Eames's arm,
128、INT. WAREHOUSE - CONTINUOUS,doc_127_chunk_0,"Cobb JUMPS out of the sedan, furious.",
128、INT. WAREHOUSE - CONTINUOUS,doc_127_chunk_0,"Cobb Oh, Christ. Is he dying?",
"129、INT. OFFICE, WAREHOUSE - MOMENTS LATER",doc_128_chunk_1,Cobb grabs Arthur.,
108、INT. LIVING ROOM - CONTINUOUS,doc_107_chunk_2,"Cobb turns, sees Ariadne, moves towards her, leaving Mal.",
108、INT. LIVING ROOM - CONTINUOUS,doc_107_chunk_2,Cobb guides her back into the elevator.,
"111、INT. KITCHEN, COBB AND MAL'S HOUSE - MOMENTS LATER",doc_110_chunk_0,Cobb follows Ariadne into the kitchen.,
"111、INT. KITCHEN, COBB AND MAL'S HOUSE - MOMENTS LATER",doc_110_chunk_0,Cobb TURNS.,"Inside the kitchen, after a child's shout is heard."
"111、INT. KITCHEN, COBB AND MAL'S HOUSE - MOMENTS LATER",doc_110_chunk_1,"Cobb pauses briefly, observing his children from a distance.",
"111、INT. KITCHEN, COBB AND MAL'S HOUSE - MOMENTS LATER",doc_110_chunk_1,"Cobb considers calling out to his children so they would turn and smile, but does not do so.",
"119、INT. FIRST CLASS CABIN, 747 - MOMENTS LATER",doc_118_chunk_2,Cobb takes them.,
"119、INT. FIRST CLASS CABIN, 747 - MOMENTS LATER",doc_118_chunk_2,As he turns to Fischer he LOWERS his right hand ... a CLEAR LIQUID DROPS into Fischer's water as Cobb hands it to him.,
115、INT. WORKSHOP - NIGHT,doc_114_chunk_1,Cobb gets up.,
115、INT. WORKSHOP - NIGHT,doc_114_chunk_1,Cobb looks at Ariadne.,
115、INT. WORKSHOP - NIGHT,doc_114_chunk_1,Cobb turns to Saito.,
"11、INT. KITCHEN, JAPANESE CASTLE - MOMENTS LATER",doc_10_chunk_0,Cobb drops silently from the window into the darkened kitchen.,
"11、INT. KITCHEN, JAPANESE CASTLE - MOMENTS LATER",doc_10_chunk_0,"He pulls a PISTOL from his belt, screwing a SILENCER onto the barrel as he GLIDES across the room.",
109、INT. CAGE STYLE ELEVATOR - DAY,doc_108_chunk_0,Cobb shuts the CAGE DOOR.,"Scene: Inside the elevator, preparing to ascend to the beach level."
109、INT. CAGE STYLE ELEVATOR - DAY,doc_108_chunk_0,Cobb stares at his family.,"Scene: On the beach, observing Mal and the children building a sandcastle."
"13、INT. DINING ROOM, JAPANESE CASTLE - CONTINUOUS",doc_12_chunk_4,Cobb watches Arthur's PAIN.,
114、INT. CAGE STYLE ELEVATOR - CONTINUOUS,doc_113_chunk_0,Cobb PULLS Ariadne into the elevator,
114、INT. CAGE STYLE ELEVATOR - CONTINUOUS,doc_113_chunk_0,Cobb SLAMS the GRILL,
114、INT. CAGE STYLE ELEVATOR - CONTINUOUS,doc_113_chunk_0,Cobb pushes a button and the elevator starts to rise,
"119、INT. FIRST CLASS CABIN, 747 - MOMENTS LATER",doc_118_chunk_1,Cobb says 'Same.',
"119、INT. FIRST CLASS CABIN, 747 - MOMENTS LATER",doc_118_chunk_1,Cobb seems harmless.,
"119、INT. FIRST CLASS CABIN, 747 - MOMENTS LATER",doc_118_chunk_1,Cobb says 'I'm very sorry for your loss. He was an inspiring figure.',
"117、INT. FIRST CLASS CABIN, 747 - CONTINUOUS",doc_116_chunk_0,Cobb finds his seat- sees Ariadne in the seat behind his.,"Inside the luxurious cabin of an aircraft, as passengers are boarding."
