doc_title,chunk_id,description,scene_context
130、EXT. MAZ'S CASTLE - DAY,doc_129_chunk_2,Han heads off.,
130、EXT. MAZ'S CASTLE - DAY,doc_129_chunk_1,"Han looks at her, questioningly.",
124、INT. MILLENNIUM FALCON - LOUNGE AREA - DAY,doc_123_chunk_2,"Han moves through stars, becomes reflective.",Room with holographic map
102、INT. CARGO SHIP - BELOW FLOOR GRATING - DAY,doc_101_chunk_3,Han realizes he's right.,
111、INT. MILLENNIUM FALCON - COCKPIT - DAY,doc_110_chunk_0,Han works the controls,Cockpit during Rathtar attack
132、INT. MAZ'S CASTLE - MAIN ROOM - DAY,doc_131_chunk_2,Han indicates for them to follow.,"Room, after Maz walks off"
101、INT. CARGO SHIP - NARROW CORRIDOR - DAY,doc_100_chunk_0,"Han smiles innocently, friendly.","Long corridor, gang enters and stops at one end"
102、INT. CARGO SHIP - BELOW FLOOR GRATING - DAY,doc_101_chunk_7,Han's eyes go wide -- he gets it -- and it's bad.,"Inside a container area, lights begin to go off."
102、INT. CARGO SHIP - BELOW FLOOR GRATING - DAY,doc_101_chunk_4,PUSH IN ON Han as he realizes: Finn and Rey are in real trouble.,
124、INT. MILLENNIUM FALCON - LOUNGE AREA - DAY,doc_123_chunk_1,Han gives Finn a skeptical once-over,Finn turning off the chess set and Rey entering
124、INT. MILLENNIUM FALCON - LOUNGE AREA - DAY,doc_123_chunk_1,Han looks to BB-8,Finn turning off the chess set and Rey entering
129、INT. MILLENNIUM FALCON - LOUNGE AREA - DAY,doc_128_chunk_0,"Han rummages, retrieving old BLASTERS.","Storage unit, Han retrieving blasters"
129、INT. MILLENNIUM FALCON - LOUNGE AREA - DAY,doc_128_chunk_0,Hands him a BLASTER.,"Storage unit, Han handing blaster to Finn"
129、INT. MILLENNIUM FALCON - LOUNGE AREA - DAY,doc_128_chunk_0,Han walks off.,"Storage unit, Han walking away"
131、EXT. MAZ'S CASTLE - DAY,doc_130_chunk_0,Han walks them to the castle.,Walking to the castle
130、EXT. MAZ'S CASTLE - DAY,doc_129_chunk_0,Han hands Rey a blaster pistol,Rey looking at the castle
