doc_title,chunk_id,description,scene_context
"45、INT VERONA'S CRIB, SAME TIME",doc_44_chunk_0,(realizing he's said too much),
"40、EXT ALLEY, SAME TIME",doc_39_chunk_4,RICKY VERONA answers.,"Chev impersonating Alex, making a call from Alex's phone"
"20、INT CHEV'S CAR, MOMENTS LATER",doc_19_chunk_3,lever. Snappy.,
6、INT. TV SCREEN,doc_5_chunk_0,sitting on CHEV'S bed,"Chev's room, Chev unconscious, hooded people loitering"
6、INT. TV SCREEN,doc_5_chunk_1,VERONA points into the CAMERA.,
"133、EXT THE SKY ABOVE LOS ANGELES, SIMULTANEOUS",doc_132_chunk_0,"VERONA manages to work his up to CHEV'S shoulder, where the steel needle still pokes through.","Locked up, fighting with one hand"
"133、EXT THE SKY ABOVE LOS ANGELES, SIMULTANEOUS",doc_132_chunk_0,He slides it out and stabs at CHEV'S face,"Locked up, fighting with one hand"
"119、EXT LOS ANGELES, DAY",doc_118_chunk_1,"He's well dressed in a sportcoat, slacks, button down shirt and tie, flapping in the wind ... sunglasses, and look of brutal determination on his face",
"119、EXT LOS ANGELES, DAY",doc_118_chunk_1,In a series of dissolves he comes straight at the CAMERA til his face fills the frame,
"127、INT SMOKING LOUNGE, STANDARD HOTEL - CONTINUOUS",doc_126_chunk_0,CARLITO and RICKY VERONA sit side by side at the table.,"Cleared room with table, champagne, cigars, and goons in corners."
"129、INT SMOKING LOUNGE, STANDARD HOTEL - CONTINUOUS",doc_128_chunk_0,"VERONA crawls along the floor, gathering up what's left of his fingers... comes across a SYRINGE and grabs it in his teeth like a PIRATE'S KNIFE.",a room during a shootout
6、INT. TV SCREEN,doc_5_chunk_6,VERONA is rolling.,"Bed area, thugs present, Chev unconscious"
"117、INT HUMVEE LIMOUSINE, DAY",doc_116_chunk_0,VERONA rolls his eyes.,"In the back, watching satellite feed of Japanese tourist interview."
"132、EXT THE SKY ABOVE LOS ANGELES, SECONDS LATER",doc_131_chunk_0,VERONA tries desperately to push him out,Helicopter midair struggle above a rooftop
"117、INT HUMVEE LIMOUSINE, DAY",doc_116_chunk_2,He checks it.,"Phone call with CHEV, crew present"
"117、INT HUMVEE LIMOUSINE, DAY",doc_116_chunk_2,(shaking his head in disbelief),"Phone call with CHEV, crew present"
"117、INT HUMVEE LIMOUSINE, DAY",doc_116_chunk_2,He answers.,"Phone call with CHEV, crew present"
"117、INT HUMVEE LIMOUSINE, DAY",doc_116_chunk_2,"makes eye contact with his CREW, covering the mouthpiece of the phone","Phone call with CHEV, crew present"
"117、INT HUMVEE LIMOUSINE, DAY",doc_116_chunk_4,This stings VERONA.,Phone call with CHEV
"117、INT HUMVEE LIMOUSINE, DAY",doc_116_chunk_4,"He pulls the phone away from his face, looks at it like he wants to smash it into bits, then pulls himself together and puts it back to his ear.",Phone call with CHEV
"117、INT HUMVEE LIMOUSINE, DAY",doc_116_chunk_4,VERONA pantomimes jacking off for the boys.,Phone call with CHEV
