doc_title,chunk_id,fact,scene_context
127、EXT. ALLEY - SAME TIME,doc_126_chunk_0,Max successfully cuts the correct wire.,
134、EXT. POWER POLE - SAME TIME,doc_133_chunk_0,Max successfully completes the procedure that causes the red light to turn green.,
14、INT. PRISON CELL - DAY,doc_13_chunk_1,Max introduces himself by name to Henry.,
14、INT. PRISON CELL - DAY,doc_13_chunk_1,Max states that he is serving a life sentence.,
145、INT. VAULT - A FEW MINUTES LATER,doc_144_chunk_0,Max physically interacts with the stack of cash by touching it.,
145、INT. VAULT - A FEW MINUTES LATER,doc_144_chunk_0,Max is present in the location where the stack of cash is stored.,
161、INT. MAX'S BARBER SHOP - CONTINUOUS,doc_160_chunk_1,Max receives a postcard in the mail.,
161、INT. MAX'S BARBER SHOP - CONTINUOUS,doc_160_chunk_1,Max pins the postcard above the mirror.,
87、EXT. PARKING LOT - DAY,doc_86_chunk_3,Max successfully persuades Julie to give someone an audition.,
70、INT. STAGE - SAME TIME,doc_69_chunk_1,Max has offered to volunteer at the theatre.,"Scene where Max joins Henry, Julie, and Simon after Julie's statement about letting go of the past."
81、INT. ORPHEUM THEATRE - DAY,doc_80_chunk_2,The target character conceives a plan involving Henry taking on the role of Lophakin to gain access to a tunnel.,
69、INT. DRESSING ROOM - CONTINUOUS,doc_68_chunk_0,Max identifies a hollow spot in the wall.,
69、INT. DRESSING ROOM - CONTINUOUS,doc_68_chunk_0,Max offers to volunteer for an unspecified task after discovering the hollow spot in the wall.,
80、INT. APARTMENT - LATER,doc_79_chunk_1,The target character is serving time in prison.,
80、INT. APARTMENT - LATER,doc_79_chunk_1,The target character expresses a preference for being in jail.,
106、INT. DRESSING ROOM - LATER,doc_105_chunk_0,Max successfully attaches a bag of dirt to a pulley system for transport.,Scene: Max is working on hoisting a bag of dirt through the skylight using a pulley.
106、INT. DRESSING ROOM - LATER,doc_105_chunk_0,Max has contributed to excavating at least three feet of dirt in the tunnel.,Scene: Max reports progress on the tunnel excavation while tugging the pulley.
23、INT. MAX AND HENRY'S CELL - DAY,doc_22_chunk_0,Max is providing barber services to other convicts in the cell.,"The cell has been converted into a makeshift barbershop, and convicts are waiting to get haircuts from Max."
23、INT. MAX AND HENRY'S CELL - DAY,doc_22_chunk_0,Max has completed a haircut for a convict named Fink.,"Max holds up a mirror for Fink, who inspects his haircut."
149、INT. TUNNEL ROOM - A FEW MINUTES LATER,doc_148_chunk_1,Max positions himself in front of a gun pointed at Joe.,"Scene: A confrontation involving Joe, Eddie, and Max, where Eddie is holding a gun."
149、INT. TUNNEL ROOM - A FEW MINUTES LATER,doc_148_chunk_1,"Max is physically assaulted by Eddie, who punches him in the gut and strikes him in the head.","Scene: A confrontation involving Joe, Eddie, and Max, where Eddie is holding a gun."
71、EXT. ALLEY - MOMENTS LATER,doc_70_chunk_0,Max confirms finding an item in Lophakin's dressing room.,"Scene: Outside the back stage doors, after exiting the theater."
71、EXT. ALLEY - MOMENTS LATER,doc_70_chunk_0,Max agrees with Henry's prior assessment about the location of an item.,"Scene: Outside the back stage doors, after exiting the theater."
80、INT. APARTMENT - LATER,doc_79_chunk_3,The target character requests a ride to the theatre from Julie.,
80、INT. APARTMENT - LATER,doc_79_chunk_3,The target character identifies himself as a volunteer to Julie.,
80、INT. APARTMENT - LATER,doc_79_chunk_3,The target character confirms he was not in any of the plays.,
47、INT. VISITOR'S AREA - DAY,doc_46_chunk_3,The target character agrees to help Henry by implicitly accepting the proposal after a long pause and stating 'I got cards.',Scene following the conversation at the meeting place where Henry asks for Max's help to rob the bank.
47、INT. VISITOR'S AREA - DAY,doc_46_chunk_3,The target character leaves the meeting after the conversation with Henry.,Scene following the conversation at the meeting place where Henry asks for Max's help to rob the bank.
109、EXT. THEATRE - MORNING,doc_108_chunk_0,The target character commits to attending the opening night performance of 'The Cherry Orchard'.,"Scene: Outside the theatre, as Max and Henry discuss the upcoming show."
109、EXT. THEATRE - MORNING,doc_108_chunk_0,The target character states that the event is a one-time opportunity due to someone's retirement.,"Scene: Outside the theatre, in response to Henry's suggestion to wait until closing night."
109、EXT. THEATRE - MORNING,doc_108_chunk_0,The target character instructs Henry to leave someone behind with no possibility of return.,"Scene: Outside the theatre, after establishing the necessity of attending the opening night."
112、INT. TUNNEL - NIGHT,doc_111_chunk_0,Max is physically present and actively participating in digging a tunnel alongside Joe.,"Scene: Inside the tunnel, where Max and Joe have been digging for hours."
112、INT. TUNNEL - NIGHT,doc_111_chunk_0,Max acknowledges Henry's arrival in the tunnel.,"Scene: Inside the tunnel, upon Henry entering and picking up a shovel."
112、INT. TUNNEL - NIGHT,doc_111_chunk_0,Max expresses concern about Henry's emotional state by asking if he is okay.,"Scene: Inside the tunnel, after Henry begins digging intensely."
112、INT. TUNNEL - NIGHT,doc_111_chunk_0,Max reveals knowledge of Henry's motivation by identifying 'the girl' as the reason Henry is not leaving.,"Scene: Inside the tunnel, during conversation with Henry after Joe asks who Henry is referring to."
112、INT. TUNNEL - NIGHT,doc_111_chunk_0,"Max issues a directive to Henry, insisting that he continue digging and carry out the bank robbery plan.","Scene: Inside the tunnel, after Max throws down his shovel and confronts Henry."
