doc_title,chunk_id,fact,scene_context
121、EXT. MAYA'S CAR - CONTINUOUS,doc_120_chunk_0,Maya is saved by the gate closing at the last possible moment.,
11、INT. BLACK SITE - AFTERNOON,doc_10_chunk_0,Maya is in Ammar's cell.,"Ammar's cell, Daniel and guards enter with Maya"
125、INT. CIA HEADQUARTERS PREDATOR BAY - LANGLEY - EVENING,doc_124_chunk_1,The activity unfolds without Maya's input.,CIA Headquarters (Predator Bay) - Maya enters the room and observes the activity without being included in the planning.
126、INT. LANGLEY BRIEFING ROOM,doc_125_chunk_5,Maya remains in the room with Steve after the brass files out.,"In the room with the model, after the brass files out."
11、INT. BLACK SITE - AFTERNOON,doc_10_chunk_3,Maya is left alone with Ammar.,Daniel leaves Maya alone with Ammar.
146、EXT. JALALABAD FORWARD OPERATING BASE - AFTERNOON,doc_145_chunk_0,Maya is happy for the first time since the audience has met her.,Horseshoes game
110、INT. STATION CHIEF'S OFFICE,doc_109_chunk_0,Maya addresses Joseph by his first name for the first time.,Maya uses Joseph's first name for the first time.
112、INT. AMERICAN EMBASSY CIA SECTION - MAYA'S CUBICLE - DAY,doc_111_chunk_0,Maya is informed that the person she has been looking for has been located.,Maya's desk
140、INT. CIA HEADQUARTERS - GEORGE'S OFFICE - DAY,doc_139_chunk_0,Maya changes the window number to 129.,"Outside George's office, Maya changes the window number to 129."
142、INT. CIA HEADQUARTERS - 7TH FLOOR - CONFERENCE ROOM - DAY,doc_141_chunk_3,Maya's assessment is being incorporated into the team's assessment.,CIA office meeting
142、INT. CIA HEADQUARTERS - 7TH FLOOR - CONFERENCE ROOM - DAY,doc_141_chunk_0,Maya is seated at the far end of the table as a back bencher.,"CIA meeting table, Maya seated at far end as back bencher"
2、EXT. BLACK SITE - LATER,doc_1_chunk_0,Maya is a CIA targeter,"Interrogation room exit: masks removed, Maya revealed"
2、EXT. BLACK SITE - LATER,doc_1_chunk_0,Maya is a subject-matter expert,"Interrogation room exit: masks removed, Maya revealed"
2、EXT. BLACK SITE - LATER,doc_1_chunk_0,Maya is on her first overseas assignment,"Interrogation room exit: masks removed, Maya revealed"
16、INT. AMERICAN EMBASSY - RESEARCH ROOM,doc_15_chunk_3,Maya is analyzing ten videos simultaneously and comparing them to each other.,
16、INT. AMERICAN EMBASSY - RESEARCH ROOM,doc_15_chunk_0,Maya is alone in the research room.,"Research room, Maya alone"
3、INT. INTERROGATION ROOM - LATER,doc_2_chunk_0,Maya is participating in her first interrogation.,"CIA Black Site, first interrogation"
3、INT. INTERROGATION ROOM - LATER,doc_2_chunk_5,Maya receives an instruction from Daniel to grab the bucket.,Daniel subdues Ammar and instructs Maya to grab the bucket.
229、INT. C-17 - CONTINUOUS,doc_228_chunk_0,Maya is the only passenger on the flight manifest.,"Cargo plane interior, pilot confirms Maya is the only passenger on the manifest."
46、INT. MARRIOTT HOTEL RESTAURANT - NIGHT,doc_45_chunk_1,Maya refuses to cut the umbilical cord.,
39、INT. AMERICAN EMBASSY CIA SECTION - MAYA'S CUBICLE - DAY,doc_38_chunk_0,Maya agrees to take care of the folder before her favorite subject.,"At Maya's cubicle, Bradley states his condition and Maya agrees."
40、INT. INTERROGATION ROOM - MORNING,doc_39_chunk_2,Maya remains unmoved by the violence.,"Room: guard slaps Faraj, Maya unmoved by violence."
53、INT. AMERICAN EMBASSY CIA SECTION - STATION CHIEF'S OFFICE -,doc_52_chunk_0,Maya is in Bradley's office waiting for his verdict.,"Bradley's office, waiting for verdict"
53、INT. AMERICAN EMBASSY CIA SECTION - STATION CHIEF'S OFFICE -,doc_52_chunk_1,Maya commits to meeting the person face to face to evaluate him.,
70、INT. MAYA'S CUBICLE - LATER,doc_69_chunk_0,Maya receives a computer disc from Jeremy.,"Office after hours, Jeremy approaches and gives Maya a computer disc."
"76、INT. CIA HEADQUARTERS, COUNTER TERRORISM CENTER DIRECTOR -",doc_75_chunk_1,Maya has been looking for the facilitator.,
227、INT. HANGAR,doc_226_chunk_0,Maya is alone with the bag.,Tent in the hangar
84、INT. AMERICAN EMBASSY AMERICAN BAR - LATER,doc_83_chunk_4,Maya is described as a true believer and as pure as they come.,Maya's conversation with Larry
88、INT. AMERICAN EMBASSY CIA SECTION CUBICLE HALLWAY,doc_87_chunk_0,Maya blocks Bradley's passage through the hallway.,Hallway: Maya blocks Bradley's passage
91、INT. AMERICAN EMBASSY CIA SECTION - BRIEFING ROOM,doc_90_chunk_0,"Maya is conducting a briefing for Bradley, Hakim, Larry, and others.",Map briefing in a room with a map of Pakistan
6、INT. AMERICAN EMBASSY CIA SECTION - STAIRCASE - ISLAMABAD,doc_5_chunk_1,Maya is in the holding area.,Lobby holding area
84、INT. AMERICAN EMBASSY AMERICAN BAR - LATER,doc_83_chunk_0,Maya has not relented in the conversation.,"Bar, conversation continues with softer tone"
88、INT. AMERICAN EMBASSY CIA SECTION CUBICLE HALLWAY,doc_87_chunk_1,Maya is unable to bend Bradley to her will.,Conversation about beefing up surveillance operation
7、INT. AMERICAN EMBASSY CIA SECTION - STAIRCASE/LOBBY,doc_6_chunk_2,Maya did not volunteer for the assignment.,Secure area entrance
84、INT. AMERICAN EMBASSY AMERICAN BAR - LATER,doc_83_chunk_3,Maya explicitly refuses Larry's plan to investigate Abu Ahmed for any mention of operations or suspicious matters.,Larry proposes investigating Abu Ahmed for operational talk; Maya refuses.
