id,scene,question,answer,evidence,qa_type
1,1、EXT. YUAN COMPOUND - DAY,Why does Aunt Wu drop her parcels and run?,Because she sees Li Mu Bai,"old Aunt Wu, at the sight of Li Mu Bai, drops her parcels and runs excitedly into the building.",causal/relational queries
2,34、INT. JEN'S ROOM - NIGHT,"In [34、INT. JEN'S ROOM - NIGHT], What is Jen's emotional state?","Jen is sighing, indicating possible frustration.","Jen sighs, and turns back toward her bed.",character states
3,33、INT./EXT. CARRIAGE/MONGOLIAN DESERT - DAY,"In [33、INT./EXT. CARRIAGE/MONGOLIAN DESERT - DAY], What is Jen's emotional state as she sits in the carriage?",Distracted and disinterested,"Jen is still looking out the side of the carriage, at a beautiful mountainside.",character states
4,31、EXT. YU'S GARDEN - DAY,How is the Governess positioned when seen by Yu?,Peering at her from around a corner.,peering at her from around a corner,detailed description
5,47、EXT. TE'S STUDY - NIGHT,What does the figure say about her actions?,I do as I please.,"FIGURE
I do as I please.",dialogue/beliefs
6,30、INT. BO'S ROOM - DAY,What does Yu notice about Jen's calligraphy?,That her name looks like 'sword',Yu sees the calligraphy. YU I never realized my name looks like 'sword'.,detailed description
7,20、EXT. PEKING ROOFTOP - NIGHT,"In [20、EXT. PEKING ROOFTOP - NIGHT], What is Yu's emotional state during the confrontation?",Determined and aggressive,Yu attacks relentlessly with lightning-quick blows.,character states
8,14、INT. TE'S STUDY - NIGHT,"In [14、INT. TE'S STUDY - NIGHT], What is Governor Yu's emotional state when he sees the sword?",Impressed by the sword's opulence and elegance,Governor Yu is impressed by the opulence and elegance of the sword.,character states
9,69、EXT. CLIFF - DAY,What is the legend mentioned by Lo?,A belief that jumping from the mountain grants a wish from God.,"We have a legend. Anyone who dares to jump from the mountain, God will grant his wish.",terminology/abbreviation/concept
10,19、EXT. AN ALLEY OUTSIDE GOVERNOR YU'S COMPOUND - NIGHT,What does Tsai identify the hooded figure as?,It's Jade Fox!,TSAI It's Jade Fox!,dialogue/beliefs
11,19、EXT. AN ALLEY OUTSIDE GOVERNOR YU'S COMPOUND - NIGHT,What does May declare about her mother?,We must avenge mother!,MAY We must avenge mother!,dialogue/beliefs
12,28、EXT. PEKING STREET - DAY,What action does Bo take after the homeless man says he hasn't seen them in two days?,Looks up and sees May walking into an alley,Bo is about to give up when he looks up and sees May walking quickly into an alley,detailed description
13,15、INT. JEN'S ROOM - NIGHT,What causes Jen to shoot the governess an angry look?,The governess's comment about her mother disapproving of Shu Lien.,Your mother would not want you consorting with her kind. ... Jen shoots her an angry look.,causal/relational queries
14,9、INT. TE'S GREAT HALL - DAY,Why does Yu ask Sir Te to be the sword's custodian?,To help Li leave his troubles behind.,Help him to leave these troubles behind.,causal/relational queries
15,11、INT. TE'S STUDY - DAY,Why is the sword considered dangerous?,Because it becomes tainted with blood.,"Beautiful but dangerous. Once you see it tainted with blood, its beauty is hard to admire.",causal/relational queries
16,17、EXT./INT. INSIDE AND OUTSIDE OF TE'S STUDY - NIGHT,When does the thief jump onto the roof?,After Bo tries to stop him,"Bo tries to stop the thief, who easily outwits him, jumping onto the roof as Bo yells out.",temporal references
17,50、EXT. MONASTERY - NIGHT,What is 'Wudan' associated with in the passage?,"A place or entity connected to secrets, per Li's mention.",LI: 'a disciple worthy of Wudan's secrets',terminology/abbreviation/concept
18,31、EXT. YU'S GARDEN - DAY,What does Yu observe when she looks around?,The profile of the Governess peering at her from around a corner.,the profile of the Governess peering at her from around a corner,detailed description
19,30、INT. BO'S ROOM - DAY,How does Jen write Yu's name?,with great confidence and swiftness,Jen writes Yu's name with great confidence and swiftness.,detailed description
20,51、INT. JEN'S ROOM - NIGHT,Why did Jen hide her skills from Fox?,To prevent hurting Fox.,I hid my skills so as not to hurt you.,causal/relational queries
21,69、EXT. CLIFF - DAY,What does the elders' saying imply about a faithful heart?,A faithful heart makes wishes come true.,"The elders say, 'A faithful heart makes wishes come true.'",terminology/abbreviation/concept
22,20、EXT. PEKING ROOFTOP - NIGHT,"In [20、EXT. PEKING ROOFTOP - NIGHT], What is the hooded figure's physical condition?",Capable of leaping between rooftops,The figure leaps to another rooftop and evades Yu.,character states
23,27、EXT. BRIDGE - DAY,What action is Bo performing?,Bo is searching for the Tsais,Bo is searching for the Tsais,detailed description
24,12、EXT. SIDE COURT YARD - DAY,How does Yu react to the encounter?,Yu seems intrigued by the encounter.,Yu seems intrigued by the encounter.,detailed description
25,23、EXT. GOVERNOR YU'S - NIGHT,What action does Yu perform after catching the arrow?,She pauses to feel the arrow in her hand.,Yu pauses to feel the arrow in her hand,detailed description
26,33、INT./EXT. CARRIAGE/MONGOLIAN DESERT - DAY,"In [33、INT./EXT. CARRIAGE/MONGOLIAN DESERT - DAY], What is Madam Yu's attitude towards their current location?",Frustrated and critical,MADAM YU: 'What a godforsaken place! Can't your father be appointed closer to civilization?',character states
27,26、EXT. OUTSIDE GOVERNOR YU'S COMPOUND - NIGHT,What action does Yu take with the flyer after it is tossed away?,"Scoops up the flyer, studies it, and puts it in her pocket","A hand scoops up the flyer -- it is Yu. She studies it, then puts it in her pocket",detailed description
28,35、EXT. STREET OUTSIDE GOVERNOR YU'S COMPOUND - NIGHT,"In [35、EXT. STREET OUTSIDE GOVERNOR YU'S COMPOUND - NIGHT], What is Lo's behavioral state?",He is silently observing.,Lo looks silently on.,character states
29,35、EXT. STREET OUTSIDE GOVERNOR YU'S COMPOUND - NIGHT,"In [35、EXT. STREET OUTSIDE GOVERNOR YU'S COMPOUND - NIGHT], What is Tsai's behavioral state?",He is giving a command to move.,TSAI Let's go!,character states
30,45、EXT. TSAI'S HOUSE - NIGHT,"In [45、EXT. TSAI'S HOUSE - NIGHT], What does May do after turning back inside?",Hesitates.,"She turns back inside, hesitates, then turns back to him.",character states
31,25、INT. TE'S GREAT HALL - DAY,How does Bo react when interrupted?,Bo can barely contain his frustration.,Bo can barely contain his frustration.,detailed description
