scene,question,answer,evidence,qa_type
1、EXT. YUAN COMPOUND - DAY,Why does Aunt Wu drop her parcels and run?,Because she sees Li Mu Bai,"old Aunt Wu, at the sight of Li Mu Bai, drops her parcels and runs excitedly into the building.",causal/relational queries
34、INT. JEN'S ROOM - NIGHT,"In [34、INT. JEN'S ROOM - NIGHT], What is Jen's emotional state?","Jen is sighing, indicating possible frustration.","Jen sighs, and turns back toward her bed.",character states
33、INT./EXT. CARRIAGE/MONGOLIAN DESERT - DAY,"In [33、INT./EXT. CARRIAGE/MONGOLIAN DESERT - DAY], What is Jen's emotional state as she sits in the carriage?",Distracted and disinterested,"Jen is still looking out the side of the carriage, at a beautiful mountainside.",character states
31、EXT. YU'S GARDEN - DAY,How is the Governess positioned when seen by Yu?,Peering at her from around a corner.,peering at her from around a corner,detailed description
47、EXT. TE'S STUDY - NIGHT,What does the figure say about her actions?,I do as I please.,"FIGURE
I do as I please.",dialogue/beliefs
30、INT. BO'S ROOM - DAY,What does Yu notice about Jen's calligraphy?,That her name looks like 'sword',Yu sees the calligraphy. YU I never realized my name looks like 'sword'.,detailed description
20、EXT. PEKING ROOFTOP - NIGHT,"In [20、EXT. PEKING ROOFTOP - NIGHT], What is Yu's emotional state during the confrontation?",Determined and aggressive,Yu attacks relentlessly with lightning-quick blows.,character states
14、INT. TE'S STUDY - NIGHT,"In [14、INT. TE'S STUDY - NIGHT], What is Governor Yu's emotional state when he sees the sword?",Impressed by the sword's opulence and elegance,Governor Yu is impressed by the opulence and elegance of the sword.,character states
69、EXT. CLIFF - DAY,What is the legend mentioned by Lo?,A belief that jumping from the mountain grants a wish from God.,"We have a legend. Anyone who dares to jump from the mountain, God will grant his wish.",terminology/abbreviation/concept
19、EXT. AN ALLEY OUTSIDE GOVERNOR YU'S COMPOUND - NIGHT,What does Tsai identify the hooded figure as?,It's Jade Fox!,TSAI It's Jade Fox!,dialogue/beliefs
19、EXT. AN ALLEY OUTSIDE GOVERNOR YU'S COMPOUND - NIGHT,What does May declare about her mother?,We must avenge mother!,MAY We must avenge mother!,dialogue/beliefs
