doc_title,chunk_id,description,scene_context
44、INT. VIOLET'S BEDROOM - DAY,doc_43_chunk_4,Ivy bursts into awkward laughter,
53、EXT. BACK YARD - AFTERNOON,doc_52_chunk_0,Ivy steps out onto the porch.,porch
15、INT. THE BACK PORCH - LATE AFTERNOON,doc_14_chunk_12,"Ivy eavesdrops at the sink, unsure if she should stay or go.","Kitchen, family discussion"
15、INT. THE BACK PORCH - LATE AFTERNOON,doc_14_chunk_12,"Ivy hears him coming, but doesn't have time to escape.","Kitchen, family discussion"
15、INT. THE BACK PORCH - LATE AFTERNOON,doc_14_chunk_9,"Ivy looks to Johnna, embarrassed.",
15、INT. THE BACK PORCH - LATE AFTERNOON,doc_14_chunk_8,"Ivy enters with her coffee cup, runs water in it at the sink.",Inside the kitchen
15、INT. THE BACK PORCH - LATE AFTERNOON,doc_14_chunk_8,Ivy hadn't seen her there.,Inside the kitchen
52、INT. DINING ROOM - AFTERNOON,doc_51_chunk_0,"Ivy comes down the stairs, looking.","House, dinner preparation"
41、INT. VIOLET'S BEDROOM - DAY,doc_40_chunk_0,Ivy stands by the door.,"Room with closet and photo box, Violet and Mattie Fae examining items"
15、INT. THE BACK PORCH - LATE AFTERNOON,doc_14_chunk_14,standing there,
11、INT. VIOLET'S BEDROOM - DAY,doc_10_chunk_0,Ivy is in the door.,"Room, discussing the missing boat"
13、INT. WESTON HOUSE - AFTERNOON,doc_12_chunk_3,"Ivy appears at the top of the stairs, watches her mother in her sister's arms.","Top of the stairs, Ivy watches mother in sister's arms."
34、EXT. WESTON HOUSE - DAY,doc_33_chunk_0,Barb and Ivy help a distraught Violet.,"Walking to Beverly's Lincoln, helping Violet"
36、INT. BEVERLY'S CAR (MOVING) - DAY,doc_35_chunk_0,"Barbara and Ivy sit in the back seat, flanking Violet.","Inside a car, countryside road, riding in silence"
53、EXT. BACK YARD - AFTERNOON,doc_52_chunk_1,"She embraces him, kisses him.",Private conversation with Little Charles
54、INT. DINING ROOM - AFTERNOON,doc_53_chunk_39,(near tears),
32、INT. RENTAL CAR (MOVING) - EARLY MORNING,doc_31_chunk_0,Ivy up front with him.,"Driving in a car, watching the sheriff's car ahead."
54、INT. DINING ROOM - AFTERNOON,doc_53_chunk_1,Ivy slips in and takes her seat.,Gathering with greetings and introductions
13、INT. WESTON HOUSE - AFTERNOON,doc_12_chunk_6,"Ivy, still standing above on the stairs.",on the stairs
54、INT. DINING ROOM - AFTERNOON,doc_53_chunk_42,Bill and Ivy try to restrain Barbara,During the bottle struggle and pandemonium
54、INT. DINING ROOM - AFTERNOON,doc_53_chunk_0,Little Charles and Ivy enter with the casserole.,"Family dinner, seated at table."
15、INT. THE BACK PORCH - LATE AFTERNOON,doc_14_chunk_17,who's blank,"Violet leaves, Barb looks at Ivy"
61、INT. DOCTOR'S OFFICE/WAITING ROOM - DAY,doc_60_chunk_2,Ivy suppresses a laugh.,
11、INT. VIOLET'S BEDROOM - DAY,doc_10_chunk_1,Ivy watches her mother being comforted by Mattie Fae.,
11、INT. VIOLET'S BEDROOM - DAY,doc_10_chunk_1,Wants to go to her.,
11、INT. VIOLET'S BEDROOM - DAY,doc_10_chunk_1,Doesn't.,
57、INT. VIOLET'S BEDROOM - LATE AFTERNOON,doc_56_chunk_2,Big speech,
15、INT. THE BACK PORCH - LATE AFTERNOON,doc_14_chunk_13,"Ivy finds iced tea, pours herself some",Kitchen
15、INT. THE BACK PORCH - LATE AFTERNOON,doc_14_chunk_13,Tries to make herself invisible -- it's not hard to do,Kitchen
61、INT. DOCTOR'S OFFICE/WAITING ROOM - DAY,doc_60_chunk_0,Ivy stands.,"Doctor's office, during a medical consultation"
61、INT. DOCTOR'S OFFICE/WAITING ROOM - DAY,doc_60_chunk_6,"Ivy lingers, grins at Burke.",After Barbara leaves
72、INT. THE WESTON HOUSE/KITCHEN - DAY,doc_71_chunk_11,"Ivy looks from Violet to Barbara... suddenly lurches away from the table, knocking over her chair.",
72、INT. THE WESTON HOUSE/KITCHEN - DAY,doc_71_chunk_8,Ivy gets in Barbara's face.,
58、EXT. WESTON HOUSE YARD - NIGHT 72 *,doc_57_chunk_1,Ivy hangs back,Yard with swing and fence post
56、INT. UPSTAIRS HALLWAY - LATE AFTERNOON,doc_55_chunk_0,"Ivy comes upstairs, followed closely by Karen.","In a house, during a search"
57、INT. VIOLET'S BEDROOM - LATE AFTERNOON,doc_56_chunk_11,"Ivy stands, gathers up her wine glass.",Scene A70
57、INT. VIOLET'S BEDROOM - LATE AFTERNOON,doc_56_chunk_11,Ivy starts back for the house.,Scene A70
63、INT/EXT. LINCOLN/WESTON HOUSE DRIVEWAY - AFTERNOON,doc_62_chunk_0,"Ivy and Karen climb out, start back for the house.","Parking area, walking to the house."
56、INT. UPSTAIRS HALLWAY - LATE AFTERNOON,doc_55_chunk_1,Ivy shrugs.,Bathroom
"64、INT. WESTON HOUSE, LIVING ROOM - AFTERNOON",doc_63_chunk_6,Ivy and Little Charles go.,Charlie instructs Ivy and Little Charles to go outside.
8、INT. THE WESTON HOUSE - DAY,doc_7_chunk_3,"Ivy follows her mother, returns to tidying up.","Inside a house, during a conversation about the house's condition"
72、INT. THE WESTON HOUSE/KITCHEN - DAY,doc_71_chunk_7,"Ivy stands, hurls her plate of food, smashes it.",In a room during a confrontation
10、INT. WESTON HOUSE - DAY,doc_9_chunk_0,Ivy and Charlie follow.,
10、INT. WESTON HOUSE - DAY,doc_9_chunk_1,Ivy eyes it apprehensively.,
58、EXT. WESTON HOUSE YARD - NIGHT 72 *,doc_57_chunk_6,"Ivy shakes her head, goes inside.",After Violet says the story is over
