doc_title,chunk_id,fact,scene_context
11、INT THE WHITE WALL,doc_10_chunk_50,Paul receives fifty dollars from Flan.,
12、EXT THE APARTMENT BUILDING/CENTRAL PARK NIGHT,doc_11_chunk_4,Paul is revealed to be the person previously known as Sidney.,Scene where the camera reveals Paul's face after Ouisa's gaze.
11、INT THE WHITE WALL,doc_10_chunk_20,Paul lights the Haitian candle 'Yabra'.,
11、INT THE WHITE WALL,doc_10_chunk_20,Paul's father insisted that he learn to cook.,
34、INT EXAMINING ROOM DAY,doc_33_chunk_0,Paul sustains a knife wound and several bruises.,DR. FINE'S OFFICE: Dr. Fine confirms treating Paul for a knife wound and bruises.
46、INT TRENT CONWAY'S APARTMENT NIGHT,doc_45_chunk_9,"The target character successfully produces the correct pronunciation of 'bottle of beer' as instructed, resulting in approval from Trent.",
30、EXT CENTRAL PARK DAWN,doc_29_chunk_2,Paul stabs himself with a switchblade.,"Scene in which Paul lifts his shirt and uses the switchblade on himself, causing Ouisa to scream and Paul to fall backward."
63、INT THE RAINBOW ROOM NIGHT,doc_62_chunk_3,Paul leads Rick in dancing at the Rainbow Room.,"The Rainbow Room: Paul and Rick go to the dance floor and begin to dance, with Paul leading."
57、INT RICK AND ELIZABETH'S TENEMENT DAY,doc_56_chunk_6,Paul receives a written response from the person he contacted.,
57、INT RICK AND ELIZABETH'S TENEMENT DAY,doc_56_chunk_6,Paul is promised a thousand dollars by the person who responded to him.,
77、INT HARVARD DORM ROOM,doc_76_chunk_11,Paul reveals his full name as Paul Poitier-Kittredge.,Master bedroom scene where Paul responds to Ouisa's request for his name.
56、EXT CENTRAL PARK DAY,doc_55_chunk_3,"Paul's father is John Flanders Kittredge, who lives at 910 Fifth Avenue.",
56、EXT CENTRAL PARK DAY,doc_55_chunk_3,Paul identifies himself as the child of Flan's hippie days.,
76、INT SISTINE CHAPEL,doc_75_chunk_1,Paul expresses a desire to see the restoration of God's hand.,"Kittredge's living room: After learning about the restoration technique used on God's hand, Paul asks to be taken to see it."
11、INT THE WHITE WALL,doc_10_chunk_39,The target character agrees to leave at six fifteen and sets the alarm accordingly.,
11、INT THE WHITE WALL,doc_10_chunk_39,"The target character shakes hands with Flan, indicating a formal agreement or mutual understanding.",
11、INT THE WHITE WALL,doc_10_chunk_39,The target character is given responsibility over the extras by his father.,
"81、EXT WAVERLY MOVIE THEATER, GREENWICH VILLAGE NIGHT",doc_80_chunk_0,Paul is arrested and physically placed into a police car by officers.,"Outside the Waverly Movie Theater on Sixth Avenue, where two police cars are present with red lights spinning."
